773,772000,43392,3374
774,773000,31782,3870
775,774000,15713,3826
776,775000,-2555,3246
777,776000,-20463,2213
778,777000,-35496,871
779,778000,-45537,-590
780,779000,-49178,-1967
781,780000,-45910,-3066
782,781000,-36192,-3732
783,782000,-21385,-3871
784,783000,-3571,-3465
785,784000,14745,-2570
786,785000,30994,-1312
787,786000,42896,131
788,787000,48775,1558
789,788000,47806,2769
790,789000,40125,3592
791,790000,26814,3913
792,791000,9739,3685
793,792000,-8702,2942
794,793000,-25917,1787
795,794000,-39489,383
796,795000,-47513,-1073
797,796000,-48862,-2377
798,797000,-43344,-3346
799,798000,-31736,-3843
800,799000,-15669,-3799
801,800000,2599,-3220
802,801000,20508,-2187
803,802000,35538,-845
804,803000,45578,615
805,804000,49220,1992
806,805000,45951,3090
807,806000,36231,3755
808,807000,21424,3895
809,808000,3610,3488
810,809000,-14707,2593
811,810000,-30958,1335
812,811000,-42860,-109
813,812000,-48739,-1537
814,813000,-47770,-2748
815,814000,-40091,-3571
816,815000,-26780,-3892
817,816000,-9705,-3665
818,817000,8734,-2922
819,818000,25949,-1768
820,819000,39521,-364
821,820000,47544,1091
822,821000,48892,2395
823,822000,43374,3364
824,823000,31766,3861
825,824000,15698,3816
826,825000,-2572,3237
827,826000,-20480,2204
828,827000,-35510,862
829,828000,-45551,-599
830,829000,-49194,-1976
831,830000,-45926,-3074
832,831000,-36205,-3740
833,832000,-21399,-3879
834,833000,-3586,-3473
835,834000,14731,-2578
836,835000,30982,-1320
837,836000,42883,123
838,837000,48761,1551
839,838000,47793,2761
840,839000,40114,3585
841,840000,26802,3905
842,841000,9726,3678
843,842000,-8713,2935
844,843000,-25928,1780
845,844000,-39501,376
846,845000,-47524,-1079
847,846000,-48872,-2383
848,847000,-43354,-3352
849,848000,-31747,-3849
850,849000,-15680,-3805
851,850000,2590,-3226
852,851000,20498,-2193
853,852000,35528,-851
854,853000,45569,610
855,854000,49211,1986
856,855000,45942,3085
857,856000,36222,3750
858,857000,21415,3889
859,858000,3602,3483
860,859000,-14716,2588
861,860000,-30967,1329
862,861000,-42868,-114
863,862000,-48747,-1542
864,863000,-47779,-2753
865,864000,-40100,-3576
866,865000,-26787,-3897
867,866000,-9712,-3670
868,867000,8727,-2927
869,868000,25941,-1772
870,869000,39514,-368
871,870000,47537,1087
872,871000,48885,2391
873,872000,43367,3359
874,873000,31759,3856
875,874000,15692,3812
876,875000,-2578,3233
877,876000,-20486,2200
878,877000,-35516,858
879,878000,-45558,-603
880,879000,-49200,-1980
881,880000,-45931,-3078
882,881000,-36211,-3744
883,882000,-21405,-3883
884,883000,-3591,-3477
885,884000,14726,-2582
886,885000,30977,-1323
887,886000,42877,120
888,887000,48756,1548
889,888000,47788,2758
890,889000,40109,3582
891,890000,26796,3902
892,891000,9721,3675
893,892000,-8718,2932
894,893000,-25933,1777
895,894000,-39505,373
896,895000,-47529,-1082
897,896000,-48876,-2386
898,897000,-43359,-3355
899,898000,-31751,-3852
900,899000,-15684,-3807
901,900000,2586,-3228
902,901000,20494,-2195
903,902000,35524,-854
904,903000,45565,607
905,904000,49207,1984
906,905000,45938,3082
907,906000,36218,3748
908,907000,21411,3887
909,908000,3598,3481
910,909000,-14720,2585
911,910000,-30970,1327
912,911000,-42871,-116
913,912000,-48750,-1544
914,913000,-47782,-2755
915,914000,-40103,-3578
916,915000,-26791,-3899
917,916000,-9716,-3672
918,917000,8723,-2929
919,918000,25939,-1774
920,919000,39511,-370
921,920000,47534,1085
922,921000,48882,2389
923,922000,43364,3358
924,923000,31757,3855
925,924000,15689,3811
926,925000,-2581,3231
927,926000,-20489,2198
928,927000,-35519,856
929,928000,-45560,-604
930,929000,-49202,-1981
931,930000,-45934,-3079
932,931000,-36214,-3745
933,932000,-21407,-3884
934,933000,-3594,-3478
935,934000,14724,-2583
936,935000,30974,-1325
937,936000,42875,119
938,937000,48754,1546
939,938000,47786,2757
940,939000,40106,3580
941,940000,26794,3901
942,941000,9719,3674
943,942000,-8720,2931
944,943000,-25935,1776
945,944000,-39507,372
946,945000,-47531,-1083
947,946000,-48878,-2387
948,947000,-43361,-3356
949,948000,-31753,-3853
950,949000,-15686,-3809
951,950000,2584,-3229
952,951000,20492,-2196
953,952000,35522,-855
