1,1530,926683129,191363291,
2,2530,1350826123,508118233,
3,3530,1595200259,684757829,
4,4530,1625483775,696473564,
5,5530,1437423746,541620012,
6,6530,1057432355,241945891,
7,7530,538878396,-160460494,
8,8530,-45408791,-609082310,
9,9530,-613367773,-1040912001,
10,10530,-1085230424,-1395300303,
11,11530,-1394725105,-1622474532,
12,12530,-1498384074,-1690528712,
13,13530,-1381648924,-1589904703,
14,14530,-1060914565,-1334735026,
15,15530,-581227236,-960857422,
16,16530,-9957683,-520781924,
17,17530,572661075,-76315771,
18,18530,1084801875,310117049,
19,19530,1454536222,584243139,
20,20530,1629935836,707562408,
21,21530,1586366373,662755001,
22,22530,1329947264,456113923,
23,23530,896691592,116661423,
24,24530,347448879,-307927529,
25,25530,-240641357,-758020634,
26,26530,-784983579,-1170403630,
27,27530,-1209126573,-1487158572,
28,28530,-1453500709,-1663798168,
29,29530,-1483784225,-1675513903,
30,30530,-1295724196,-1520660351,
31,31530,-915732805,-1220986231,
32,32530,-397178846,-818579845,
33,33530,187108341,-369958029,
34,34530,755067323,61871661,
35,35530,1226929974,416259964,
36,36530,1536424655,643434192,
37,37530,1640083624,711488372,
38,38530,1523348474,610864364,
39,39530,1202614115,355694686,
40,40530,722926786,-18182918,
41,41530,151657233,-458258416,
42,42530,-430961525,-902724568,
43,43530,-943102325,-1289157388,
44,44530,-1312836672,-1563283478,
45,45530,-1488236286,-1686602748,
46,46530,-1444666823,-1641795340,
47,47530,-1188247714,-1435154263,
48,48530,-754992041,-1095701763,
49,49530,-205749329,-671112810,
50,50530,382340907,-221019705,
51,51530,926683129,191363291,
52,52530,1350826123,508118233,
53,53530,1595200259,684757829,
54,54530,1625483775,696473564,
55,55530,1437423746,541620012,
56,56530,1057432355,241945891,
57,57530,538878396,-160460494,
58,58530,-45408791,-609082310,
59,59530,-613367773,-1040912001,
60,60530,-1085230424,-1395300303,
61,61530,-1394725105,-1622474532,
62,62530,-1498384074,-1690528712,
63,63530,-1381648924,-1589904703,
64,64530,-1060914565,-1334735026,
65,65530,-581227236,-960857422,
66,66530,-9957683,-520781924,
67,67530,572661075,-76315771,
68,68530,1084801875,310117049,
69,69530,1454536222,584243139,
70,70530,1629935836,707562408,
71,71530,1586366373,662755001,
72,72530,1329947264,456113923,
73,73530,896691592,116661423,
74,74530,347448879,-307927529,
75,75530,-240641357,-758020634,
76,76530,-784983579,-1170403630,
77,77530,-1209126573,-1487158572,
78,78530,-1453500709,-1663798168,
79,79530,-1483784225,-1675513903,
80,80530,-1295724196,-1520660351,
81,81530,-915732805,-1220986231,
82,82530,-397178846,-818579845,
83,83530,187108341,-369958029,
84,84530,755067323,61871661,
85,85530,1226929974,416259964,
86,86530,1536424655,643434192,
87,87530,1640083624,711488372,
88,88530,1523348474,610864364,
89,89530,1202614115,355694686,
90,90530,722926786,-18182918,
91,91530,151657233,-458258416,
92,92530,-430961525,-902724568,
93,93530,-943102325,-1289157388,
94,94530,-1312836672,-1563283478,
95,95530,-1488236286,-1686602748,
96,96530,-1444666823,-1641795340,
97,97530,-1188247714,-1435154263,
98,98530,-754992041,-1095701763,
99,99530,-205749329,-671112810,
100,100530,382340907,-221019705,
101,101530,926683129,191363291,
102,102530,1350826123,508118233,
103,103530,1595200259,684757829,
104,104530,1625483775,696473564,
105,105530,1437423746,541620012,
106,106530,1057432355,241945891,
107,107530,538878396,-160460494,
108,108530,-45408791,-609082310,
109,109530,-613367773,-1040912001,
110,110530,-1085230424,-1395300303,
111,111530,-1394725105,-1622474532,
112,112530,-1498384074,-1690528712,
113,113530,-1381648924,-1589904703,
114,114530,-1060914565,-1334735026,
115,115530,-581227236,-960857422,
116,116530,-9957683,-520781924,
117,117530,572661075,-76315771,
118,118530,1084801875,310117049,
119,119530,1454536222,584243139,
120,120530,1629935836,707562408,
121,121530,1586366373,662755001,
122,122530,1329947264,456113923,
123,123530,896691592,116661423,
124,124530,347448879,-307927529,
125,125530,-240641357,-758020634,
126,126530,-784983579,-1170403630,
127,127530,-1209126573,-1487158572,
128,128530,-1453500709,-1663798168,
129,129530,-1483784225,-1675513903,
130,130530,-1295724196,-1520660351,
131,131530,-915732805,-1220986231,
132,132530,-397178846,-818579845,
133,133530,187108341,-369958029,
134,134530,755067323,61871661,
135,135530,1226929974,416259964,
136,136530,1536424655,643434192,
137,137530,1640083624,711488372,
138,138530,1523348474,610864364,
139,139530,1202614115,355694686,
140,140530,722926786,-18182918,
141,141530,151657233,-458258416,
142,142530,-430961525,-902724568,
143,143530,-943102325,-1289157388,
144,144530,-1312836672,-1563283478,
145,145530,-1488236286,-1686602748,
146,146530,-1444666823,-1641795340,
147,147530,-1188247714,-1435154263,
148,148530,-754992041,-1095701763,
149,149530,-205749329,-671112810,
150,150530,382340907,-221019705,
151,151530,926683129,191363291,
152,152530,1350826123,508118233,
153,153530,1595200259,684757829,
154,154530,1625483775,696473564,
155,155530,1437423746,541620012,
156,156530,1057432355,241945891,
157,157530,538878396,-160460494,
158,158530,-45408791,-609082310,
159,159530,-613367773,-1040912001,
160,160530,-1085230424,-1395300303,
161,161530,-1394725105,-1622474532,
162,162530,-1498384074,-1690528712,
163,163530,-1381648924,-1589904703,
164,164530,-1060914565,-1334735026,
165,165530,-581227236,-960857422,
166,166530,-9957683,-520781924,
167,167530,572661075,-76315771,
168,168530,1084801875,310117049,
169,169530,1454536222,584243139,
170,170530,1629935836,707562408,
171,171530,1586366373,662755001,
172,172530,1329947264,456113923,
173,173530,896691592,116661423,
174,174530,347448879,-307927529,
175,175530,-240641357,-758020634,
176,176530,-784983579,-1170403630,
177,177530,-1209126573,-1487158572,
178,178530,-1453500709,-1663798168,
