sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI
84,41500,500,2344,1915,2183,1763,1.904000,1.562000,0,0
85,42000,500,2236,1984,2076,1833,1.814000,1.617000,0,0
86,42500,500,2123,2060,1967,1909,1.725000,1.678000,0,0
87,43000,500,2002,2128,1843,1975,1.625000,1.732000,0,0
88,43500,500,1881,2198,1723,2045,1.530000,1.788000,0,0
89,44000,500,1765,2259,1609,2109,1.438000,1.841000,0,0
90,44500,500,1662,2316,1503,2159,1.353000,1.885000,0,0
91,45000,500,1573,2353,1415,2198,1.282000,1.914000,0,0
92,45500,500,1504,2392,1345,2239,1.225000,1.943000,0,0
93,46000,500,1452,2420,1289,2267,1.184000,1.969000,0,0
94,46500,500,1417,2432,1258,2281,1.160000,1.978000,0,0
95,47000,500,1406,2428,1246,2274,1.147000,1.974000,0,0
96,47500,500,1418,2406,1259,2255,1.156000,1.959000,0,0
97,48000,500,1452,2372,1296,2224,1.184000,1.931000,0,0
98,48500,500,1511,2335,1354,2182,1.233000,1.900000,0,0
99,49000,500,1589,2287,1429,2134,1.294000,1.864000,0,0
100,49500,500,1682,2230,1520,2079,1.370000,1.819000,0,0
101,50000,500,1785,2160,1629,2003,1.454000,1.757000,0,0
102,50500,500,1896,2086,1738,1935,1.541000,1.701000,0,0
103,51000,500,2012,2013,1854,1861,1.635000,1.641000,0,0
104,51500,500,2133,1942,1969,1790,1.729000,1.584000,0,0
105,52000,500,2254,1877,2096,1726,1.831000,1.533000,0,0
106,52500,500,2365,1816,2207,1665,1.920000,1.483000,0,0
107,53000,500,2464,1766,2301,1616,1.996000,1.444000,0,0
108,53500,500,2546,1726,2383,1579,2.063000,1.414000,0,0
109,54000,500,2610,1692,2447,1535,2.112000,1.379000,0,0
110,54500,500,2657,1671,2493,1519,2.150000,1.364000,0,0
111,55000,500,2685,1664,2517,1512,2.171000,1.359000,0,0
112,55500,500,2687,1671,2518,1526,2.171000,1.367000,0,0
113,56000,500,2669,1699,2502,1535,2.157000,1.379000,0,0
114,56500,500,2626,1734,2461,1584,2.125000,1.418000,0,0
115,57000,500,2560,1774,2401,1623,2.075000,1.450000,0,0
116,57500,500,2476,1828,2314,1679,2.005000,1.495000,0,0
117,58000,500,2379,1890,2218,1739,1.926000,1.544000,0,0
118,58500,500,2273,1960,2111,1808,1.843000,1.599000,0,0
119,59000,500,2161,2035,1999,1883,1.753000,1.658000,0,0
120,59500,500,2043,2103,1883,1951,1.658000,1.714000,0,0
121,60000,500,1922,2177,1762,2022,1.562000,1.773000,0,0
122,60500,500,1803,2240,1648,2090,1.475000,1.829000,0,0
123,61000,500,1695,2298,1535,2147,1.379000,1.872000,0,0
124,61500,500,1601,2347,1443,2193,1.304000,1.910000,0,0
125,62000,500,1526,2381,1365,2226,1.242000,1.925000,0,0
126,62500,500,1467,2411,1305,2256,1.195000,1.962000,0,0
127,63000,500,1427,2427,1267,2274,1.160000,1.973000,0,0
128,63500,500,1407,2428,1245,2274,1.143000,1.975000,0,0
129,64000,500,1412,2413,1251,2257,1.151000,1.962000,0,0
130,64500,500,1438,2383,1277,2230,1.172000,1.937000,0,0
131,65000,500,1489,2350,1329,2195,1.212000,1.909000,0,0
132,65500,500,1561,2303,1403,2151,1.274000,1.877000,0,0
133,66000,500,1649,2249,1488,2099,1.341000,1.832000,0,0
134,66500,500,1750,2184,1596,2030,1.427000,1.779000,0,0
135,67000,500,1858,2110,1701,1957,1.513000,1.719000,0,0
