1,0,26113.779209,-326505.997079,300392.217729,184.248315,-1677.766797,1493.518482
2,1000,157517.458425,-361863.125777,204345.667506,845.304051,-1838.226657,992.922605
3,2000,266795.597991,-346410.019314,79614.421517,1387.657763,-1740.527893,352.870130
4,3000,338612.059258,-282340.738252,-56271.320901,1735.117774,-1398.295206,-336.822568
5,4000,362881.062077,-178569.518142,-184311.543799,1838.842536,-859.636923,-979.205613
6,5000,336173.745446,-49704.455467,-286469.289885,1684.273744,-200.307777,-1483.965967
7,6000,262242.517693,86116.373623,-348358.891239,1293.163112,487.093962,-1780.257074
8,7000,151489.058047,209819.980513,-361309.038617,720.444864,1106.145254,-1826.590117
9,8000,19469.222328,304065.205573,-323534.428004,46.513465,1569.908003,-1616.421468
10,9000,-115290.205036,355647.251698,-240357.046728,-633.991765,1813.148602,-1179.156837
11,10000,-233870.784982,357256.942048,-123386.157275,-1225.458886,1801.665716,-576.206831
12,11000,-319601.487459,308667.470281,10934.016952,-1644.796523,1537.159381,107.637142
13,12000,-360432.300317,216725.597576,143706.702597,-1833.139356,1056.844975,776.294381
14,13000,-350640.223411,94375.846425,256264.376835,-1764.063717,428.101950,1335.961767
15,14000,-291613.988567,-41217.973321,332831.961767,-1447.247736,-260.837111,1708.084847
16,15000,-191636.992800,-171060.105153,362697.097912,-927.154348,-913.163965,1840.318313
17,16000,-64733.891678,-276883.179573,341617.071298,-276.843050,-1437.171592,1714.014642
18,17000,71267.552924,-343797.742708,272530.189864,412.316291,-1759.292636,1346.976345
19,18000,197251.743184,-362405.077264,165153.334177,1043.538418,-1834.382325,790.843907
20,19000,295523.940821,-330134.983214,34611.042566,1528.207138,-1651.885816,123.678678
21,20000,352296.445771,-251523.948968,-100772.496624,1798.256353,-1237.345363,-560.910990
22,21000,359599.712337,-137569.221341,-222030.490897,1815.724289,-648.961732,-1166.762558
23,22000,316393.967248,-4270.883705,-312123.083452,1578.144681,30.541639,-1608.686319
24,23000,228741.542258,129623.614757,-358365.156958,1118.915348,705.691782,-1824.607130
25,24000,108964.269167,245282.713910,-354246.983125,502.554245,1281.740915,-1784.295160
26,25000,-26105.722278,326493.883177,-300388.161004,-184.396770,1677.838643,-1493.441872
27,26000,-157507.777964,361877.679417,-204369.901585,-845.482624,1838.298123,-992.815500
28,27000,-266798.991836,346441.254436,-79642.262763,-1387.838446,1740.512700,-352.674254
29,28000,-338623.263709,282325.654209,56297.609303,-1735.262748,1398.256543,337.006205
30,29000,-362880.229952,178543.780154,184336.449619,-1838.970549,859.675127,979.295422
31,30000,-336164.998042,49708.951646,286456.046290,-1684.426928,200.390727,1484.036200
32,31000,-262243.203864,-86091.041959,348334.245743,-1293.334620,-487.080853,1780.415472
33,32000,-151498.046627,-209816.229132,361314.275728,-720.590698,-1106.188317,1826.779015
34,33000,-19470.918980,-304093.489698,323564.408747,-46.629606,-1569.901371,1616.530976
35,34000,115299.215671,-355652.180463,240352.964905,633.864282,-1813.073715,1179.209432
36,35000,233873.552832,-357236.154645,123362.601946,1225.305200,-1801.622709,576.317508
37,36000,319592.076195,-308653.320419,-10938.755615,1644.651914,-1537.193447,-107.458467
38,37000,360425.369991,-216743.870793,-143681.499030,1833.027069,-1056.865122,-776.161947
39,38000,350646.885304,-94394.798748,-256252.086428,1763.954807,-428.047026,-1335.907781
40,39000,291622.764467,41234.118179,-332856.882583,1447.113407,260.899027,-1708.012434
41,40000,191632.620045,171079.187533,-362711.807555,927.015581,913.152372,-1840.167953
42,41000,64724.165929,276875.496440,-341599.662405,276.732933,1437.134884,-1713.867817
43,42000,-71267.245796,343774.627287,-272507.381611,-412.410679,1759.321268,-1346.910590
44,43000,-197243.562840,362408.138680,-165164.575993,-1043.653137,1834.449574,-790.796436
45,44000,-295523.068700,330158.307386,-34635.238849,-1528.338193,1651.900177,-123.561984
46,45000,-352304.333529,251525.970118,100778.363233,-1798.367502,1237.306887,561.060615
47,46000,-359602.134328,137548.929474,222053.204693,-1815.809898,648.962430,1166.847467
48,47000,-316387.301556,4261.886551,312125.414901,-1578.239028,-30.480759,1608.719787
49,48000,-228738.351370,-129604.331500,358342.682827,-1119.032914,-705.654857,1824.687770
