1,0,26119.769269,-326508.252476,300388.483158,184.238992,-1677.715486,1493.476494
2,1000,157522.713528,-361863.155523,204340.442232,845.275556,-1838.172009,992.896453
3,2000,266799.380119,-346407.819124,79608.439248,1387.614098,-1740.477586,352.863489
4,3000,338613.836912,-282336.618562,-56277.218206,1735.065071,-1398.256305,-336.808766
5,4000,362880.585291,-178564.057899,-184316.527287,1838.788199,-859.614886,-979.173313
6,5000,336171.082481,-49698.419787,-286472.662690,1684.225404,-200.305696,-1483.919708
7,6000,262238.042158,86122.140334,-348360.182502,1293.127557,487.075787,-1780.203343
8,7000,151483.397068,209824.663942,-361308.061166,720.427089,1106.109368,-1826.536456
9,8000,19463.171522,304068.144124,-323531.315868,46.515970,1569.859456,-1616.375426
10,9000,-115295.794254,355648.036233,-240352.242151,-633.969333,1813.094224,-1179.124890
11,10000,-233875.127575,357255.468362,-123380.341064,-1225.419682,1801.613136,-576.193454
12,11000,-319603.975979,308663.943732,10940.032002,-1644.746052,1537.115967,107.630085
13,12000,-360432.585382,216720.504191,143712.081045,-1833.084701,1056.816830,776.267872
14,13000,-350638.262081,94369.902787,256268.359200,-1764.012553,428.093047,1335.919506
15,14000,-291610.055593,-41223.923524,332833.979106,-1447.207256,-260.825520,1708.032776
16,15000,-191631.643651,-171065.223707,362696.867415,-927.130241,-913.133533,1840.263773
17,16000,-64727.879483,-276886.757569,341614.637213,-276.838692,-1437.126599,1713.965291
18,17000,71273.387176,-343799.283183,272525.896200,412.300291,-1759.239376,1346.939085
19,18000,197256.582933,-362404.353230,165147.770473,1043.504300,-1834.328265,790.823965
20,19000,295527.103428,-330132.089232,34604.986021,1528.159687,-1651.838571,123.678884
21,20000,352297.483169,-251519.299554,-100778.183441,1798.202239,-1237.311590,-560.890648
22,21000,359598.480809,-137563.480791,-222034.999953,1815.671121,-648.946154,-1166.724966
23,22000,316390.644627,-4264.851548,-312125.793073,1578.099922,30.536861,-1608.636782
24,23000,228736.594190,129629.105152,-358365.699403,1118.885273,705.667307,-1824.552579
25,24000,108958.385375,245286.887316,-354245.272848,502.543078,1281.700147,-1784.243225
26,25000,-26111.715665,326496.138632,-300384.423186,-184.387447,1677.787312,-1493.399865
27,26000,-157513.033753,361877.699305,-204364.665783,-845.454119,1838.243477,-992.789358
28,27000,-266802.770294,346439.052591,-79636.282517,-1387.794777,1740.462416,-352.667640
29,28000,-338625.039687,282321.544220,56303.495255,-1735.210053,1398.217648,336.992405
30,29000,-362879.756865,178538.323410,184341.433301,-1838.916217,859.653067,979.263149
31,30000,-336162.337190,49702.906095,286459.431052,-1684.378581,200.388638,1483.989942
32,31000,-262238.724556,-86096.813529,348335.538105,-1293.299060,-487.062653,1780.361712
33,32000,-151492.382284,-209820.903033,361313.285404,-720.572932,-1106.152416,1826.725348
34,33000,-19464.870995,-304096.421356,323561.292528,-46.632121,-1569.852844,1616.484965
35,34000,115304.800918,-355652.973939,240348.173231,633.841854,-1813.019354,1179.177500
36,35000,233877.897736,-357234.690607,123356.793077,1225.266003,-1801.570108,576.304105
37,36000,319594.569296,-308649.786043,-10944.783066,1644.601435,-1537.150007,-107.451427
38,37000,360425.653820,-216738.765656,-143686.888015,1832.972399,-1056.836990,-776.135409
39,38000,350644.919386,-94388.860286,-256256.059027,1763.903642,-428.038150,-1335.865491
40,39000,291618.832219,41240.054593,-332858.886842,1447.072935,260.887448,-1707.960383
41,40000,191627.276090,171084.308248,-362711.584432,926.991468,913.121974,-1840.113442
