Grandeza,MAE,RMSE,MaxAbs,Erro_relativo_pico_percent,NRMSE_percent,Pickup_21Z1_ohm,Pickup_21Z2_ohm,Trip_21Z1_s,Trip_21Z2_s,Bloqueio_67_s
Impedância FDT,9.9089810510116,26.2327242680474,193.123006678173,10.6792780971333,13.056570542231,41.699968,62.549952,NaN,0.566,NaN
