Grandeza,MAE,RMSE,MaxAbs,Erro_relativo_pico_percent,NRMSE_percent,Pickup_21Z1_ohm,Pickup_21Z2_ohm,Trip_21Z1_s,Trip_21Z2_s,Bloqueio_67_s
Impedância FDT,11.1273051296167,36.4392818300062,222.45708707452,15.5447211961827,16.4149445022745,41.699968,62.549952,0.533,NaN,NaN
