sample,ts_comtrade,dt_us,t_us,adcA_raw,adcB_raw,adcA_V,adcB_V,dacA_code,dacB_code
72,35500,500,35500,2665,1535,2.147619,1.236996,2830,1699
73,36000,500,36000,3020,1439,2.433700,1.159634,3172,1594
74,36500,500,36500,3374,1360,2.718974,1.095971,3474,1514
75,37000,500,37000,3729,1281,3.005055,1.032308,3712,1438
76,37500,500,37500,4068,1230,3.278242,0.991209,3901,1387
77,38000,500,38000,4095,1194,3.300000,0.962198,4028,1350
78,38500,500,38500,4095,1200,3.300000,0.967033,4091,1358
79,39000,500,39000,4095,1222,3.300000,0.984762,4076,1379
80,39500,500,39500,4095,1282,3.300000,1.033114,3994,1438
81,40000,500,40000,3935,1347,3.171062,1.085495,3828,1502
82,40500,500,40500,3546,1427,2.857582,1.149963,3598,1584
83,41000,500,41000,3184,1525,2.565861,1.228938,3316,1681
84,41500,500,41500,2832,1651,2.282198,1.330476,2994,1806
85,42000,500,42000,2480,1777,1.998535,1.432015,2648,1933
86,42500,500,42500,2125,1917,1.712454,1.544835,2289,2071
87,43000,500,43000,1745,2037,1.406227,1.641538,1904,2194
88,43500,500,43500,1353,2165,1.090330,1.744689,1516,2320
89,44000,500,44000,979,2274,0.788938,1.832528,1145,2431
90,44500,500,44500,656,2378,0.528645,1.916337,819,2535
91,45000,500,45000,369,2448,0.297363,1.972747,533,2603
92,45500,500,45500,151,2515,0.121685,2.026740,314,2673
93,46000,500,46000,0,2559,0.000000,2.062198,146,2724
94,46500,500,46500,0,2595,0.000000,2.091209,36,2747
95,47000,500,47000,0,2586,0.000000,2.083956,0,2739
96,47500,500,47500,0,2544,0.000000,2.050110,38,2698
97,48000,500,48000,0,2481,0.000000,1.999341,148,2638
98,48500,500,48500,176,2416,0.141832,1.946960,335,2570
99,49000,500,49000,419,2325,0.337656,1.873626,584,2482
100,49500,500,49500,717,2224,0.577802,1.792235,881,2379
101,50000,500,50000,1054,2098,0.849377,1.690696,1211,2252
102,50500,500,50500,1406,1965,1.133040,1.583516,1564,2118
103,51000,500,51000,1776,1830,1.431209,1.474725,1935,1985
104,51500,500,51500,2158,1702,1.739048,1.371575,2320,1857
105,52000,500,52000,2539,1585,2.046081,1.277289,2706,1738
106,52500,500,52500,2901,1472,2.337802,1.186227,3062,1627
107,53000,500,53000,3251,1381,2.619853,1.112894,3376,1535
108,53500,500,53500,3607,1309,2.906740,1.054872,3637,1463
109,54000,500,54000,3959,1245,3.190403,1.003297,3843,1401
110,54500,500,54500,4095,1206,3.300000,0.971868,3991,1364
111,55000,500,55000,4095,1196,3.300000,0.963810,4081,1350
112,55500,500,55500,4095,1205,3.300000,0.971062,4089,1364
113,56000,500,56000,4095,1260,3.300000,1.015385,4029,1414
114,56500,500,56500,4049,1325,3.262930,1.067766,3892,1479
115,57000,500,57000,3680,1394,2.965568,1.123370,3683,1551
116,57500,500,57500,3301,1492,2.660146,1.202344,3416,1648
117,58000,500,58000,2955,1608,2.381319,1.295824,3106,1761
118,58500,500,58500,2606,1735,2.100073,1.398168,2768,1888
119,59000,500,59000,2251,1872,1.813993,1.508571,2411,2024
120,59500,500,59500,1870,1993,1.506960,1.606081,2032,2149
121,60000,500,60000,1486,2128,1.197509,1.714872,1647,2283
122,60500,500,60500,1104,2247,0.889670,1.810769,1266,2398
123,61000,500,61000,757,2349,0.610037,1.892967,924,2503
124,61500,500,61500,458,2433,0.369084,1.960659,623,2591
125,62000,500,62000,223,2495,0.179707,2.010623,385,2653
126,62500,500,62500,40,2549,0.032234,2.054139,194,2708
127,63000,500,63000,0,2586,0.000000,2.083956,66,2737
128,63500,500,63500,0,2586,0.000000,2.083956,3,2739
129,64000,500,64000,0,2556,0.000000,2.059780,19,2712
130,64500,500,64500,0,2499,0.000000,2.013846,101,2657
131,65000,500,65000,110,2443,0.088645,1.968718,266,2597
132,65500,500,65500,333,2354,0.268352,1.896996,495,2511
133,66000,500,66000,613,2257,0.493993,1.818828,776,2414
134,66500,500,66500,932,2140,0.751062,1.724542,1097,2295
135,67000,500,67000,1281,2003,1.032308,1.614139,1444,2160
136,67500,500,67500,1648,1873,1.328059,1.509377,1806,2028
137,68000,500,68000,2023,1750,1.630256,1.410256,2190,1905
138,68500,500,68500,2413,1618,1.944542,1.303883,2577,1773
139,69000,500,69000,2786,1507,2.245128,1.214432,2949,1662
140,69500,500,69500,3136,1408,2.527179,1.134652,3274,1562
141,70000,500,70000,3495,1328,2.816483,1.070183,3558,1486
142,70500,500,70500,3837,1264,3.092088,1.018608,3778,1422
143,71000,500,71000,4095,1215,3.300000,0.979121,3948,1373
144,71500,500,71500,4095,1186,3.300000,0.955751,4060,1344
145,72000,500,72000,4095,1200,3.300000,0.967033,4095,1358
146,72500,500,72500,4095,1241,3.300000,1.000073,4057,1397
147,73000,500,73000,4095,1297,3.300000,1.045202,3947,1457
148,73500,500,73500,3807,1374,3.067912,1.107253,3760,1529
149,74000,500,74000,3431,1456,2.764908,1.173333,3512,1611
150,74500,500,74500,3066,1568,2.470769,1.263590,3214,1718
151,75000,500,75000,2722,1694,2.193553,1.365128,2885,1849
152,75500,500,75500,2368,1821,1.908278,1.467473,2532,1977
153,76000,500,76000,2000,1958,1.611722,1.577875,2163,2112
154,76500,500,76500,1617,2083,1.303077,1.678608,1776,2236
155,77000,500,77000,1230,2199,0.991209,1.772088,1390,2357
156,77500,500,77500,866,2307,0.697875,1.859121,1032,2464
157,78000,500,78000,559,2409,0.450476,1.941319,719,2560
158,78500,500,78500,294,2475,0.236923,1.994506,457,2630
159,79000,500,79000,91,2536,0.073333,2.043663,250,2688
160,79500,500,79500,0,2580,0.000000,2.079121,102,2733
161,80000,500,80000,0,2595,0.000000,2.091209,13,2747
162,80500,500,80500,0,2559,0.000000,2.062198,5,2729
163,81000,500,81000,0,2521,0.000000,2.031575,66,2677
164,81500,500,81500,47,2461,0.037875,1.983223,203,2616
165,82000,500,82000,247,2388,0.199048,1.924396,411,2544
166,82500,500,82500,511,2293,0.411795,1.847839,677,2449
167,83000,500,83000,821,2186,0.661612,1.761612,987,2338
168,83500,500,83500,1162,2058,0.936410,1.658462,1324,2209
169,84000,500,84000,1520,1920,1.224908,1.547253,1681,2075
170,84500,500,84500,1901,1795,1.531941,1.446520,2061,1948
171,85000,500,85000,2279,1937,1.836557,1.560952,2444,2092
172,85500,500,85500,2587,1835,2.084762,1.478755,2750,1989
173,86000,500,86000,2910,1941,2.345055,1.564176,3064,2096
174,86500,500,86500,3278,2015,2.641612,1.623809,3394,2170
175,87000,500,87000,3505,2218,2.824542,1.787399,3570,2371
176,87500,500,87500,3771,2384,3.038901,1.921172,3738,2538
177,88000,500,88000,3986,2556,3.212161,2.059780,3862,2710
178,88500,500,88500,4065,2803,3.275824,2.258828,3903,2957
179,89000,500,89000,4032,3015,3.249231,2.429670,3885,3154
180,89500,500,89500,3919,3226,3.158169,2.599707,3824,3343
181,90000,500,90000,3686,3440,2.970403,2.772161,3687,3516
182,90500,500,90500,3397,3731,2.737509,3.006667,3492,3709
183,91000,500,91000,3106,4016,2.503004,3.236337,3241,3869
184,91500,500,91500,2795,4095,2.252381,3.300000,2957,3994
185,92000,500,92000,2491,4095,2.007399,3.300000,2657,4044
186,92500,500,92500,2172,4095,1.750330,3.300000,2334,4095
187,93000,500,93000,1834,4095,1.477949,3.300000,1993,4050
188,93500,500,93500,1485,4095,1.196703,3.300000,1644,3990
189,94000,500,94000,1141,3983,0.919487,3.209743,1302,3850
190,94500,500,94500,839,3754,0.676117,3.025201,1003,3719
191,95000,500,95000,576,3433,0.464176,2.766520,738,3509
192,95500,500,95500,364,3175,0.293333,2.558608,523,3298
193,96000,500,96000,192,2883,0.154725,2.323297,356,3033
194,96500,500,96500,76,2628,0.061245,2.117802,235,2782
195,97000,500,97000,32,2331,0.025788,1.878462,190,2488
196,97500,500,97500,52,2065,0.041905,1.664103,211,2219
197,98000,500,98000,125,1872,0.100733,1.508571,282,2028
198,98500,500,98500,272,1709,0.219194,1.377216,434,1859
199,99000,500,99000,501,1499,0.403736,1.207985,667,1654
200,99500,500,99500,777,1315,0.626154,1.059707,942,1469
201,100000,500,100000,1081,1187,0.871136,0.956557,1240,1344
202,100500,500,100500,1392,1139,1.121758,0.917875,1551,1299
203,101000,500,101000,1716,1106,1.382857,0.891282,1877,1264
204,101500,500,101500,2073,1104,1.670550,0.889670,2236,1260
205,102000,500,102000,2432,1158,1.959854,0.933187,2598,1319
206,102500,500,102500,2770,1294,2.232234,1.042784,2934,1449
207,103000,500,103000,3071,1447,2.474798,1.166081,3218,1603
208,103500,500,103500,3353,1600,2.702051,1.289377,3459,1753
209,104000,500,104000,3673,1716,2.959927,1.382857,3680,1870
210,104500,500,104500,3932,1911,3.168645,1.540000,3830,2065
211,105000,500,105000,4095,2174,3.300000,1.751941,3918,2328
212,105500,500,105500,4095,2418,3.300000,1.948571,3929,2573
213,106000,500,106000,4022,2624,3.241172,2.114579,3881,2778
214,106500,500,106500,3830,2819,3.086447,2.271722,3774,2971
215,107000,500,107000,3553,3056,2.863223,2.462711,3603,3195
216,107500,500,107500,3242,3265,2.612601,2.631135,3366,3376
217,108000,500,108000,2927,3440,2.358755,2.772161,3083,3514
218,108500,500,108500,2615,3559,2.107326,2.868059,2778,3598
219,109000,500,109000,2304,3650,1.856703,2.941392,2467,3655
220,109500,500,109500,1973,3668,1.589963,2.955897,2134,3668
221,110000,500,110000,1616,3602,1.302271,2.902711,1773,3625
222,110500,500,110500,1243,3470,1.001685,2.796337,1406,3536
223,111000,500,111000,916,3295,0.738168,2.655311,1082,3401
224,111500,500,111500,646,3090,0.520586,2.490110,811,3222
225,112000,500,112000,430,2864,0.346520,2.307985,593,3014
226,112500,500,112500,241,2620,0.194212,2.111355,405,2772
227,113000,500,113000,103,2372,0.083004,1.911502,263,2527
228,113500,500,113500,23,2113,0.018535,1.702784,183,2266
229,114000,500,114000,18,1893,0.014505,1.525494,175,2046
230,114500,500,114500,75,1678,0.060440,1.352234,237,1829
231,115000,500,115000,218,1455,0.175678,1.172527,378,1609
232,115500,500,115500,411,1242,0.331209,1.000879,572,1397
233,116000,500,116000,657,1070,0.529451,0.862271,825,1225
234,116500,500,116500,944,933,0.760733,0.751868,1110,1095
235,117000,500,117000,1264,838,1.018608,0.675311,1422,999
236,117500,500,117500,1591,775,1.282125,0.624542,1748,935
237,118000,500,118000,1936,774,1.560146,0.623736,2101,935
238,118500,500,118500,2298,819,1.851868,0.660000,2461,984
239,119000,500,119000,2645,923,2.131502,0.743810,2810,1085
240,119500,500,119500,2957,1067,2.382931,0.859854,3111,1223
241,120000,500,120000,3250,1243,2.619048,1.001685,3374,1401
242,120500,500,120500,3534,1451,2.847912,1.169304,3587,1605
243,121000,500,121000,3825,1651,3.082417,1.330476,3773,1804
244,121500,500,121500,4052,1843,3.265348,1.485201,3899,2001
245,122000,500,122000,4095,2081,3.300000,1.676996,3945,2233
246,122500,500,122500,4090,2330,3.295971,1.877656,3913,2488
247,123000,500,123000,3915,2559,3.154945,2.062198,3821,2731
248,123500,500,123500,3659,2768,2.948645,2.230623,3668,2920
249,124000,500,124000,3359,2948,2.706887,2.375678,3461,3096
250,124500,500,124500,3045,3147,2.453846,2.536044,3196,3273
251,125000,500,125000,2736,3313,2.204835,2.669817,2898,3417
252,125500,500,125500,2416,3408,1.946960,2.746374,2580,3489
253,126000,500,126000,2094,3437,1.687473,2.769744,2251,3511
254,126500,500,126500,1744,3409,1.405421,2.747180,1903,3493
255,127000,500,127000,1386,3334,1.116923,2.686740,1546,3433
256,127500,500,127500,1039,3205,0.837289,2.582784,1201,3324
257,128000,500,128000,737,3022,0.593919,2.435311,902,3158
258,128500,500,128500,492,2809,0.396484,2.263663,657,2959
259,129000,500,129000,299,2592,0.240952,2.088791,462,2743
260,129500,500,129500,144,2356,0.116044,1.898608,309,2513
261,130000,500,130000,48,2112,0.038681,1.701978,204,2262
262,130500,500,130500,14,1873,0.011282,1.509377,167,2030
263,131000,500,131000,48,1635,0.038681,1.317582,204,1788
264,131500,500,131500,165,1417,0.132967,1.141905,323,1570
265,132000,500,132000,341,1200,0.274799,0.967033,504,1352
266,132500,500,132500,582,1010,0.469011,0.813919,734,1171
267,133000,500,133000,842,865,0.678535,0.697070,1005,1027
268,133500,500,133500,1150,758,0.926740,0.610842,1306,918
269,134000,500,134000,1471,675,1.185421,0.543956,1632,836
270,134500,500,134500,1818,655,1.465055,0.527839,1979,814
271,135000,500,135000,2171,685,1.749524,0.552015,2334,845
272,135500,500,135500,2522,771,2.032381,0.621319,2688,933
273,136000,500,136000,2844,890,2.291868,0.717216,3004,1052
274,136500,500,136500,3152,1066,2.540073,0.859048,3288,1221
275,137000,500,137000,3436,1261,2.768938,1.016191,3520,1416
276,137500,500,137500,3683,1584,2.967985,1.276484,3686,1734
277,138000,500,138000,3935,1824,3.171062,1.469890,3830,1979
278,138500,500,138500,3457,1879,2.785861,1.514212,3536,2034
279,139000,500,139000,2701,1882,2.176630,1.516630,2864,2034
280,139500,500,139500,1775,1878,1.430403,1.513407,1932,2032
281,140000,500,140000,917,1877,0.738974,1.512601,1083,2032
282,140500,500,140500,729,1882,0.587473,1.516630,895,2034
283,141000,500,141000,1093,1876,0.880806,1.511795,1253,2032
284,141500,500,141500,1750,1879,1.410256,1.514212,1912,2034
285,142000,500,142000,2222,1872,1.790623,1.508571,2383,2028
286,142500,500,142500,2191,1874,1.765641,1.510183,2353,2030
287,143000,500,143000,2022,1874,1.629451,1.510183,2187,2030
288,143500,500,143500,1847,1878,1.488425,1.513407,2010,2034
289,144000,500,144000,1804,1885,1.453773,1.519048,1966,2036
290,144500,500,144500,1833,1880,1.477143,1.515018,1993,2036
291,145000,500,145000,1689,1881,1.361099,1.515824,1848,2036
292,145500,500,145500,1584,1879,1.276484,1.514212,1738,2036
293,146000,500,146000,1572,1879,1.266813,1.514212,1728,2034
294,146500,500,146500,1775,1887,1.430403,1.520659,1934,2042
295,147000,500,147000,2085,1883,1.680220,1.517436,2246,2038
296,147500,500,147500,2227,1888,1.794652,1.521465,2389,2040
297,148000,500,148000,2233,1883,1.799487,1.517436,2396,2038
298,148500,500,148500,2118,1885,1.706813,1.519048,2283,2038
299,149000,500,149000,2079,1877,1.675385,1.512601,2240,2034
300,149500,500,149500,2134,1885,1.719707,1.519048,2299,2038
301,150000,500,150000,2168,1886,1.747106,1.519853,2332,2040
302,150500,500,150500,2223,1888,1.791429,1.521465,2383,2042
303,151000,500,151000,2198,1882,1.771282,1.516630,2362,2036
304,151500,500,151500,2198,1882,1.771282,1.516630,2363,2036
305,152000,500,152000,2238,1886,1.803517,1.519853,2401,2040
306,152500,500,152500,2226,1883,1.793846,1.517436,2390,2038
307,153000,500,153000,2224,1888,1.792235,1.521465,2388,2042
308,153500,500,153500,2181,1879,1.757582,1.514212,2344,2034
309,154000,500,154000,2176,1882,1.753553,1.516630,2339,2036
310,154500,500,154500,2192,1879,1.766447,1.514212,2355,2036
311,155000,500,155000,2166,1888,1.745495,1.521465,2325,2042
312,155500,500,155500,2128,1879,1.714872,1.514212,2292,2034
313,156000,500,156000,2042,1879,1.645568,1.514212,2207,2032
314,156500,500,156500,2005,1875,1.615751,1.510989,2169,2030
315,157000,500,157000,1996,1875,1.608498,1.510989,2159,2030
316,157500,500,157500,1969,1877,1.586740,1.512601,2134,2032
317,158000,500,158000,1943,1882,1.565788,1.516630,2105,2036
318,158500,500,158500,1872,1875,1.508571,1.510989,2035,2032
319,159000,500,159000,1834,1877,1.477949,1.512601,1994,2032
320,159500,500,159500,1819,1878,1.465861,1.513407,1980,2034
321,160000,500,160000,1807,1873,1.456190,1.509377,1967,2030
322,160500,500,160500,1807,1879,1.456190,1.514212,1966,2034
323,161000,500,161000,1766,1872,1.423150,1.508571,1926,2028
324,161500,500,161500,1764,1883,1.421538,1.517436,1922,2038
325,162000,500,162000,1776,1879,1.431209,1.514212,1935,2034
326,162500,500,162500,1798,1883,1.448938,1.517436,1959,2036
327,163000,500,163000,1824,1887,1.469890,1.520659,1984,2040
328,163500,500,163500,1808,1883,1.456996,1.517436,1968,2038
329,164000,500,164000,1795,1885,1.446520,1.519048,1956,2038
330,164500,500,164500,1787,1888,1.440073,1.521465,1947,2040
331,165000,500,165000,1783,1881,1.436850,1.515824,1946,2036
332,165500,500,165500,1795,1886,1.446520,1.519853,1955,2040
333,166000,500,166000,1767,1881,1.423956,1.515824,1928,2034
334,166500,500,166500,1755,1888,1.414286,1.521465,1916,2042
335,167000,500,167000,1743,1887,1.404615,1.520659,1903,2040
336,167500,500,167500,1751,1894,1.411062,1.526300,1915,2046
337,168000,500,168000,1771,1885,1.427179,1.519048,1932,2040
338,168500,500,168500,1766,1892,1.423150,1.524689,1927,2046
339,169000,500,169000,1770,1886,1.426374,1.519853,1931,2038
340,169500,500,169500,1781,1883,1.435238,1.517436,1940,2036
341,170000,500,170000,1813,1890,1.461026,1.523077,1974,2038
342,170500,500,170500,1856,1887,1.495678,1.520659,2017,2042
343,171000,500,171000,1866,1885,1.503736,1.519048,2026,2038
344,171500,500,171500,1875,1884,1.510989,1.518242,2034,2036
345,172000,500,172000,1875,1883,1.510989,1.517436,2038,2036
346,172500,500,172500,1909,1877,1.538388,1.512601,2074,2032
347,173000,500,173000,1968,1885,1.585934,1.519048,2130,2038
348,173500,500,173500,2010,1874,1.619780,1.510183,2175,2032
349,174000,500,174000,2064,1883,1.663297,1.517436,2222,2038
350,174500,500,174500,2087,1875,1.681832,1.510989,2248,2032
351,175000,500,175000,2121,1883,1.709231,1.517436,2283,2038
352,175500,500,175500,2159,1873,1.739854,1.509377,2318,2030
353,176000,500,176000,2176,1876,1.753553,1.511795,2337,2032
354,176500,500,176500,2193,1879,1.767253,1.514212,2359,2036
355,177000,500,177000,2193,1882,1.767253,1.516630,2359,2036
356,177500,500,177500,2192,1873,1.766447,1.509377,2356,2030
357,178000,500,178000,2177,1884,1.754359,1.518242,2341,2036
358,178500,500,178500,2143,1879,1.726960,1.514212,2306,2034
359,179000,500,179000,2112,1889,1.701978,1.522271,2272,2042
360,179500,500,179500,2061,1879,1.660879,1.514212,2221,2032
361,180000,500,180000,2019,1882,1.627033,1.516630,2185,2034
362,180500,500,180500,1983,1881,1.598022,1.515824,2144,2036
363,181000,500,181000,1937,1882,1.560952,1.516630,2099,2036
364,181500,500,181500,1888,1885,1.521465,1.519048,2049,2040
365,182000,500,182000,1823,1886,1.469084,1.519853,1980,2040
366,182500,500,182500,1746,1881,1.407033,1.515824,1909,2036
367,183000,500,183000,1680,1887,1.353846,1.520659,1841,2042
368,183500,500,183500,1625,1888,1.309524,1.521465,1782,2040
369,184000,500,184000,1585,1889,1.277289,1.522271,1743,2044
370,184500,500,184500,1533,1889,1.235385,1.522271,1693,2044
371,185000,500,185000,1488,1884,1.199121,1.518242,1650,2040
372,185500,500,185500,1456,1885,1.173333,1.519048,1617,2038
373,186000,500,186000,1453,1885,1.170916,1.519048,1612,2038
374,186500,500,186500,1473,1885,1.187033,1.519048,1635,2040
375,187000,500,187000,1493,1883,1.203150,1.517436,1656,2036
376,187500,500,187500,1513,1885,1.219267,1.519048,1674,2040
377,188000,500,188000,1531,1879,1.233773,1.514212,1691,2036
378,188500,500,188500,1568,1882,1.263590,1.516630,1725,2036
379,189000,500,189000,1631,1883,1.314359,1.517436,1788,2040
380,189500,500,189500,1686,1873,1.358681,1.509377,1845,2028
381,190000,500,190000,1744,1879,1.405421,1.514212,1903,2034
382,190500,500,190500,1795,1873,1.446520,1.509377,1956,2030
383,191000,500,191000,1862,1882,1.500513,1.516630,2025,2036
384,191500,500,191500,1948,1873,1.569817,1.509377,2111,2030
385,192000,500,192000,2019,1881,1.627033,1.515824,2184,2034
386,192500,500,192500,2089,1883,1.683443,1.517436,2247,2036
387,193000,500,193000,2137,1881,1.722125,1.515824,2300,2034
388,193500,500,193500,2196,1878,1.769670,1.513407,2361,2034
389,194000,500,194000,2257,1884,1.818828,1.518242,2423,2036
390,194500,500,194500,2294,1883,1.848645,1.517436,2455,2036
391,195000,500,195000,2305,1889,1.857509,1.522271,2469,2042
392,195500,500,195500,2294,1883,1.848645,1.517436,2460,2038
393,196000,500,196000,2293,1882,1.847839,1.516630,2459,2038
394,196500,500,196500,2293,1886,1.847839,1.519853,2458,2040
395,197000,500,197000,2271,1888,1.830110,1.521465,2433,2042
396,197500,500,197500,2224,1885,1.792235,1.519048,2388,2042
397,198000,500,198000,2161,1883,1.741465,1.517436,2326,2036
398,198500,500,198500,2105,1889,1.696337,1.522271,2267,2042
399,199000,500,199000,2046,1888,1.648791,1.521465,2207,2042
400,199500,500,199500,1968,1887,1.585934,1.520659,2131,2042
401,200000,500,200000,1882,1889,1.516630,1.522271,2045,2044
402,200500,500,200500,1795,1884,1.446520,1.518242,1959,2038
403,201000,500,201000,1727,1884,1.391722,1.518242,1885,2038
404,201500,500,201500,1654,1886,1.332894,1.519853,1814,2038
405,202000,500,202000,1578,1882,1.271648,1.516630,1731,2036
406,202500,500,202500,1501,1886,1.209597,1.519853,1663,2040
407,203000,500,203000,1456,1877,1.173333,1.512601,1614,2032
408,203500,500,203500,1431,1885,1.153187,1.519048,1593,2038
409,204000,500,204000,1422,1885,1.145934,1.519048,1578,2038
410,204500,500,204500,1395,1878,1.124176,1.513407,1554,2034
411,205000,500,205000,1382,1886,1.113700,1.519853,1540,2040
412,205500,500,205500,1397,1879,1.125788,1.514212,1558,2036
413,206000,500,206000,1447,1878,1.166081,1.513407,1608,2034
414,206500,500,206500,1514,1875,1.220073,1.510989,1675,2032
415,207000,500,207000,1575,1878,1.269231,1.513407,1730,2034
416,207500,500,207500,1633,1876,1.315971,1.511795,1790,2032
417,208000,500,208000,1703,1885,1.372381,1.519048,1865,2038
418,208500,500,208500,1798,1875,1.448938,1.510989,1960,2032
419,209000,500,209000,1894,1874,1.526300,1.510183,2053,2032
420,209500,500,209500,1968,1884,1.585934,1.518242,2131,2038
421,210000,500,210000,2037,1881,1.641538,1.515824,2204,2034
422,210500,500,210500,2123,1881,1.710843,1.515824,2283,2036
423,211000,500,211000,2196,1879,1.769670,1.514212,2360,2034
424,211500,500,211500,2257,1879,1.818828,1.514212,2423,2034
425,212000,500,212000,2291,1887,1.846227,1.520659,2456,2042
426,212500,500,212500,2311,1885,1.862344,1.519048,2477,2040
427,213000,500,213000,2327,1882,1.875238,1.516630,2493,2036
428,213500,500,213500,2343,1885,1.888132,1.519048,2508,2038
429,214000,500,214000,2325,1886,1.873626,1.519853,2493,2040
430,214500,500,214500,2288,1879,1.843810,1.514212,2452,2038
431,215000,500,215000,2225,1886,1.793040,1.519853,2391,2038
432,215500,500,215500,2161,1890,1.741465,1.523077,2326,2044
433,216000,500,216000,2098,1891,1.690696,1.523883,2257,2046
434,216500,500,216500,2016,1882,1.624615,1.516630,2179,2038
435,217000,500,217000,1929,1889,1.554505,1.522271,2091,2044
436,217500,500,217500,1841,1887,1.483590,1.520659,2003,2042
437,218000,500,218000,1754,1891,1.413480,1.523883,1916,2044
438,218500,500,218500,1677,1881,1.351429,1.515824,1834,2038
439,219000,500,219000,1600,1890,1.289377,1.523077,1756,2044
440,219500,500,219500,1533,1887,1.235385,1.520659,1695,2038
441,220000,500,220000,1488,1883,1.199121,1.517436,1649,2036
442,220500,500,220500,1456,1885,1.173333,1.519048,1615,2038
443,221000,500,221000,1424,1879,1.147546,1.514212,1583,2036
444,221500,500,221500,1403,1887,1.130623,1.520659,1561,2042
445,222000,500,222000,1404,1881,1.131429,1.515824,1562,2036
446,222500,500,222500,1437,1878,1.158022,1.513407,1596,2034
447,223000,500,223000,1488,1878,1.199121,1.513407,1650,2034
448,223500,500,223500,1553,1883,1.251502,1.517436,1709,2038
449,224000,500,224000,1611,1883,1.298242,1.517436,1767,2038
450,224500,500,224500,1680,1877,1.353846,1.512601,1838,2034
451,225000,500,225000,1787,1881,1.440073,1.515824,1948,2036
452,225500,500,225500,1913,1881,1.541612,1.515824,2076,2036
453,226000,500,226000,2000,1881,1.611722,1.515824,2167,2034
454,226500,500,226500,2065,1881,1.664103,1.515824,2225,2036
455,227000,500,227000,2113,1880,1.702784,1.515018,2276,2036
456,227500,500,227500,2183,1881,1.759194,1.515824,2348,2036
457,228000,500,228000,2267,1886,1.826887,1.519853,2436,2038
458,228500,500,228500,2323,1880,1.872015,1.515018,2491,2036
459,229000,500,229000,2347,1874,1.891355,1.510183,2511,2034
460,229500,500,229500,2335,1881,1.881685,1.515824,2492,2036
461,230000,500,230000,2325,1881,1.873626,1.515824,2490,2036
462,230500,500,230500,2320,1881,1.869597,1.515824,2487,2036
463,231000,500,231000,2302,1889,1.855092,1.522271,2463,2042
464,231500,500,231500,2240,1887,1.805128,1.520659,2403,2040
465,232000,500,232000,2134,1886,1.719707,1.519853,2300,2040
466,232500,500,232500,2037,1891,1.641538,1.523883,2202,2044
467,233000,500,233000,1957,1886,1.577070,1.519853,2118,2040
468,233500,500,233500,1879,1886,1.514212,1.519853,2041,2038
469,234000,500,234000,1795,1885,1.446520,1.519048,1958,2040
470,234500,500,234500,1683,1886,1.356264,1.519853,1844,2040
471,235000,500,235000,1577,1887,1.270843,1.520659,1733,2042
472,235500,500,235500,1474,1886,1.187839,1.519853,1634,2040
473,236000,500,236000,1422,1887,1.145934,1.520659,1577,2042
474,236500,500,236500,1383,1889,1.114506,1.522271,1542,2042
475,237000,500,237000,1341,1878,1.080659,1.513407,1502,2034
476,237500,500,237500,1305,1886,1.051648,1.519853,1465,2040
477,238000,500,238000,1279,1883,1.030696,1.517436,1436,2038
478,238500,500,238500,1280,1879,1.031502,1.514212,1441,2036
479,239000,500,239000,1334,1879,1.075018,1.514212,1493,2034
480,239500,500,239500,1394,1877,1.123370,1.512601,1556,2032
481,240000,500,240000,1471,1875,1.185421,1.510989,1631,2034
482,240500,500,240500,1535,1883,1.236996,1.517436,1707,2040
483,241000,500,241000,1646,1876,1.326447,1.511795,1802,2032
484,241500,500,241500,1761,1881,1.419121,1.515824,1920,2038
485,242000,500,242000,1875,1882,1.510989,1.516630,2040,2036
486,242500,500,242500,1991,1881,1.604469,1.515824,2155,2034
487,243000,500,243000,2096,1879,1.689084,1.514212,2257,2034
488,243500,500,243500,2199,1883,1.772088,1.517436,2364,2036
489,244000,500,244000,2311,1879,1.862344,1.514212,2476,2034
490,244500,500,244500,2400,1879,1.934066,1.514212,2566,2034
491,245000,500,245000,2473,1881,1.992894,1.515824,2638,2034
492,245500,500,245500,2509,1879,2.021905,1.514212,2680,2036
493,246000,500,246000,2546,1882,2.051722,1.516630,2716,2036
494,246500,500,246500,2559,1888,2.062198,1.521465,2740,2042
495,247000,500,247000,2559,1878,2.062198,1.513407,2737,2034
496,247500,500,247500,2533,1889,2.041245,1.522271,2702,2042
497,248000,500,248000,2473,1885,1.992894,1.519048,2638,2038
498,248500,500,248500,2398,1890,1.932454,1.523077,2561,2044
499,249000,500,249000,2308,1891,1.859927,1.523883,2472,2044
500,249500,500,249500,2199,1892,1.772088,1.524689,2362,2044
501,250000,500,250000,2077,1892,1.673773,1.524689,2240,2046
502,250500,500,250500,1951,1886,1.572234,1.519853,2108,2040
503,251000,500,251000,1820,1886,1.466667,1.519853,1982,2040
504,251500,500,251500,1692,1885,1.363516,1.519048,1852,2038
505,252000,500,252000,1584,1887,1.276484,1.520659,1738,2040
506,252500,500,252500,1450,1886,1.168498,1.519853,1607,2040
507,253000,500,253000,1351,1887,1.088718,1.520659,1511,2042
508,253500,500,253500,1269,1885,1.022637,1.519048,1428,2038
509,254000,500,254000,1191,1885,0.959780,1.519048,1353,2040
510,254500,500,254500,1130,1883,0.910623,1.517436,1290,2038
511,255000,500,255000,1085,1885,0.874359,1.519048,1244,2038
