tx_index,host_t_s,mode,run_id,event,seq,t_us,dt_us,dacV_code,dacI_code,engV,engI,clipV,clipI,flags
1,1773423068.156533,idle,0,idle_after_connect,-1,0,0,2048,2048,0.000000,0.000000,0,0,3
2,1773423068.158529,idle,0,idle_command,-1,0,0,2048,2048,0.000000,0.000000,0,0,3
3,1773423068.158541,idle,0,idle_span,-1,0,1993,2048,2048,0.000000,0.000000,0,0,3
4,1773423080.403622,test_sine,1,sample,0,0,556,2048,2048,1.650000,1.650000,0,0,0
5,1773423080.403731,test_sine,1,sample,1,556,556,2434,2434,1.961868,1.961868,0,0,0
6,1773423080.403760,test_sine,1,sample,2,1112,556,2805,2805,2.260105,2.260105,0,0,0
7,1773423080.403779,test_sine,1,sample,3,1668,556,3142,3142,2.531678,2.531678,0,0,0
8,1773423080.403796,test_sine,1,sample,4,2224,556,3431,3431,2.764717,2.764717,0,0,0
9,1773423080.403812,test_sine,1,sample,5,2780,556,3659,3659,2.949038,2.949038,0,0,0
10,1773423080.403829,test_sine,1,sample,6,3336,556,3818,3818,3.076585,3.076585,0,0,0
11,1773423080.403844,test_sine,1,sample,7,3892,556,3899,3899,3.141783,3.141783,0,0,0
12,1773423080.403860,test_sine,1,sample,8,4448,556,3899,3899,3.141783,3.141783,0,0,0
13,1773423080.403876,test_sine,1,sample,9,5004,556,3818,3818,3.076585,3.076585,0,0,0
14,1773423080.403890,test_sine,1,sample,10,5560,556,3659,3659,2.949038,2.949038,0,0,0
15,1773423080.403906,test_sine,1,sample,11,6116,556,3431,3431,2.764717,2.764717,0,0,0
16,1773423080.403922,test_sine,1,sample,12,6672,556,3142,3142,2.531678,2.531678,0,0,0
17,1773423080.403937,test_sine,1,sample,13,7228,556,2805,2805,2.260105,2.260105,0,0,0
18,1773423080.403952,test_sine,1,sample,14,7784,556,2434,2434,1.961868,1.961868,0,0,0
19,1773423080.403967,test_sine,1,sample,15,8340,556,2048,2048,1.650000,1.650000,0,0,0
20,1773423080.403982,test_sine,1,sample,16,8896,556,1661,1661,1.338132,1.338132,0,0,0
21,1773423080.404266,test_sine,1,sample,17,9452,556,1290,1290,1.039895,1.039895,0,0,0
22,1773423080.404331,test_sine,1,sample,18,10008,556,953,953,0.768322,0.768322,0,0,0
23,1773423080.404359,test_sine,1,sample,19,10564,556,664,664,0.535283,0.535283,0,0,0
24,1773423080.405750,test_sine,1,sample,20,11120,556,436,436,0.350962,0.350962,0,0,0
25,1773423080.405825,test_sine,1,sample,21,11676,556,277,277,0.223415,0.223415,0,0,0
26,1773423080.405854,test_sine,1,sample,22,12232,556,196,196,0.158217,0.158217,0,0,0
27,1773423080.405895,test_sine,1,sample,23,12788,556,196,196,0.158217,0.158217,0,0,0
28,1773423080.405915,test_sine,1,sample,24,13344,556,277,277,0.223415,0.223415,0,0,0
29,1773423080.405931,test_sine,1,sample,25,13900,556,436,436,0.350962,0.350962,0,0,0
30,1773423080.406833,test_sine,1,sample,26,14456,556,664,664,0.535283,0.535283,0,0,0
31,1773423080.406916,test_sine,1,sample,27,15012,556,953,953,0.768322,0.768322,0,0,0
32,1773423080.406946,test_sine,1,sample,28,15568,556,1290,1290,1.039895,1.039895,0,0,0
33,1773423080.406966,test_sine,1,sample,29,16124,556,1661,1661,1.338132,1.338132,0,0,0
34,1773423080.406984,test_sine,1,sample,30,16680,556,2047,2047,1.650000,1.650000,0,0,0
35,1773423080.407001,test_sine,1,sample,31,17236,556,2434,2434,1.961868,1.961868,0,0,0
36,1773423080.411181,test_sine,1,sample,32,17792,556,2805,2805,2.260105,2.260105,0,0,0
37,1773423080.411254,test_sine,1,sample,33,18348,556,3142,3142,2.531678,2.531678,0,0,0
38,1773423080.411303,test_sine,1,sample,34,18904,556,3431,3431,2.764717,2.764717,0,0,0
39,1773423080.411333,test_sine,1,sample,35,19460,556,3659,3659,2.949038,2.949038,0,0,0
40,1773423080.411533,test_sine,1,sample,36,20016,556,3818,3818,3.076585,3.076585,0,0,0
41,1773423080.411612,test_sine,1,sample,37,20572,556,3899,3899,3.141783,3.141783,0,0,0
42,1773423080.411634,test_sine,1,sample,38,21128,556,3899,3899,3.141783,3.141783,0,0,0
43,1773423080.411649,test_sine,1,sample,39,21684,556,3818,3818,3.076585,3.076585,0,0,0
44,1773423080.411663,test_sine,1,sample,40,22240,556,3659,3659,2.949038,2.949038,0,0,0
45,1773423080.411677,test_sine,1,sample,41,22796,556,3431,3431,2.764717,2.764717,0,0,0
46,1773423080.411690,test_sine,1,sample,42,23352,556,3142,3142,2.531678,2.531678,0,0,0
47,1773423080.411712,test_sine,1,sample,43,23908,556,2805,2805,2.260105,2.260105,0,0,0
48,1773423080.411725,test_sine,1,sample,44,24464,556,2434,2434,1.961868,1.961868,0,0,0
49,1773423080.411739,test_sine,1,sample,45,25020,556,2048,2048,1.650000,1.650000,0,0,0
50,1773423080.411752,test_sine,1,sample,46,25576,556,1661,1661,1.338132,1.338132,0,0,0
51,1773423080.411766,test_sine,1,sample,47,26132,556,1290,1290,1.039895,1.039895,0,0,0
52,1773423080.411781,test_sine,1,sample,48,26688,556,953,953,0.768322,0.768322,0,0,0
53,1773423080.411794,test_sine,1,sample,49,27244,556,664,664,0.535283,0.535283,0,0,0
54,1773423080.412033,test_sine,1,sample,50,27800,556,436,436,0.350962,0.350962,0,0,0
55,1773423080.412092,test_sine,1,sample,51,28356,556,277,277,0.223415,0.223415,0,0,0
56,1773423080.414092,test_sine,1,sample,52,28912,556,196,196,0.158217,0.158217,0,0,0
57,1773423080.414151,test_sine,1,sample,53,29468,556,196,196,0.158217,0.158217,0,0,0
58,1773423080.414177,test_sine,1,sample,54,30024,556,277,277,0.223415,0.223415,0,0,0
59,1773423080.414197,test_sine,1,sample,55,30580,556,436,436,0.350962,0.350962,0,0,0
60,1773423080.414213,test_sine,1,sample,56,31136,556,664,664,0.535283,0.535283,0,0,0
61,1773423080.414227,test_sine,1,sample,57,31692,556,953,953,0.768322,0.768322,0,0,0
62,1773423080.414242,test_sine,1,sample,58,32248,556,1290,1290,1.039895,1.039895,0,0,0
63,1773423080.414255,test_sine,1,sample,59,32804,556,1661,1661,1.338132,1.338132,0,0,0
64,1773423080.414269,test_sine,1,sample,60,33360,556,2047,2047,1.650000,1.650000,0,0,0
65,1773423080.414933,test_sine,1,sample,61,33916,556,2434,2434,1.961868,1.961868,0,0,0
66,1773423080.415030,test_sine,1,sample,62,34472,556,2805,2805,2.260105,2.260105,0,0,0
67,1773423080.415070,test_sine,1,sample,63,35028,556,3142,3142,2.531678,2.531678,0,0,0
68,1773423080.421870,test_sine,1,sample,64,35584,556,3431,3431,2.764717,2.764717,0,0,0
69,1773423080.421923,test_sine,1,sample,65,36140,556,3659,3659,2.949038,2.949038,0,0,0
70,1773423080.421956,test_sine,1,sample,66,36696,556,3818,3818,3.076585,3.076585,0,0,0
71,1773423080.421972,test_sine,1,sample,67,37252,556,3899,3899,3.141783,3.141783,0,0,0
72,1773423080.421987,test_sine,1,sample,68,37808,556,3899,3899,3.141783,3.141783,0,0,0
73,1773423080.422001,test_sine,1,sample,69,38364,556,3818,3818,3.076585,3.076585,0,0,0
74,1773423080.422016,test_sine,1,sample,70,38920,556,3659,3659,2.949038,2.949038,0,0,0
75,1773423080.422030,test_sine,1,sample,71,39476,556,3431,3431,2.764717,2.764717,0,0,0
76,1773423080.422044,test_sine,1,sample,72,40032,556,3142,3142,2.531678,2.531678,0,0,0
77,1773423080.422059,test_sine,1,sample,73,40588,556,2805,2805,2.260105,2.260105,0,0,0
78,1773423080.422077,test_sine,1,sample,74,41144,556,2434,2434,1.961868,1.961868,0,0,0
79,1773423080.422092,test_sine,1,sample,75,41700,556,2048,2048,1.650000,1.650000,0,0,0
80,1773423080.422107,test_sine,1,sample,76,42256,556,1661,1661,1.338132,1.338132,0,0,0
81,1773423080.422121,test_sine,1,sample,77,42812,556,1290,1290,1.039895,1.039895,0,0,0
82,1773423080.422135,test_sine,1,sample,78,43368,556,953,953,0.768322,0.768322,0,0,0
83,1773423080.422150,test_sine,1,sample,79,43924,556,664,664,0.535283,0.535283,0,0,0
84,1773423080.422164,test_sine,1,sample,80,44480,556,436,436,0.350962,0.350962,0,0,0
85,1773423080.422340,test_sine,1,sample,81,45036,556,277,277,0.223415,0.223415,0,0,0
86,1773423080.423348,test_sine,1,sample,82,45592,556,196,196,0.158217,0.158217,0,0,0
87,1773423080.423369,test_sine,1,sample,83,46148,556,196,196,0.158217,0.158217,0,0,0
88,1773423080.423384,test_sine,1,sample,84,46704,556,277,277,0.223415,0.223415,0,0,0
89,1773423080.423399,test_sine,1,sample,85,47260,556,436,436,0.350962,0.350962,0,0,0
90,1773423080.423413,test_sine,1,sample,86,47816,556,664,664,0.535283,0.535283,0,0,0
91,1773423080.423428,test_sine,1,sample,87,48372,556,953,953,0.768322,0.768322,0,0,0
92,1773423080.423442,test_sine,1,sample,88,48928,556,1290,1290,1.039895,1.039895,0,0,0
93,1773423080.424709,test_sine,1,sample,89,49484,556,1661,1661,1.338132,1.338132,0,0,0
94,1773423080.424731,test_sine,1,sample,90,50040,556,2047,2047,1.650000,1.650000,0,0,0
95,1773423080.424747,test_sine,1,sample,91,50596,556,2434,2434,1.961868,1.961868,0,0,0
96,1773423080.424764,test_sine,1,sample,92,51152,556,2805,2805,2.260105,2.260105,0,0,0
97,1773423080.424780,test_sine,1,sample,93,51708,556,3142,3142,2.531678,2.531678,0,0,0
98,1773423080.424796,test_sine,1,sample,94,52264,556,3431,3431,2.764717,2.764717,0,0,0
99,1773423080.424813,test_sine,1,sample,95,52820,556,3659,3659,2.949038,2.949038,0,0,0
100,1773423080.430808,test_sine,1,sample,96,53376,556,3818,3818,3.076585,3.076585,0,0,0
101,1773423080.430846,test_sine,1,sample,97,53932,556,3899,3899,3.141783,3.141783,0,0,0
102,1773423080.430878,test_sine,1,sample,98,54488,556,3899,3899,3.141783,3.141783,0,0,0
103,1773423080.430897,test_sine,1,sample,99,55044,556,3818,3818,3.076585,3.076585,0,0,0
104,1773423080.430913,test_sine,1,sample,100,55600,556,3659,3659,2.949038,2.949038,0,0,0
105,1773423080.430945,test_sine,1,sample,101,56156,556,3431,3431,2.764717,2.764717,0,0,0
106,1773423080.430960,test_sine,1,sample,102,56712,556,3142,3142,2.531678,2.531678,0,0,0
107,1773423080.430977,test_sine,1,sample,103,57268,556,2805,2805,2.260105,2.260105,0,0,0
108,1773423080.430993,test_sine,1,sample,104,57824,556,2434,2434,1.961868,1.961868,0,0,0
109,1773423080.431009,test_sine,1,sample,105,58380,556,2048,2048,1.650000,1.650000,0,0,0
110,1773423080.431027,test_sine,1,sample,106,58936,556,1661,1661,1.338132,1.338132,0,0,0
111,1773423080.431043,test_sine,1,sample,107,59492,556,1290,1290,1.039895,1.039895,0,0,0
112,1773423080.431059,test_sine,1,sample,108,60048,556,953,953,0.768322,0.768322,0,0,0
113,1773423080.431085,test_sine,1,sample,109,60604,556,664,664,0.535283,0.535283,0,0,0
114,1773423080.431109,test_sine,1,sample,110,61160,556,436,436,0.350962,0.350962,0,0,0
115,1773423080.431125,test_sine,1,sample,111,61716,556,277,277,0.223415,0.223415,0,0,0
116,1773423080.431145,test_sine,1,sample,112,62272,556,196,196,0.158217,0.158217,0,0,0
117,1773423080.431255,test_sine,1,sample,113,62828,556,196,196,0.158217,0.158217,0,0,0
118,1773423080.433081,test_sine,1,sample,114,63384,556,277,277,0.223415,0.223415,0,0,0
119,1773423080.433108,test_sine,1,sample,115,63940,556,436,436,0.350962,0.350962,0,0,0
120,1773423080.433126,test_sine,1,sample,116,64496,556,664,664,0.535283,0.535283,0,0,0
121,1773423080.433144,test_sine,1,sample,117,65052,556,953,953,0.768322,0.768322,0,0,0
122,1773423080.433165,test_sine,1,sample,118,65608,556,1290,1290,1.039895,1.039895,0,0,0
123,1773423080.433184,test_sine,1,sample,119,66164,556,1661,1661,1.338132,1.338132,0,0,0
124,1773423080.433203,test_sine,1,sample,120,66720,556,2047,2047,1.650000,1.650000,0,0,0
125,1773423080.433228,test_sine,1,sample,121,67276,556,2434,2434,1.961868,1.961868,0,0,0
126,1773423080.433245,test_sine,1,sample,122,67832,556,2805,2805,2.260105,2.260105,0,0,0
127,1773423080.434053,test_sine,1,sample,123,68388,556,3142,3142,2.531678,2.531678,0,0,0
128,1773423080.434076,test_sine,1,sample,124,68944,556,3431,3431,2.764717,2.764717,0,0,0
129,1773423080.434095,test_sine,1,sample,125,69500,556,3659,3659,2.949038,2.949038,0,0,0
130,1773423080.434115,test_sine,1,sample,126,70056,556,3818,3818,3.076585,3.076585,0,0,0
131,1773423080.434135,test_sine,1,sample,127,70612,556,3899,3899,3.141783,3.141783,0,0,0
132,1773423080.439773,test_sine,1,sample,128,71168,556,3899,3899,3.141783,3.141783,0,0,0
133,1773423080.439804,test_sine,1,sample,129,71724,556,3818,3818,3.076585,3.076585,0,0,0
134,1773423080.439836,test_sine,1,sample,130,72280,556,3659,3659,2.949038,2.949038,0,0,0
135,1773423080.439856,test_sine,1,sample,131,72836,556,3431,3431,2.764717,2.764717,0,0,0
136,1773423080.439875,test_sine,1,sample,132,73392,556,3142,3142,2.531678,2.531678,0,0,0
137,1773423080.439895,test_sine,1,sample,133,73948,556,2805,2805,2.260105,2.260105,0,0,0
138,1773423080.439914,test_sine,1,sample,134,74504,556,2434,2434,1.961868,1.961868,0,0,0
139,1773423080.439935,test_sine,1,sample,135,75060,556,2048,2048,1.650000,1.650000,0,0,0
140,1773423080.439955,test_sine,1,sample,136,75616,556,1661,1661,1.338132,1.338132,0,0,0
141,1773423080.439974,test_sine,1,sample,137,76172,556,1290,1290,1.039895,1.039895,0,0,0
142,1773423080.439994,test_sine,1,sample,138,76728,556,953,953,0.768322,0.768322,0,0,0
143,1773423080.440013,test_sine,1,sample,139,77284,556,664,664,0.535283,0.535283,0,0,0
144,1773423080.440039,test_sine,1,sample,140,77840,556,436,436,0.350962,0.350962,0,0,0
145,1773423080.440059,test_sine,1,sample,141,78396,556,277,277,0.223415,0.223415,0,0,0
146,1773423080.440079,test_sine,1,sample,142,78952,556,196,196,0.158217,0.158217,0,0,0
147,1773423080.440099,test_sine,1,sample,143,79508,556,196,196,0.158217,0.158217,0,0,0
148,1773423080.440119,test_sine,1,sample,144,80064,556,277,277,0.223415,0.223415,0,0,0
149,1773423080.440260,test_sine,1,sample,145,80620,556,436,436,0.350962,0.350962,0,0,0
150,1773423080.442071,test_sine,1,sample,146,81176,556,664,664,0.535283,0.535283,0,0,0
151,1773423080.442089,test_sine,1,sample,147,81732,556,953,953,0.768322,0.768322,0,0,0
152,1773423080.442105,test_sine,1,sample,148,82288,556,1290,1290,1.039895,1.039895,0,0,0
153,1773423080.442121,test_sine,1,sample,149,82844,556,1661,1661,1.338132,1.338132,0,0,0
154,1773423080.442137,test_sine,1,sample,150,83400,556,2047,2047,1.650000,1.650000,0,0,0
155,1773423080.442153,test_sine,1,sample,151,83956,556,2434,2434,1.961868,1.961868,0,0,0
156,1773423080.442168,test_sine,1,sample,152,84512,556,2805,2805,2.260105,2.260105,0,0,0
157,1773423080.442184,test_sine,1,sample,153,85068,556,3142,3142,2.531678,2.531678,0,0,0
158,1773423080.442200,test_sine,1,sample,154,85624,556,3431,3431,2.764717,2.764717,0,0,0
159,1773423080.443027,test_sine,1,sample,155,86180,556,3659,3659,2.949038,2.949038,0,0,0
160,1773423080.443045,test_sine,1,sample,156,86736,556,3818,3818,3.076585,3.076585,0,0,0
161,1773423080.443062,test_sine,1,sample,157,87292,556,3899,3899,3.141783,3.141783,0,0,0
162,1773423080.443078,test_sine,1,sample,158,87848,556,3899,3899,3.141783,3.141783,0,0,0
163,1773423080.443094,test_sine,1,sample,159,88404,556,3818,3818,3.076585,3.076585,0,0,0
164,1773423080.448677,test_sine,1,sample,160,88960,556,3659,3659,2.949038,2.949038,0,0,0
165,1773423080.448709,test_sine,1,sample,161,89516,556,3431,3431,2.764717,2.764717,0,0,0
166,1773423080.448752,test_sine,1,sample,162,90072,556,3142,3142,2.531678,2.531678,0,0,0
167,1773423080.448784,test_sine,1,sample,163,90628,556,2805,2805,2.260105,2.260105,0,0,0
168,1773423080.448811,test_sine,1,sample,164,91184,556,2434,2434,1.961868,1.961868,0,0,0
169,1773423080.448833,test_sine,1,sample,165,91740,556,2048,2048,1.650000,1.650000,0,0,0
170,1773423080.448853,test_sine,1,sample,166,92296,556,1661,1661,1.338132,1.338132,0,0,0
171,1773423080.448873,test_sine,1,sample,167,92852,556,1290,1290,1.039895,1.039895,0,0,0
172,1773423080.448899,test_sine,1,sample,168,93408,556,953,953,0.768322,0.768322,0,0,0
173,1773423080.448929,test_sine,1,sample,169,93964,556,664,664,0.535283,0.535283,0,0,0
174,1773423080.448958,test_sine,1,sample,170,94520,556,436,436,0.350962,0.350962,0,0,0
175,1773423080.448990,test_sine,1,sample,171,95076,556,277,277,0.223415,0.223415,0,0,0
176,1773423080.449016,test_sine,1,sample,172,95632,556,196,196,0.158217,0.158217,0,0,0
177,1773423080.449037,test_sine,1,sample,173,96188,556,196,196,0.158217,0.158217,0,0,0
178,1773423080.449058,test_sine,1,sample,174,96744,556,277,277,0.223415,0.223415,0,0,0
179,1773423080.449078,test_sine,1,sample,175,97300,556,436,436,0.350962,0.350962,0,0,0
180,1773423080.449099,test_sine,1,sample,176,97856,556,664,664,0.535283,0.535283,0,0,0
181,1773423080.449118,test_sine,1,sample,177,98412,556,953,953,0.768322,0.768322,0,0,0
182,1773423080.450121,test_sine,1,sample,178,98968,556,1290,1290,1.039895,1.039895,0,0,0
183,1773423080.450151,test_sine,1,sample,179,99524,556,1661,1661,1.338132,1.338132,0,0,0
184,1773423080.450170,test_sine,1,sample,180,100080,556,2047,2047,1.650000,1.650000,0,0,0
185,1773423080.450190,test_sine,1,sample,181,100636,556,2434,2434,1.961868,1.961868,0,0,0
186,1773423080.450209,test_sine,1,sample,182,101192,556,2805,2805,2.260105,2.260105,0,0,0
187,1773423080.450229,test_sine,1,sample,183,101748,556,3142,3142,2.531678,2.531678,0,0,0
188,1773423080.451272,test_sine,1,sample,184,102304,556,3431,3431,2.764717,2.764717,0,0,0
189,1773423080.451292,test_sine,1,sample,185,102860,556,3659,3659,2.949038,2.949038,0,0,0
190,1773423080.451311,test_sine,1,sample,186,103416,556,3818,3818,3.076585,3.076585,0,0,0
191,1773423080.451331,test_sine,1,sample,187,103972,556,3899,3899,3.141783,3.141783,0,0,0
192,1773423080.451350,test_sine,1,sample,188,104528,556,3899,3899,3.141783,3.141783,0,0,0
193,1773423080.451370,test_sine,1,sample,189,105084,556,3818,3818,3.076585,3.076585,0,0,0
194,1773423080.451395,test_sine,1,sample,190,105640,556,3659,3659,2.949038,2.949038,0,0,0
195,1773423080.451884,test_sine,1,sample,191,106196,556,3431,3431,2.764717,2.764717,0,0,0
196,1773423080.457762,test_sine,1,sample,192,106752,556,3142,3142,2.531678,2.531678,0,0,0
197,1773423080.457799,test_sine,1,sample,193,107308,556,2805,2805,2.260105,2.260105,0,0,0
198,1773423080.457838,test_sine,1,sample,194,107864,556,2434,2434,1.961868,1.961868,0,0,0
199,1773423080.457861,test_sine,1,sample,195,108420,556,2048,2048,1.650000,1.650000,0,0,0
200,1773423080.457883,test_sine,1,sample,196,108976,556,1661,1661,1.338132,1.338132,0,0,0
201,1773423080.457906,test_sine,1,sample,197,109532,556,1290,1290,1.039895,1.039895,0,0,0
202,1773423080.457931,test_sine,1,sample,198,110088,556,953,953,0.768322,0.768322,0,0,0
203,1773423080.457959,test_sine,1,sample,199,110644,556,664,664,0.535283,0.535283,0,0,0
204,1773423080.457981,test_sine,1,sample,200,111200,556,436,436,0.350962,0.350962,0,0,0
205,1773423080.458004,test_sine,1,sample,201,111756,556,277,277,0.223415,0.223415,0,0,0
206,1773423080.458028,test_sine,1,sample,202,112312,556,196,196,0.158217,0.158217,0,0,0
207,1773423080.458051,test_sine,1,sample,203,112868,556,196,196,0.158217,0.158217,0,0,0
208,1773423080.458074,test_sine,1,sample,204,113424,556,277,277,0.223415,0.223415,0,0,0
209,1773423080.458097,test_sine,1,sample,205,113980,556,436,436,0.350962,0.350962,0,0,0
210,1773423080.458120,test_sine,1,sample,206,114536,556,664,664,0.535283,0.535283,0,0,0
211,1773423080.458143,test_sine,1,sample,207,115092,556,953,953,0.768322,0.768322,0,0,0
212,1773423080.458167,test_sine,1,sample,208,115648,556,1290,1290,1.039895,1.039895,0,0,0
213,1773423080.458189,test_sine,1,sample,209,116204,556,1661,1661,1.338132,1.338132,0,0,0
214,1773423080.459174,test_sine,1,sample,210,116760,556,2047,2047,1.650000,1.650000,0,0,0
215,1773423080.459202,test_sine,1,sample,211,117316,556,2434,2434,1.961868,1.961868,0,0,0
216,1773423080.459224,test_sine,1,sample,212,117872,556,2805,2805,2.260105,2.260105,0,0,0
217,1773423080.459247,test_sine,1,sample,213,118428,556,3142,3142,2.531678,2.531678,0,0,0
218,1773423080.459271,test_sine,1,sample,214,118984,556,3431,3431,2.764717,2.764717,0,0,0
219,1773423080.459293,test_sine,1,sample,215,119540,556,3659,3659,2.949038,2.949038,0,0,0
220,1773423080.461079,test_sine,1,sample,216,120096,556,3818,3818,3.076585,3.076585,0,0,0
221,1773423080.461117,test_sine,1,sample,217,120652,556,3899,3899,3.141783,3.141783,0,0,0
222,1773423080.461153,test_sine,1,sample,218,121208,556,3899,3899,3.141783,3.141783,0,0,0
223,1773423080.461175,test_sine,1,sample,219,121764,556,3818,3818,3.076585,3.076585,0,0,0
224,1773423080.461199,test_sine,1,sample,220,122320,556,3659,3659,2.949038,2.949038,0,0,0
225,1773423080.461221,test_sine,1,sample,221,122876,556,3431,3431,2.764717,2.764717,0,0,0
226,1773423080.461244,test_sine,1,sample,222,123432,556,3142,3142,2.531678,2.531678,0,0,0
227,1773423080.461267,test_sine,1,sample,223,123988,556,2805,2805,2.260105,2.260105,0,0,0
228,1773423080.467835,test_sine,1,sample,224,124544,556,2434,2434,1.961868,1.961868,0,0,0
229,1773423080.467873,test_sine,1,sample,225,125100,556,2048,2048,1.650000,1.650000,0,0,0
230,1773423080.467914,test_sine,1,sample,226,125656,556,1661,1661,1.338132,1.338132,0,0,0
231,1773423080.467937,test_sine,1,sample,227,126212,556,1290,1290,1.039895,1.039895,0,0,0
232,1773423080.467960,test_sine,1,sample,228,126768,556,953,953,0.768322,0.768322,0,0,0
233,1773423080.467983,test_sine,1,sample,229,127324,556,664,664,0.535283,0.535283,0,0,0
234,1773423080.468007,test_sine,1,sample,230,127880,556,436,436,0.350962,0.350962,0,0,0
235,1773423080.468030,test_sine,1,sample,231,128436,556,277,277,0.223415,0.223415,0,0,0
236,1773423080.468055,test_sine,1,sample,232,128992,556,196,196,0.158217,0.158217,0,0,0
237,1773423080.468080,test_sine,1,sample,233,129548,556,196,196,0.158217,0.158217,0,0,0
238,1773423080.468104,test_sine,1,sample,234,130104,556,277,277,0.223415,0.223415,0,0,0
239,1773423080.468127,test_sine,1,sample,235,130660,556,436,436,0.350962,0.350962,0,0,0
240,1773423080.468149,test_sine,1,sample,236,131216,556,664,664,0.535283,0.535283,0,0,0
241,1773423080.468172,test_sine,1,sample,237,131772,556,953,953,0.768322,0.768322,0,0,0
242,1773423080.468206,test_sine,1,sample,238,132328,556,1290,1290,1.039895,1.039895,0,0,0
243,1773423080.468230,test_sine,1,sample,239,132884,556,1661,1661,1.338132,1.338132,0,0,0
244,1773423080.468253,test_sine,1,sample,240,133440,556,2047,2047,1.650000,1.650000,0,0,0
245,1773423080.468277,test_sine,1,sample,241,133996,556,2434,2434,1.961868,1.961868,0,0,0
246,1773423080.469324,test_sine,1,sample,242,134552,556,2805,2805,2.260105,2.260105,0,0,0
247,1773423080.469347,test_sine,1,sample,243,135108,556,3142,3142,2.531678,2.531678,0,0,0
248,1773423080.469373,test_sine,1,sample,244,135664,556,3431,3431,2.764717,2.764717,0,0,0
249,1773423080.469401,test_sine,1,sample,245,136220,556,3659,3659,2.949038,2.949038,0,0,0
250,1773423080.469424,test_sine,1,sample,246,136776,556,3818,3818,3.076585,3.076585,0,0,0
251,1773423080.469448,test_sine,1,sample,247,137332,556,3899,3899,3.141783,3.141783,0,0,0
252,1773423080.470550,test_sine,1,sample,248,137888,556,3899,3899,3.141783,3.141783,0,0,0
253,1773423080.470577,test_sine,1,sample,249,138444,556,3818,3818,3.076585,3.076585,0,0,0
254,1773423080.470600,test_sine,1,sample,250,139000,556,3659,3659,2.949038,2.949038,0,0,0
255,1773423080.470623,test_sine,1,sample,251,139556,556,3431,3431,2.764717,2.764717,0,0,0
256,1773423080.470646,test_sine,1,sample,252,140112,556,3142,3142,2.531678,2.531678,0,0,0
257,1773423080.470670,test_sine,1,sample,253,140668,556,2805,2805,2.260105,2.260105,0,0,0
258,1773423080.470696,test_sine,1,sample,254,141224,556,2434,2434,1.961868,1.961868,0,0,0
259,1773423080.470721,test_sine,1,sample,255,141780,556,2048,2048,1.650000,1.650000,0,0,0
260,1773423080.477097,test_sine,1,sample,256,142336,556,1661,1661,1.338132,1.338132,0,0,0
261,1773423080.477202,test_sine,1,sample,257,142892,556,1290,1290,1.039895,1.039895,0,0,0
262,1773423080.477253,test_sine,1,sample,258,143448,556,953,953,0.768322,0.768322,0,0,0
263,1773423080.477279,test_sine,1,sample,259,144004,556,664,664,0.535283,0.535283,0,0,0
264,1773423080.477304,test_sine,1,sample,260,144560,556,436,436,0.350962,0.350962,0,0,0
265,1773423080.477328,test_sine,1,sample,261,145116,556,277,277,0.223415,0.223415,0,0,0
266,1773423080.477357,test_sine,1,sample,262,145672,556,196,196,0.158217,0.158217,0,0,0
267,1773423080.477384,test_sine,1,sample,263,146228,556,196,196,0.158217,0.158217,0,0,0
268,1773423080.477408,test_sine,1,sample,264,146784,556,277,277,0.223415,0.223415,0,0,0
269,1773423080.477432,test_sine,1,sample,265,147340,556,436,436,0.350962,0.350962,0,0,0
270,1773423080.477484,test_sine,1,sample,266,147896,556,664,664,0.535283,0.535283,0,0,0
271,1773423080.477509,test_sine,1,sample,267,148452,556,953,953,0.768322,0.768322,0,0,0
272,1773423080.477532,test_sine,1,sample,268,149008,556,1290,1290,1.039895,1.039895,0,0,0
273,1773423080.477556,test_sine,1,sample,269,149564,556,1661,1661,1.338132,1.338132,0,0,0
274,1773423080.477579,test_sine,1,sample,270,150120,556,2047,2047,1.650000,1.650000,0,0,0
275,1773423080.477799,test_sine,1,sample,271,150676,556,2434,2434,1.961868,1.961868,0,0,0
276,1773423080.477915,test_sine,1,sample,272,151232,556,2805,2805,2.260105,2.260105,0,0,0
277,1773423080.477957,test_sine,1,sample,273,151788,556,3142,3142,2.531678,2.531678,0,0,0
278,1773423080.477986,test_sine,1,sample,274,152344,556,3431,3431,2.764717,2.764717,0,0,0
279,1773423080.478891,test_sine,1,sample,275,152900,556,3659,3659,2.949038,2.949038,0,0,0
280,1773423080.479008,test_sine,1,sample,276,153456,556,3818,3818,3.076585,3.076585,0,0,0
281,1773423080.479080,test_sine,1,sample,277,154012,556,3899,3899,3.141783,3.141783,0,0,0
282,1773423080.479109,test_sine,1,sample,278,154568,556,3899,3899,3.141783,3.141783,0,0,0
283,1773423080.479133,test_sine,1,sample,279,155124,556,3818,3818,3.076585,3.076585,0,0,0
284,1773423080.479157,test_sine,1,sample,280,155680,556,3659,3659,2.949038,2.949038,0,0,0
285,1773423080.479181,test_sine,1,sample,281,156236,556,3431,3431,2.764717,2.764717,0,0,0
286,1773423080.480245,test_sine,1,sample,282,156792,556,3142,3142,2.531678,2.531678,0,0,0
287,1773423080.480374,test_sine,1,sample,283,157348,556,2805,2805,2.260105,2.260105,0,0,0
288,1773423080.480412,test_sine,1,sample,284,157904,556,2434,2434,1.961868,1.961868,0,0,0
