Grandeza,MAE,RMSE,MaxAbs,Erro_relativo_pico_percent,NRMSE_percent,Pickup_21Z1_ohm,Pickup_21Z2_ohm,Trip_21Z1_s,Trip_21Z2_s,Bloqueio_67_s
Impedância FDT,6.44304907203317,24.0586817387731,203.238352171954,9.87103861568287,11.6524412884334,46.912464,62.549952,0.516,NaN,NaN
