Grandeza,MAE,RMSE,MaxAbs,Erro_relativo_pico_percent,NRMSE_percent,Pickup_21Z1_ohm,Pickup_21Z2_ohm,Trip_21Z1_s,Trip_21Z2_s,Bloqueio_67_s
Impedância FDT,6.65391099130967,27.3983497411507,224.168948971156,11.8610184097956,12.1207522774168,41.699968,62.549952,0.533,NaN,NaN
