1,1199,692458329,-1448781014,12285511,-1023598753,
2,2199,1127814827,-1385752987,299214964,-946515524,
3,3199,1413365125,-1128094969,483145914,-675699231,
4,4199,1509004408,-711994064,538245781,-249185079,
5,5199,1401300597,-195890600,456775847,273124178,
6,6199,1105380190,347730319,250178464,817871747,
7,7199,662804379,842518706,-52530444,1308549471,
8,8199,135731699,1218983077,-408836284,1676243154,
9,9199,-401812143,1424250049,-768697005,1869311213,
10,10199,-874330629,1429490449,-1081571207,1860637972,
11,11199,-1215460087,1233968458,-1303516595,1651441450,
12,12199,-1377289724,865144366,-1403361680,1271102685,
13,13199,-1337091058,374818495,-1367083494,773039160,
14,14199,-1100510085,-168144308,-1199777150,227202386,
15,15199,-700773696,-687486576,-924940426,-289746504,
16,16199,-194023727,-1110268193,-581173223,-705203509,
17,17199,348568286,-1377110861,-216756656,-960818963,
18,18199,850796897,-1450537114,117128031,-1020692349,
19,19199,1242125620,-1320234538,373587743,-876414805,
20,20199,1467593492,-1004503869,516603475,-548249583,
21,21199,1495534092,-547688422,526089086,-82286538,
22,22199,1322023526,-13946548,400712360,456031281,
23,23199,971430571,521759241,158082085,991098673,
24,24199,492995087,984190656,-167725068,1447767046,
25,25199,-46088112,1308400670,-530950410,1761898587,
26,26199,-570106339,1448854746,-880580055,1889374545,
27,27199,-1005462837,1385826719,-1167509508,1812291316,
28,28199,-1291013134,1128168700,-1351440458,1541475023,
29,29199,-1386652418,712067796,-1406540325,1114960871,
30,30199,-1278948606,195964332,-1325070391,592651614,
31,31199,-983028200,-347656588,-1118473008,47904044,
32,32199,-540452388,-842444975,-815764100,-442773679,
33,33199,-13379708,-1218909346,-459458260,-810467362,
34,34199,524164133,-1424176318,-99597539,-1003535421,
35,35199,996682619,-1429416718,213276663,-994862180,
36,36199,1337812077,-1233894727,435222051,-785665658,
37,37199,1499641715,-865070634,535067136,-405326893,
38,38199,1459443049,-374744763,498788950,92736632,
39,39199,1222862076,168218039,331482606,638573406,
40,40199,823125686,687560308,56645882,1155522296,
41,41199,316375717,1110341925,-287121321,1570979301,
42,42199,-226216296,1377184592,-651537888,1826594755,
43,43199,-728444906,1450610845,-985422575,1886468141,
44,44199,-1119773629,1320308269,-1241882287,1742190597,
45,45199,-1345241502,1004577600,-1384898019,1414025375,
46,46199,-1373182101,547762153,-1394383630,948062330,
47,47199,-1199671536,14020279,-1269006904,409744511,
48,48199,-849078580,-521685509,-1026376629,-125322882,
49,49199,-370643097,-984116924,-700569476,-581991254,
50,50199,168440102,-1308326938,-337344135,-896122795,
51,51199,692458329,-1448781014,12285511,-1023598753,
52,52199,1127814827,-1385752987,299214964,-946515524,
53,53199,1413365125,-1128094969,483145914,-675699231,
54,54199,1509004408,-711994064,538245781,-249185079,
55,55199,1401300597,-195890600,456775847,273124178,
56,56199,1105380190,347730319,250178464,817871747,
57,57199,662804379,842518706,-52530444,1308549471,
58,58199,135731699,1218983077,-408836284,1676243154,
59,59199,-401812143,1424250049,-768697005,1869311213,
60,60199,-874330629,1429490449,-1081571207,1860637972,
61,61199,-1215460087,1233968458,-1303516595,1651441450,
62,62199,-1377289724,865144366,-1403361680,1271102685,
63,63199,-1337091058,374818495,-1367083494,773039160,
64,64199,-1100510085,-168144308,-1199777150,227202386,
65,65199,-700773696,-687486576,-924940426,-289746504,
66,66199,-194023727,-1110268193,-581173223,-705203509,
67,67199,348568286,-1377110861,-216756656,-960818963,
68,68199,850796897,-1450537114,117128031,-1020692349,
69,69199,1242125620,-1320234538,373587743,-876414805,
70,70199,1467593492,-1004503869,516603475,-548249583,
71,71199,1495534092,-547688422,526089086,-82286538,
72,72199,1322023526,-13946548,400712360,456031281,
73,73199,971430571,521759241,158082085,991098673,
74,74199,492995087,984190656,-167725068,1447767046,
75,75199,-46088112,1308400670,-530950410,1761898587,
76,76199,-570106339,1448854746,-880580055,1889374545,
77,77199,-1005462837,1385826719,-1167509508,1812291316,
78,78199,-1291013134,1128168700,-1351440458,1541475023,
79,79199,-1386652418,712067796,-1406540325,1114960871,
80,80199,-1278948606,195964332,-1325070391,592651614,
81,81199,-983028200,-347656588,-1118473008,47904044,
82,82199,-540452388,-842444975,-815764100,-442773679,
83,83199,-13379708,-1218909346,-459458260,-810467362,
84,84199,524164133,-1424176318,-99597539,-1003535421,
85,85199,996682619,-1429416718,213276663,-994862180,
86,86199,1337812077,-1233894727,435222051,-785665658,
87,87199,1499641715,-865070634,535067136,-405326893,
88,88199,1459443049,-374744763,498788950,92736632,
89,89199,1222862076,168218039,331482606,638573406,
90,90199,823125686,687560308,56645882,1155522296,
91,91199,316375717,1110341925,-287121321,1570979301,
92,92199,-226216296,1377184592,-651537888,1826594755,
93,93199,-728444906,1450610845,-985422575,1886468141,
94,94199,-1119773629,1320308269,-1241882287,1742190597,
95,95199,-1345241502,1004577600,-1384898019,1414025375,
96,96199,-1373182101,547762153,-1394383630,948062330,
97,97199,-1199671536,14020279,-1269006904,409744511,
98,98199,-849078580,-521685509,-1026376629,-125322882,
99,99199,-370643097,-984116924,-700569476,-581991254,
100,100199,168440102,-1308326938,-337344135,-896122795,
101,101199,692458329,-1448781014,12285511,-1023598753,
102,102199,1127814827,-1385752987,299214964,-946515524,
103,103199,1413365125,-1128094969,483145914,-675699231,
104,104199,1509004408,-711994064,538245781,-249185079,
105,105199,1401300597,-195890600,456775847,273124178,
106,106199,1105380190,347730319,250178464,817871747,
107,107199,662804379,842518706,-52530444,1308549471,
108,108199,135731699,1218983077,-408836284,1676243154,
109,109199,-401812143,1424250049,-768697005,1869311213,
110,110199,-874330629,1429490449,-1081571207,1860637972,
111,111199,-1215460087,1233968458,-1303516595,1651441450,
112,112199,-1377289724,865144366,-1403361680,1271102685,
113,113199,-1337091058,374818495,-1367083494,773039160,
114,114199,-1100510085,-168144308,-1199777150,227202386,
115,115199,-700773696,-687486576,-924940426,-289746504,
116,116199,-194023727,-1110268193,-581173223,-705203509,
117,117199,348568286,-1377110861,-216756656,-960818963,
118,118199,850796897,-1450537114,117128031,-1020692349,
119,119199,1242125620,-1320234538,373587743,-876414805,
120,120199,1467593492,-1004503869,516603475,-548249583,
121,121199,1495534092,-547688422,526089086,-82286538,
122,122199,1322023526,-13946548,400712360,456031281,
123,123199,971430571,521759241,158082085,991098673,
124,124199,492995087,984190656,-167725068,1447767046,
125,125199,-46088112,1308400670,-530950410,1761898587,
126,126199,-570106339,1448854746,-880580055,1889374545,
127,127199,-1005462837,1385826719,-1167509508,1812291316,
128,128199,-1291013134,1128168700,-1351440458,1541475023,
129,129199,-1386652418,712067796,-1406540325,1114960871,
130,130199,-1278948606,195964332,-1325070391,592651614,
131,131199,-983028200,-347656588,-1118473008,47904044,
132,132199,-540452388,-842444975,-815764100,-442773679,
133,133199,-13379708,-1218909346,-459458260,-810467362,
134,134199,524164133,-1424176318,-99597539,-1003535421,
135,135199,996682619,-1429416718,213276663,-994862180,
136,136199,1337812077,-1233894727,435222051,-785665658,
137,137199,1499641715,-865070634,535067136,-405326893,
138,138199,1459443049,-374744763,498788950,92736632,
139,139199,1222862076,168218039,331482606,638573406,
140,140199,823125686,687560308,56645882,1155522296,
141,141199,316375717,1110341925,-287121321,1570979301,
142,142199,-226216296,1377184592,-651537888,1826594755,
143,143199,-728444906,1450610845,-985422575,1886468141,
144,144199,-1119773629,1320308269,-1241882287,1742190597,
145,145199,-1345241502,1004577600,-1384898019,1414025375,
146,146199,-1373182101,547762153,-1394383630,948062330,
147,147199,-1199671536,14020279,-1269006904,409744511,
148,148199,-849078580,-521685509,-1026376629,-125322882,
149,149199,-370643097,-984116924,-700569476,-581991254,
150,150199,168440102,-1308326938,-337344135,-896122795,
151,151199,692458329,-1448781014,12285511,-1023598753,
152,152199,1127814827,-1385752987,299214964,-946515524,
153,153199,1413365125,-1128094969,483145914,-675699231,
154,154199,1509004408,-711994064,538245781,-249185079,
155,155199,1401300597,-195890600,456775847,273124178,
156,156199,1105380190,347730319,250178464,817871747,
157,157199,662804379,842518706,-52530444,1308549471,
158,158199,135731699,1218983077,-408836284,1676243154,
159,159199,-401812143,1424250049,-768697005,1869311213,
160,160199,-874330629,1429490449,-1081571207,1860637972,
161,161199,-1215460087,1233968458,-1303516595,1651441450,
162,162199,-1377289724,865144366,-1403361680,1271102685,
163,163199,-1337091058,374818495,-1367083494,773039160,
164,164199,-1100510085,-168144308,-1199777150,227202386,
165,165199,-700773696,-687486576,-924940426,-289746504,
166,166199,-194023727,-1110268193,-581173223,-705203509,
167,167199,348568286,-1377110861,-216756656,-960818963,
168,168199,850796897,-1450537114,117128031,-1020692349,
169,169199,1242125620,-1320234538,373587743,-876414805,
170,170199,1467593492,-1004503869,516603475,-548249583,
171,171199,1495534092,-547688422,526089086,-82286538,
172,172199,1322023526,-13946548,400712360,456031281,
173,173199,971430571,521759241,158082085,991098673,
174,174199,492995087,984190656,-167725068,1447767046,
175,175199,-46088112,1308400670,-530950410,1761898587,
176,176199,-570106339,1448854746,-880580055,1889374545,
177,177199,-1005462837,1385826719,-1167509508,1812291316,
178,178199,-1291013134,1128168700,-1351440458,1541475023,
