Grandeza,MAE,RMSE,Erro_relativo_pico_percent,NRMSE_percent
Tensao FDT,7743.42224629408,30717.9583035151,11.0857033417642,11.0857033417642
Corrente FDT,55.0063449226848,179.935568248058,6.00786790677532,6.00786790677532
