sample_number,timestamp_ticks,dt_us,flags,dac0_code,dac1_code,dac2_code,dac3_code,dac0_src_channel,dac0_src_name,dac0_unit,dac0_real_value,dac0_fullscale,dac1_src_channel,dac1_src_name,dac1_unit,dac1_real_value,dac1_fullscale,dac2_src_channel,dac2_src_name,dac2_unit,dac2_real_value,dac2_fullscale,dac3_src_channel,dac3_src_name,dac3_unit,dac3_real_value,dac3_fullscale
1,0,0,2,1213,2251,2048,2048,1,VCY,kV,-76.851561,188.571808,2,ICW,A,158.770768,1604.500742,,,,,,,,,,
2,500,500,0,1568,2122,2048,2048,1,VCY,kV,-44.181251,188.571808,2,ICW,A,58.012396,1604.500742,,,,,,,,,,
3,1000,500,0,1938,1990,2048,2048,1,VCY,kV,-10.136956,188.571808,2,ICW,A,-45.799260000000004,1604.500742,,,,,,,,,,
4,1500,500,0,2323,1857,2048,2048,1,VCY,kV,25.311857,188.571808,2,ICW,A,-149.610916,1604.500742,,,,,,,,,,
5,2000,500,0,2709,1734,2048,2048,1,VCY,kV,60.821736,188.571808,2,ICW,A,-245.789362,1604.500742,,,,,,,,,,
6,2500,500,0,3064,1625,2048,2048,1,VCY,kV,93.583645,188.571808,2,ICW,A,-331.281314,1604.500742,,,,,,,,,,
7,3000,500,0,3378,1537,2048,2048,1,VCY,kV,122.498396,188.571808,2,ICW,A,-399.980204,1604.500742,,,,,,,,,,
8,3500,500,0,3640,1465,2048,2048,1,VCY,kV,146.61946600000002,188.571808,2,ICW,A,-456.465958,1604.500742,,,,,,,,,,
9,4000,500,0,3846,1403,2048,2048,1,VCY,kV,165.58045900000002,188.571808,2,ICW,A,-505.318502,1604.500742,,,,,,,,,,
10,4500,500,0,3993,1362,2048,2048,1,VCY,kV,179.045512,188.571808,2,ICW,A,-537.377984,1604.500742,,,,,,,,,,
11,5000,500,0,4081,1354,2048,2048,1,VCY,kV,187.197823,188.571808,2,ICW,A,-543.484552,1604.500742,,,,,,,,,,
12,5500,500,0,4089,1364,2048,2048,1,VCY,kV,187.93061500000002,188.571808,2,ICW,A,-535.851342,1604.500742,,,,,,,,,,
13,6000,500,0,4029,1413,2048,2048,1,VCY,kV,182.434675,188.571808,2,ICW,A,-497.685292,1604.500742,,,,,,,,,,
14,6500,500,0,3891,1481,2048,2048,1,VCY,kV,169.671881,188.571808,2,ICW,A,-444.25282200000004,1604.500742,,,,,,,,,,
15,7000,500,0,3682,1555,2048,2048,1,VCY,kV,150.436091,188.571808,2,ICW,A,-386.240426,1604.500742,,,,,,,,,,
16,7500,500,0,3415,1652,2048,2048,1,VCY,kV,125.826493,188.571808,2,ICW,A,-309.908326,1604.500742,,,,,,,,,,
17,8000,500,0,3104,1758,2048,2048,1,VCY,kV,97.24760500000001,188.571808,2,ICW,A,-227.469658,1604.500742,,,,,,,,,,
18,8500,500,0,2765,1892,2048,2048,1,VCY,kV,66.042879,188.571808,2,ICW,A,-122.13136,1604.500742,,,,,,,,,,
19,9000,500,0,2410,2025,2048,2048,1,VCY,kV,33.311503,188.571808,2,ICW,A,-18.319704,1604.500742,,,,,,,,,,
20,9500,500,0,2029,2153,2048,2048,1,VCY,kV,-1.709848,188.571808,2,ICW,A,82.438668,1604.500742,,,,,,,,,,
21,10000,500,0,1644,2286,2048,2048,1,VCY,kV,-37.158661,188.571808,2,ICW,A,186.250324,1604.500742,,,,,,,,,,
22,10500,500,0,1264,2397,2048,2048,1,VCY,kV,-72.210545,188.571808,2,ICW,A,273.268918,1604.500742,,,,,,,,,,
23,11000,500,0,922,2504,2048,2048,1,VCY,kV,-103.659535,188.571808,2,ICW,A,357.23422800000003,1604.500742,,,,,,,,,,
24,11500,500,0,621,2586,2048,2048,1,VCY,kV,-131.383499,188.571808,2,ICW,A,421.35319200000004,1604.500742,,,,,,,,,,
25,12000,500,0,382,2654,2048,2048,1,VCY,kV,-153.397792,188.571808,2,ICW,A,474.785662,1604.500742,,,,,,,,,,
26,12500,500,0,193,2709,2048,2048,1,VCY,kV,-170.771069,188.571808,2,ICW,A,517.531638,1604.500742,,,,,,,,,,
27,13000,500,0,65,2744,2048,2048,1,VCY,kV,-182.617873,188.571808,2,ICW,A,545.011194,1604.500742,,,,,,,,,,
28,13500,500,0,3,2742,2048,2048,1,VCY,kV,-188.266478,188.571808,2,ICW,A,543.484552,1604.500742,,,,,,,,,,
29,14000,500,0,19,2718,2048,2048,1,VCY,kV,-186.800894,188.571808,2,ICW,A,525.164848,1604.500742,,,,,,,,,,
30,14500,500,0,102,2656,2048,2048,1,VCY,kV,-179.167644,188.571808,2,ICW,A,476.31230400000004,1604.500742,,,,,,,,,,
31,15000,500,0,267,2594,2048,2048,1,VCY,kV,-163.96221,188.571808,2,ICW,A,427.45976,1604.500742,,,,,,,,,,
32,15500,500,0,497,2514,2048,2048,1,VCY,kV,-142.833374,188.571808,2,ICW,A,364.867438,1604.500742,,,,,,,,,,
33,16000,500,0,778,2416,2048,2048,1,VCY,kV,-116.94139,188.571808,2,ICW,A,288.535338,1604.500742,,,,,,,,,,
34,16500,500,0,1101,2290,2048,2048,1,VCY,kV,-87.202248,188.571808,2,ICW,A,189.303608,1604.500742,,,,,,,,,,
35,17000,500,0,1448,2165,2048,2048,1,VCY,kV,-55.203664,188.571808,2,ICW,A,91.59852000000001,1604.500742,,,,,,,,,,
36,17500,500,0,1809,2029,2048,2048,1,VCY,kV,-22.044826,188.571808,2,ICW,A,-15.26642,1604.500742,,,,,,,,,,
37,18000,500,0,2192,1902,2048,2048,1,VCY,kV,13.281855,188.571808,2,ICW,A,-114.49815000000001,1604.500742,,,,,,,,,,
38,18500,500,0,2579,1773,2048,2048,1,VCY,kV,48.913866,188.571808,2,ICW,A,-215.25652200000002,1604.500742,,,,,,,,,,
39,19000,500,0,2951,1666,2048,2048,1,VCY,kV,83.171892,188.571808,2,ICW,A,-299.221832,1604.500742,,,,,,,,,,
40,19500,500,0,3278,1563,2048,2048,1,VCY,kV,113.216364,188.571808,2,ICW,A,-380.13385800000003,1604.500742,,,,,,,,,,
41,20000,500,0,3562,1489,2048,2048,1,VCY,kV,139.383145,188.571808,2,ICW,A,-438.146254,1604.500742,,,,,,,,,,
42,20500,500,0,3781,1417,2048,2048,1,VCY,kV,159.565458,188.571808,2,ICW,A,-494.63200800000004,1604.500742,,,,,,,,,,
43,21000,500,0,3949,1374,2048,2048,1,VCY,kV,175.01515600000002,188.571808,2,ICW,A,-528.218132,1604.500742,,,,,,,,,,
44,21500,500,0,4061,1348,2048,2048,1,VCY,kV,185.33531,188.571808,2,ICW,A,-548.064478,1604.500742,,,,,,,,,,
45,22000,500,0,4095,1354,2048,2048,1,VCY,kV,188.510742,188.571808,2,ICW,A,-543.484552,1604.500742,,,,,,,,,,
46,22500,500,0,4058,1401,2048,2048,1,VCY,kV,185.06051300000001,188.571808,2,ICW,A,-506.845144,1604.500742,,,,,,,,,,
47,23000,500,0,3945,1458,2048,2048,1,VCY,kV,174.709826,188.571808,2,ICW,A,-462.57252600000004,1604.500742,,,,,,,,,,
48,23500,500,0,3758,1526,2048,2048,1,VCY,kV,157.489214,188.571808,2,ICW,A,-409.140056,1604.500742,,,,,,,,,,
49,24000,500,0,3510,1617,2048,2048,1,VCY,kV,134.589464,188.571808,2,ICW,A,-337.387882,1604.500742,,,,,,,,,,
50,24500,500,0,3213,1721,2048,2048,1,VCY,kV,107.231896,188.571808,2,ICW,A,-256.475856,1604.500742,,,,,,,,,,
51,25000,500,0,2884,1845,2048,2048,1,VCY,kV,76.94316,188.571808,2,ICW,A,-158.770768,1604.500742,,,,,,,,,,
52,25500,500,0,2530,1982,2048,2048,1,VCY,kV,44.394982,188.571808,2,ICW,A,-51.905828,1604.500742,,,,,,,,,,
53,26000,500,0,2160,2112,2048,2048,1,VCY,kV,10.350687,188.571808,2,ICW,A,50.379186000000004,1604.500742,,,,,,,,,,
54,26500,500,0,1774,2237,2048,2048,1,VCY,kV,-25.250791,188.571808,2,ICW,A,148.084274,1604.500742,,,,,,,,,,
55,27000,500,0,1388,2360,2048,2048,1,VCY,kV,-60.730137,188.571808,2,ICW,A,244.26272,1604.500742,,,,,,,,,,
56,27500,500,0,1031,2467,2048,2048,1,VCY,kV,-93.644711,188.571808,2,ICW,A,328.22803,1604.500742,,,,,,,,,,
57,28000,500,0,718,2560,2048,2048,1,VCY,kV,-122.498396,188.571808,2,ICW,A,401.506846,1604.500742,,,,,,,,,,
58,28500,500,0,455,2635,2048,2048,1,VCY,kV,-146.680532,188.571808,2,ICW,A,459.519242,1604.500742,,,,,,,,,,
59,29000,500,0,249,2695,2048,2048,1,VCY,kV,-165.641525,188.571808,2,ICW,A,506.845144,1604.500742,,,,,,,,,,
60,29500,500,0,103,2736,2048,2048,1,VCY,kV,-179.106578,188.571808,2,ICW,A,538.904626,1604.500742,,,,,,,,,,
61,30000,500,0,14,2746,2048,2048,1,VCY,kV,-187.258889,188.571808,2,ICW,A,546.537836,1604.500742,,,,,,,,,,
62,30500,500,0,6,2730,2048,2048,1,VCY,kV,-187.991681,188.571808,2,ICW,A,534.3247,1604.500742,,,,,,,,,,
63,31000,500,0,67,2681,2048,2048,1,VCY,kV,-182.37360900000002,188.571808,2,ICW,A,496.15865,1604.500742,,,,,,,,,,
64,31500,500,0,205,2621,2048,2048,1,VCY,kV,-169.702414,188.571808,2,ICW,A,448.83274800000004,1604.500742,,,,,,,,,,
65,32000,500,0,412,2547,2048,2048,1,VCY,kV,-150.680355,188.571808,2,ICW,A,390.820352,1604.500742,,,,,,,,,,
66,32500,500,0,678,2449,2048,2048,1,VCY,kV,-126.13182300000001,188.571808,2,ICW,A,314.488252,1604.500742,,,,,,,,,,
67,33000,500,0,989,2336,2048,2048,1,VCY,kV,-97.522402,188.571808,2,ICW,A,225.943016,1604.500742,,,,,,,,,,
68,33500,500,0,1328,2208,2048,2048,1,VCY,kV,-66.287143,188.571808,2,ICW,A,125.184644,1604.500742,,,,,,,,,,
69,34000,500,0,1686,2071,2048,2048,1,VCY,kV,-33.372569,188.571808,2,ICW,A,18.319704,1604.500742,,,,,,,,,,
70,34500,500,0,2065,1943,2048,2048,1,VCY,kV,1.52665,188.571808,2,ICW,A,-82.438668,1604.500742,,,,,,,,,,
71,35000,500,0,2450,1816,2048,2048,1,VCY,kV,36.975463000000005,188.571808,2,ICW,A,-181.670398,1604.500742,,,,,,,,,,
72,35500,500,0,2831,1699,2048,2048,1,VCY,kV,72.088413,188.571808,2,ICW,A,-273.268918,1604.500742,,,,,,,,,,
73,36000,500,0,3172,1594,2048,2048,1,VCY,kV,103.537403,188.571808,2,ICW,A,-355.707586,1604.500742,,,,,,,,,,
74,36500,500,0,3475,1514,2048,2048,1,VCY,kV,131.352966,188.571808,2,ICW,A,-418.299908,1604.500742,,,,,,,,,,
75,37000,500,0,3713,1438,2048,2048,1,VCY,kV,153.27566000000002,188.571808,2,ICW,A,-477.838946,1604.500742,,,,,,,,,,
76,37500,500,0,3902,1387,2048,2048,1,VCY,kV,170.710003,188.571808,2,ICW,A,-517.531638,1604.500742,,,,,,,,,,
77,38000,500,0,4029,1350,2048,2048,1,VCY,kV,182.404142,188.571808,2,ICW,A,-546.537836,1604.500742,,,,,,,,,,
78,38500,500,0,4092,1358,2048,2048,1,VCY,kV,188.174879,188.571808,2,ICW,A,-540.431268,1604.500742,,,,,,,,,,
79,39000,500,0,4077,1380,2048,2048,1,VCY,kV,186.800894,188.571808,2,ICW,A,-523.638206,1604.500742,,,,,,,,,,
80,39500,500,0,3995,1438,2048,2048,1,VCY,kV,179.259243,188.571808,2,ICW,A,-477.838946,1604.500742,,,,,,,,,,
81,40000,500,0,3829,1502,2048,2048,1,VCY,kV,163.99274300000002,188.571808,2,ICW,A,-427.45976,1604.500742,,,,,,,,,,
82,40500,500,0,3599,1584,2048,2048,1,VCY,kV,142.833374,188.571808,2,ICW,A,-363.340796,1604.500742,,,,,,,,,,
83,41000,500,0,3317,1682,2048,2048,1,VCY,kV,116.84979100000001,188.571808,2,ICW,A,-287.008696,1604.500742,,,,,,,,,,
84,41500,500,0,2994,1806,2048,2048,1,VCY,kV,87.141182,188.571808,2,ICW,A,-189.303608,1604.500742,,,,,,,,,,
85,42000,500,0,2649,1933,2048,2048,1,VCY,kV,55.295263,188.571808,2,ICW,A,-90.071878,1604.500742,,,,,,,,,,
86,42500,500,0,2289,2071,2048,2048,1,VCY,kV,22.228024,188.571808,2,ICW,A,18.319704,1604.500742,,,,,,,,,,
87,43000,500,0,1904,2194,2048,2048,1,VCY,kV,-13.251322,188.571808,2,ICW,A,114.49815000000001,1604.500742,,,,,,,,,,
88,43500,500,0,1517,2321,2048,2048,1,VCY,kV,-48.913866,188.571808,2,ICW,A,213.72988,1604.500742,,,,,,,,,,
89,44000,500,0,1145,2432,2048,2048,1,VCY,kV,-83.14135900000001,188.571808,2,ICW,A,300.748474,1604.500742,,,,,,,,,,
90,44500,500,0,819,2535,2048,2048,1,VCY,kV,-113.18583100000001,188.571808,2,ICW,A,381.6605,1604.500742,,,,,,,,,,
91,45000,500,0,533,2603,2048,2048,1,VCY,kV,-139.47474400000002,188.571808,2,ICW,A,435.09297000000004,1604.500742,,,,,,,,,,
92,45500,500,0,314,2674,2048,2048,1,VCY,kV,-159.68759,188.571808,2,ICW,A,490.05208200000004,1604.500742,,,,,,,,,,
93,46000,500,0,146,2724,2048,2048,1,VCY,kV,-175.137288,188.571808,2,ICW,A,529.744774,1604.500742,,,,,,,,,,
94,46500,500,0,36,2748,2048,2048,1,VCY,kV,-185.274244,188.571808,2,ICW,A,548.064478,1604.500742,,,,,,,,,,
95,47000,500,0,0,2740,2048,2048,1,VCY,kV,-188.571808,188.571808,2,ICW,A,541.95791,1604.500742,,,,,,,,,,
96,47500,500,0,38,2699,2048,2048,1,VCY,kV,-185.091046,188.571808,2,ICW,A,509.898428,1604.500742,,,,,,,,,,
97,48000,500,0,148,2638,2048,2048,1,VCY,kV,-174.95409,188.571808,2,ICW,A,462.57252600000004,1604.500742,,,,,,,,,,
98,48500,500,0,335,2570,2048,2048,1,VCY,kV,-157.73347800000002,188.571808,2,ICW,A,409.140056,1604.500742,,,,,,,,,,
99,49000,500,0,585,2483,2048,2048,1,VCY,kV,-134.742129,188.571808,2,ICW,A,340.441166,1604.500742,,,,,,,,,,
100,49500,500,0,881,2379,2048,2048,1,VCY,kV,-107.41509400000001,188.571808,2,ICW,A,259.52914,1604.500742,,,,,,,,,,
101,50000,500,0,1211,2253,2048,2048,1,VCY,kV,-77.03475900000001,188.571808,2,ICW,A,160.29741,1604.500742,,,,,,,,,,
102,50500,500,0,1565,2118,2048,2048,1,VCY,kV,-44.517114,188.571808,2,ICW,A,54.959112000000005,1604.500742,,,,,,,,,,
103,51000,500,0,1935,1986,2048,2048,1,VCY,kV,-10.38122,188.571808,2,ICW,A,-48.852544,1604.500742,,,,,,,,,,
104,51500,500,0,2321,1857,2048,2048,1,VCY,kV,25.098126,188.571808,2,ICW,A,-149.610916,1604.500742,,,,,,,,,,
105,52000,500,0,2706,1738,2048,2048,1,VCY,kV,60.608005000000006,188.571808,2,ICW,A,-242.73607800000002,1604.500742,,,,,,,,,,
106,52500,500,0,3062,1627,2048,2048,1,VCY,kV,93.400447,188.571808,2,ICW,A,-329.754672,1604.500742,,,,,,,,,,
107,53000,500,0,3376,1536,2048,2048,1,VCY,kV,122.31519800000001,188.571808,2,ICW,A,-401.506846,1604.500742,,,,,,,,,,
108,53500,500,0,3638,1463,2048,2048,1,VCY,kV,146.436268,188.571808,2,ICW,A,-457.99260000000004,1604.500742,,,,,,,,,,
109,54000,500,0,3844,1401,2048,2048,1,VCY,kV,165.39726100000001,188.571808,2,ICW,A,-506.845144,1604.500742,,,,,,,,,,
110,54500,500,0,3992,1364,2048,2048,1,VCY,kV,179.014979,188.571808,2,ICW,A,-535.851342,1604.500742,,,,,,,,,,
111,55000,500,0,4082,1350,2048,2048,1,VCY,kV,187.258889,188.571808,2,ICW,A,-546.537836,1604.500742,,,,,,,,,,
112,55500,500,0,4090,1364,2048,2048,1,VCY,kV,188.052747,188.571808,2,ICW,A,-535.851342,1604.500742,,,,,,,,,,
113,56000,500,0,4030,1415,2048,2048,1,VCY,kV,182.526274,188.571808,2,ICW,A,-496.15865,1604.500742,,,,,,,,,,
114,56500,500,0,3893,1479,2048,2048,1,VCY,kV,169.885612,188.571808,2,ICW,A,-445.779464,1604.500742,,,,,,,,,,
115,57000,500,0,3684,1551,2048,2048,1,VCY,kV,150.649822,188.571808,2,ICW,A,-389.29371000000003,1604.500742,,,,,,,,,,
116,57500,500,0,3417,1649,2048,2048,1,VCY,kV,126.04022400000001,188.571808,2,ICW,A,-312.96161,1604.500742,,,,,,,,,,
117,58000,500,0,3107,1762,2048,2048,1,VCY,kV,97.49186900000001,188.571808,2,ICW,A,-224.41637400000002,1604.500742,,,,,,,,,,
118,58500,500,0,2769,1888,2048,2048,1,VCY,kV,66.348209,188.571808,2,ICW,A,-125.184644,1604.500742,,,,,,,,,,
119,59000,500,0,2412,2025,2048,2048,1,VCY,kV,33.494701,188.571808,2,ICW,A,-18.319704,1604.500742,,,,,,,,,,
120,59500,500,0,2033,2149,2048,2048,1,VCY,kV,-1.4045180000000002,188.571808,2,ICW,A,79.385384,1604.500742,,,,,,,,,,
121,60000,500,0,1647,2284,2048,2048,1,VCY,kV,-36.914397,188.571808,2,ICW,A,184.723682,1604.500742,,,,,,,,,,
122,60500,500,0,1266,2399,2048,2048,1,VCY,kV,-71.996814,188.571808,2,ICW,A,274.79556,1604.500742,,,,,,,,,,
123,61000,500,0,924,2504,2048,2048,1,VCY,kV,-103.50687,188.571808,2,ICW,A,357.23422800000003,1604.500742,,,,,,,,,,
124,61500,500,0,623,2592,2048,2048,1,VCY,kV,-131.23083400000002,188.571808,2,ICW,A,425.93311800000004,1604.500742,,,,,,,,,,
125,62000,500,0,385,2654,2048,2048,1,VCY,kV,-153.153528,188.571808,2,ICW,A,474.785662,1604.500742,,,,,,,,,,
126,62500,500,0,194,2709,2048,2048,1,VCY,kV,-170.67947,188.571808,2,ICW,A,517.531638,1604.500742,,,,,,,,,,
127,63000,500,0,66,2738,2048,2048,1,VCY,kV,-182.46520800000002,188.571808,2,ICW,A,540.431268,1604.500742,,,,,,,,,,
128,63500,500,0,3,2740,2048,2048,1,VCY,kV,-188.297011,188.571808,2,ICW,A,541.95791,1604.500742,,,,,,,,,,
129,64000,500,0,19,2712,2048,2048,1,VCY,kV,-186.800894,188.571808,2,ICW,A,520.584922,1604.500742,,,,,,,,,,
130,64500,500,0,101,2658,2048,2048,1,VCY,kV,-179.259243,188.571808,2,ICW,A,477.838946,1604.500742,,,,,,,,,,
131,65000,500,0,266,2598,2048,2048,1,VCY,kV,-164.084342,188.571808,2,ICW,A,430.51304400000004,1604.500742,,,,,,,,,,
132,65500,500,0,495,2512,2048,2048,1,VCY,kV,-142.955506,188.571808,2,ICW,A,363.340796,1604.500742,,,,,,,,,,
133,66000,500,0,776,2414,2048,2048,1,VCY,kV,-117.124588,188.571808,2,ICW,A,287.008696,1604.500742,,,,,,,,,,
134,66500,500,0,1097,2295,2048,2048,1,VCY,kV,-87.538111,188.571808,2,ICW,A,193.883534,1604.500742,,,,,,,,,,
135,67000,500,0,1444,2161,2048,2048,1,VCY,kV,-55.600593,188.571808,2,ICW,A,88.545236,1604.500742,,,,,,,,,,
136,67500,500,0,1806,2029,2048,2048,1,VCY,kV,-22.258557,188.571808,2,ICW,A,-15.26642,1604.500742,,,,,,,,,,
137,68000,500,0,2191,1906,2048,2048,1,VCY,kV,13.159723,188.571808,2,ICW,A,-111.444866,1604.500742,,,,,,,,,,
138,68500,500,0,2577,1773,2048,2048,1,VCY,kV,48.730668,188.571808,2,ICW,A,-215.25652200000002,1604.500742,,,,,,,,,,
139,69000,500,0,2949,1662,2048,2048,1,VCY,kV,82.98869400000001,188.571808,2,ICW,A,-302.275116,1604.500742,,,,,,,,,,
140,69500,500,0,3275,1563,2048,2048,1,VCY,kV,112.941567,188.571808,2,ICW,A,-380.13385800000003,1604.500742,,,,,,,,,,
141,70000,500,0,3559,1487,2048,2048,1,VCY,kV,139.108348,188.571808,2,ICW,A,-439.67289600000004,1604.500742,,,,,,,,,,
142,70500,500,0,3779,1422,2048,2048,1,VCY,kV,159.412793,188.571808,2,ICW,A,-490.05208200000004,1604.500742,,,,,,,,,,
143,71000,500,0,3949,1374,2048,2048,1,VCY,kV,175.01515600000002,188.571808,2,ICW,A,-528.218132,1604.500742,,,,,,,,,,
144,71500,500,0,4061,1345,2048,2048,1,VCY,kV,185.304777,188.571808,2,ICW,A,-551.117762,1604.500742,,,,,,,,,,
145,72000,500,0,4095,1358,2048,2048,1,VCY,kV,188.541275,188.571808,2,ICW,A,-540.431268,1604.500742,,,,,,,,,,
146,72500,500,0,4058,1397,2048,2048,1,VCY,kV,185.02998,188.571808,2,ICW,A,-509.898428,1604.500742,,,,,,,,,,
147,73000,500,0,3948,1458,2048,2048,1,VCY,kV,174.92355700000002,188.571808,2,ICW,A,-462.57252600000004,1604.500742,,,,,,,,,,
148,73500,500,0,3761,1530,2048,2048,1,VCY,kV,157.764011,188.571808,2,ICW,A,-406.086772,1604.500742,,,,,,,,,,
149,74000,500,0,3513,1612,2048,2048,1,VCY,kV,134.864261,188.571808,2,ICW,A,-341.967808,1604.500742,,,,,,,,,,
150,74500,500,0,3215,1719,2048,2048,1,VCY,kV,107.445627,188.571808,2,ICW,A,-258.002498,1604.500742,,,,,,,,,,
151,75000,500,0,2886,1849,2048,2048,1,VCY,kV,77.126358,188.571808,2,ICW,A,-155.717484,1604.500742,,,,,,,,,,
152,75500,500,0,2532,1978,2048,2048,1,VCY,kV,44.608713,188.571808,2,ICW,A,-54.959112000000005,1604.500742,,,,,,,,,,
153,76000,500,0,2163,2112,2048,2048,1,VCY,kV,10.594951,188.571808,2,ICW,A,50.379186000000004,1604.500742,,,,,,,,,,
154,76500,500,0,1776,2237,2048,2048,1,VCY,kV,-25.006527000000002,188.571808,2,ICW,A,148.084274,1604.500742,,,,,,,,,,
155,77000,500,0,1390,2358,2048,2048,1,VCY,kV,-60.577472,188.571808,2,ICW,A,242.73607800000002,1604.500742,,,,,,,,,,
156,77500,500,0,1033,2465,2048,2048,1,VCY,kV,-93.492046,188.571808,2,ICW,A,326.701388,1604.500742,,,,,,,,,,
157,78000,500,0,720,2560,2048,2048,1,VCY,kV,-122.31519800000001,188.571808,2,ICW,A,401.506846,1604.500742,,,,,,,,,,
158,78500,500,0,457,2631,2048,2048,1,VCY,kV,-146.52786700000001,188.571808,2,ICW,A,456.465958,1604.500742,,,,,,,,,,
159,79000,500,0,250,2689,2048,2048,1,VCY,kV,-165.58045900000002,188.571808,2,ICW,A,502.265218,1604.500742,,,,,,,,,,
160,79500,500,0,102,2734,2048,2048,1,VCY,kV,-179.137111,188.571808,2,ICW,A,537.377984,1604.500742,,,,,,,,,,
161,80000,500,0,13,2748,2048,2048,1,VCY,kV,-187.350488,188.571808,2,ICW,A,548.064478,1604.500742,,,,,,,,,,
162,80500,500,0,5,2730,2048,2048,1,VCY,kV,-188.08328,188.571808,2,ICW,A,534.3247,1604.500742,,,,,,,,,,
163,81000,500,0,66,2677,2048,2048,1,VCY,kV,-182.46520800000002,188.571808,2,ICW,A,493.105366,1604.500742,,,,,,,,,,
164,81500,500,0,203,2617,2048,2048,1,VCY,kV,-169.85507900000002,188.571808,2,ICW,A,445.779464,1604.500742,,,,,,,,,,
165,82000,500,0,411,2545,2048,2048,1,VCY,kV,-150.741421,188.571808,2,ICW,A,389.29371000000003,1604.500742,,,,,,,,,,
166,82500,500,0,677,2449,2048,2048,1,VCY,kV,-126.19288900000001,188.571808,2,ICW,A,314.488252,1604.500742,,,,,,,,,,
167,83000,500,0,988,2338,2048,2048,1,VCY,kV,-97.64453400000001,188.571808,2,ICW,A,227.469658,1604.500742,,,,,,,,,,
168,83500,500,0,1324,2210,2048,2048,1,VCY,kV,-66.623006,188.571808,2,ICW,A,126.711286,1604.500742,,,,,,,,,,
169,84000,500,0,1682,2075,2048,2048,1,VCY,kV,-33.738965,188.571808,2,ICW,A,21.372988,1604.500742,,,,,,,,,,
170,84500,500,0,2061,1949,2048,2048,1,VCY,kV,1.22132,188.571808,2,ICW,A,-77.858742,1604.500742,,,,,,,,,,
171,85000,500,0,2444,2093,2048,2048,1,VCY,kV,36.486935,188.571808,2,ICW,A,35.112766,1604.500742,,,,,,,,,,
172,85500,500,0,2751,1990,2048,2048,1,VCY,kV,64.72996,188.571808,2,ICW,A,-45.799260000000004,1604.500742,,,,,,,,,,
173,86000,500,0,3064,2097,2048,2048,1,VCY,kV,93.583645,188.571808,2,ICW,A,38.16605,1604.500742,,,,,,,,,,
174,86500,500,0,3395,2171,2048,2048,1,VCY,kV,123.994513,188.571808,2,ICW,A,96.17844600000001,1604.500742,,,,,,,,,,
175,87000,500,0,3570,2371,2048,2048,1,VCY,kV,140.177003,188.571808,2,ICW,A,253.422572,1604.500742,,,,,,,,,,
176,87500,500,0,3739,2539,2048,2048,1,VCY,kV,155.65723400000002,188.571808,2,ICW,A,384.71378400000003,1604.500742,,,,,,,,,,
177,88000,500,0,3863,2711,2048,2048,1,VCY,kV,167.107109,188.571808,2,ICW,A,519.05828,1604.500742,,,,,,,,,,
178,88500,500,0,3904,2958,2048,2048,1,VCY,kV,170.893201,188.571808,2,ICW,A,712.941814,1604.500742,,,,,,,,,,
179,89000,500,0,3886,3155,2048,2048,1,VCY,kV,169.274952,188.571808,2,ICW,A,867.132656,1604.500742,,,,,,,,,,
180,89500,500,0,3825,3344,2048,2048,1,VCY,kV,163.65688,188.571808,2,ICW,A,1015.21693,1604.500742,,,,,,,,,,
181,90000,500,0,3688,3517,2048,2048,1,VCY,kV,150.98568500000002,188.571808,2,ICW,A,1151.088068,1604.500742,,,,,,,,,,
182,90500,500,0,3492,3710,2048,2048,1,VCY,kV,133.001748,188.571808,2,ICW,A,1302.2256260000001,1604.500742,,,,,,,,,,
183,91000,500,0,3241,3870,2048,2048,1,VCY,kV,109.888267,188.571808,2,ICW,A,1427.41027,1604.500742,,,,,,,,,,
184,91500,500,0,2958,3995,2048,2048,1,VCY,kV,83.78255200000001,188.571808,2,ICW,A,1525.115358,1604.500742,,,,,,,,,,
185,92000,500,0,2657,4045,2048,2048,1,VCY,kV,56.119654000000004,188.571808,2,ICW,A,1564.80805,1604.500742,,,,,,,,,,
186,92500,500,0,2334,4095,2048,2048,1,VCY,kV,26.349979,188.571808,2,ICW,A,1604.500742,1604.500742,,,,,,,,,,
187,93000,500,0,1993,4051,2048,2048,1,VCY,kV,-5.037945000000001,188.571808,2,ICW,A,1569.387976,1604.500742,,,,,,,,,,
188,93500,500,0,1644,3991,2048,2048,1,VCY,kV,-37.189194,188.571808,2,ICW,A,1522.0620740000002,1604.500742,,,,,,,,,,
189,94000,500,0,1303,3850,2048,2048,1,VCY,kV,-68.638184,188.571808,2,ICW,A,1412.1438500000002,1604.500742,,,,,,,,,,
190,94500,500,0,1003,3720,2048,2048,1,VCY,kV,-96.240016,188.571808,2,ICW,A,1309.858836,1604.500742,,,,,,,,,,
191,95000,500,0,738,3509,2048,2048,1,VCY,kV,-120.57481700000001,188.571808,2,ICW,A,1144.9815,1604.500742,,,,,,,,,,
192,95500,500,0,523,3299,2048,2048,1,VCY,kV,-140.421267,188.571808,2,ICW,A,980.1041640000001,1604.500742,,,,,,,,,,
193,96000,500,0,356,3034,2048,2048,1,VCY,kV,-155.74883300000002,188.571808,2,ICW,A,772.480852,1604.500742,,,,,,,,,,
194,96500,500,0,235,2783,2048,2048,1,VCY,kV,-166.954444,188.571808,2,ICW,A,575.544034,1604.500742,,,,,,,,,,
