sample_number,timestamp_ticks,dt_us,flags,dac0_code,dac1_code,dac2_code,dac3_code,dac0_src_channel,dac0_src_name,dac0_unit,dac0_real_value,dac0_fullscale,dac1_src_channel,dac1_src_name,dac1_unit,dac1_real_value,dac1_fullscale,dac2_src_channel,dac2_src_name,dac2_unit,dac2_real_value,dac2_fullscale,dac3_src_channel,dac3_src_name,dac3_unit,dac3_real_value,dac3_fullscale
1033,515999,500,0,2377,2040,2048,2048,1,VCY,kV,30.258203,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1034,516499,500,0,2299,2044,2048,2048,1,VCY,kV,23.113481,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1035,516999,500,0,2208,2038,2048,2048,1,VCY,kV,14.686373,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1036,517499,500,0,2116,2040,2048,2048,1,VCY,kV,6.228732,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1037,517999,500,0,2023,2042,2048,2048,1,VCY,kV,-2.259442,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1038,518499,500,0,1932,2042,2048,2048,1,VCY,kV,-10.656017,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1039,518999,500,0,1837,2040,2048,2048,1,VCY,kV,-19.388455,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1040,519499,500,0,1749,2042,2048,2048,1,VCY,kV,-27.510233,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1041,519999,500,0,1673,2042,2048,2048,1,VCY,kV,-34.50229,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1042,520499,500,0,1625,2042,2048,2048,1,VCY,kV,-38.990641000000004,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1043,520999,500,0,1589,2042,2048,2048,1,VCY,kV,-42.227139,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1044,521499,500,0,1564,2042,2048,2048,1,VCY,kV,-44.608713,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1045,521999,500,0,1546,2044,2048,2048,1,VCY,kV,-46.226962,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1046,522499,500,0,1552,2042,2048,2048,1,VCY,kV,-45.646835,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1047,522999,500,0,1582,2046,2048,2048,1,VCY,kV,-42.868332,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1048,523499,500,0,1631,2044,2048,2048,1,VCY,kV,-38.379981,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1049,523999,500,0,1691,2042,2048,2048,1,VCY,kV,-32.884041,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1050,524499,500,0,1760,2044,2048,2048,1,VCY,kV,-26.472111,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1051,524999,500,0,1839,2042,2048,2048,1,VCY,kV,-19.205257,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1052,525499,500,0,1927,2042,2048,2048,1,VCY,kV,-11.175078000000001,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1053,525999,500,0,2014,2042,2048,2048,1,VCY,kV,-3.114366,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1054,526499,500,0,2099,2040,2048,2048,1,VCY,kV,4.732615,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1055,526999,500,0,2187,2038,2048,2048,1,VCY,kV,12.82386,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1056,527499,500,0,2276,2042,2048,2048,1,VCY,kV,20.976171,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1057,527999,500,0,2355,2038,2048,2048,1,VCY,kV,28.243025,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1058,528499,500,0,2416,2042,2048,2048,1,VCY,kV,33.89163,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1059,528999,500,0,2455,2040,2048,2048,1,VCY,kV,37.494524,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1060,529499,500,0,2479,2040,2048,2048,1,VCY,kV,39.6929,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1061,529999,500,0,2499,2036,2048,2048,1,VCY,kV,41.494347000000005,188.571808,2,ICW,A,-9.159852,1604.500742,,,,,,,,,,
1062,530499,500,0,2502,2036,2048,2048,1,VCY,kV,41.769144000000004,188.571808,2,ICW,A,-9.159852,1604.500742,,,,,,,,,,
1063,530999,500,0,2485,2038,2048,2048,1,VCY,kV,40.211961,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1064,531499,500,0,2442,2042,2048,2048,1,VCY,kV,36.273204,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1065,531999,500,0,2387,2042,2048,2048,1,VCY,kV,31.174193000000002,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1066,532499,500,0,2322,2040,2048,2048,1,VCY,kV,25.189725,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1067,532999,500,0,2248,2044,2048,2048,1,VCY,kV,18.411399,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1068,533499,500,0,2165,2044,2048,2048,1,VCY,kV,10.808682000000001,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1069,533999,500,0,2079,2042,2048,2048,1,VCY,kV,2.839569,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1070,534499,500,0,1994,2044,2048,2048,1,VCY,kV,-4.976879,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1071,534999,500,0,1913,2042,2048,2048,1,VCY,kV,-12.457464,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1072,535499,500,0,1827,2044,2048,2048,1,VCY,kV,-20.365511,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1073,535999,500,0,1746,2040,2048,2048,1,VCY,kV,-27.846096,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1074,536499,500,0,1676,2040,2048,2048,1,VCY,kV,-34.258026,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1075,536999,500,0,1633,2042,2048,2048,1,VCY,kV,-38.227316,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1076,537499,500,0,1608,2042,2048,2048,1,VCY,kV,-40.486758,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1077,537999,500,0,1594,2042,2048,2048,1,VCY,kV,-41.83021,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1078,538499,500,0,1586,2044,2048,2048,1,VCY,kV,-42.501936,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1079,538999,500,0,1599,2044,2048,2048,1,VCY,kV,-41.341682,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1080,539499,500,0,1631,2044,2048,2048,1,VCY,kV,-38.379981,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1081,539999,500,0,1692,2040,2048,2048,1,VCY,kV,-32.761909,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1082,540499,500,0,1760,2042,2048,2048,1,VCY,kV,-26.56371,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1083,540999,500,0,1835,2040,2048,2048,1,VCY,kV,-19.602186,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1084,541499,500,0,1918,2040,2048,2048,1,VCY,kV,-11.938403000000001,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1085,541999,500,0,2010,2040,2048,2048,1,VCY,kV,-3.511295,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1086,542499,500,0,2102,2044,2048,2048,1,VCY,kV,4.946346,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1087,542999,500,0,2189,2044,2048,2048,1,VCY,kV,13.007058,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1088,543499,500,0,2275,2038,2048,2048,1,VCY,kV,20.915105,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1089,543999,500,0,2365,2038,2048,2048,1,VCY,kV,29.159015,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1090,544499,500,0,2442,2042,2048,2048,1,VCY,kV,36.273204,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1091,544999,500,0,2504,2040,2048,2048,1,VCY,kV,42.013408,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1092,545499,500,0,2536,2040,2048,2048,1,VCY,kV,44.944576000000005,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1093,545999,500,0,2552,2042,2048,2048,1,VCY,kV,46.440693,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1094,546499,500,0,2560,2040,2048,2048,1,VCY,kV,47.173485,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1095,546999,500,0,2555,2040,2048,2048,1,VCY,kV,46.71549,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1096,547499,500,0,2528,2044,2048,2048,1,VCY,kV,44.150718000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1097,547999,500,0,2475,2040,2048,2048,1,VCY,kV,39.295971,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1098,548499,500,0,2402,2040,2048,2048,1,VCY,kV,32.639777,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1099,548999,500,0,2322,2044,2048,2048,1,VCY,kV,25.250791,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1100,549499,500,0,2233,2040,2048,2048,1,VCY,kV,17.037414000000002,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1101,549999,500,0,2136,2042,2048,2048,1,VCY,kV,8.091245,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1102,550499,500,0,2031,2042,2048,2048,1,VCY,kV,-1.557183,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1103,550999,500,0,1927,2040,2048,2048,1,VCY,kV,-11.114012,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1104,551499,500,0,1830,2044,2048,2048,1,VCY,kV,-20.060181,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1105,551999,500,0,1734,2040,2048,2048,1,VCY,kV,-28.945284,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1106,552499,500,0,1637,2044,2048,2048,1,VCY,kV,-37.799854,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1107,552999,500,0,1558,2042,2048,2048,1,VCY,kV,-45.158307,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1108,553499,500,0,1499,2040,2048,2048,1,VCY,kV,-50.593181,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1109,553999,500,0,1467,2042,2048,2048,1,VCY,kV,-53.463283000000004,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1110,554499,500,0,1451,2044,2048,2048,1,VCY,kV,-54.989933,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1111,554999,500,0,1445,2044,2048,2048,1,VCY,kV,-55.539527,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1112,555499,500,0,1456,2036,2048,2048,1,VCY,kV,-54.531938000000004,188.571808,2,ICW,A,-9.159852,1604.500742,,,,,,,,,,
1113,555999,500,0,1493,2040,2048,2048,1,VCY,kV,-51.081709000000004,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1114,556499,500,0,1560,2044,2048,2048,1,VCY,kV,-44.944576000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1115,556999,500,0,1639,2040,2048,2048,1,VCY,kV,-37.616656,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1116,557499,500,0,1731,2042,2048,2048,1,VCY,kV,-29.220081,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1117,557999,500,0,1832,2040,2048,2048,1,VCY,kV,-19.907516,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1118,558499,500,0,1942,2042,2048,2048,1,VCY,kV,-9.77056,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1119,558999,500,0,2058,2040,2048,2048,1,VCY,kV,0.885457,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1120,559499,500,0,2172,2046,2048,2048,1,VCY,kV,11.388809,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1121,559999,500,0,2280,2044,2048,2048,1,VCY,kV,21.3731,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1122,560499,500,0,2392,2042,2048,2048,1,VCY,kV,31.662721,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1123,560999,500,0,2494,2042,2048,2048,1,VCY,kV,41.097418000000005,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1124,561499,500,0,2585,2040,2048,2048,1,VCY,kV,49.432927,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1125,561999,500,0,2646,2042,2048,2048,1,VCY,kV,55.020466,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1126,562499,500,0,2684,2040,2048,2048,1,VCY,kV,58.592827,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1127,562999,500,0,2708,2042,2048,2048,1,VCY,kV,60.730137,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1128,563499,500,0,2720,2038,2048,2048,1,VCY,kV,61.829325000000004,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1129,563999,500,0,2706,2038,2048,2048,1,VCY,kV,60.608005000000006,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1130,564499,500,0,2668,2040,2048,2048,1,VCY,kV,57.127243,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1131,564999,500,0,2599,2040,2048,2048,1,VCY,kV,50.745846,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1132,565499,500,0,2520,2044,2048,2048,1,VCY,kV,43.448459,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1133,565999,500,0,2427,2042,2048,2048,1,VCY,kV,34.868686000000004,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1134,566499,500,0,2322,2040,2048,2048,1,VCY,kV,25.220258,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1135,566999,500,0,2206,2038,2048,2048,1,VCY,kV,14.503175,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1136,567499,500,0,2085,2038,2048,2048,1,VCY,kV,3.450229,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1137,567999,500,0,1966,2036,2048,2048,1,VCY,kV,-7.511118000000001,188.571808,2,ICW,A,-9.159852,1604.500742,,,,,,,,,,
1138,568499,500,0,1848,2040,2048,2048,1,VCY,kV,-18.441932,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1139,568999,500,0,1728,2046,2048,2048,1,VCY,kV,-29.494878,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1140,569499,500,0,1619,2036,2048,2048,1,VCY,kV,-39.540235,188.571808,2,ICW,A,-9.159852,1604.500742,,,,,,,,,,
1141,569999,500,0,1523,2042,2048,2048,1,VCY,kV,-48.303206,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1142,570499,500,0,1459,2040,2048,2048,1,VCY,kV,-54.196075,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1143,570999,500,0,1412,2044,2048,2048,1,VCY,kV,-58.592827,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1144,571499,500,0,1377,2044,2048,2048,1,VCY,kV,-61.737726,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1145,571999,500,0,1357,2046,2048,2048,1,VCY,kV,-63.600239,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1146,572499,500,0,1365,2042,2048,2048,1,VCY,kV,-62.928513,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1147,572999,500,0,1400,2044,2048,2048,1,VCY,kV,-59.630949,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1148,573499,500,0,1462,2046,2048,2048,1,VCY,kV,-53.951811,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1149,573999,500,0,1536,2044,2048,2048,1,VCY,kV,-47.112419,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1150,574499,500,0,1625,2042,2048,2048,1,VCY,kV,-38.990641000000004,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1151,574999,500,0,1725,2042,2048,2048,1,VCY,kV,-29.708609000000003,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1152,575499,500,0,1837,2042,2048,2048,1,VCY,kV,-19.449521,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1153,575999,500,0,1954,2042,2048,2048,1,VCY,kV,-8.640839,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1154,576499,500,0,2070,2042,2048,2048,1,VCY,kV,1.984645,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1155,576999,500,0,2189,2042,2048,2048,1,VCY,kV,12.945992,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1156,577499,500,0,2309,2040,2048,2048,1,VCY,kV,23.998938000000003,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1157,577999,500,0,2417,2040,2048,2048,1,VCY,kV,34.013762,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1158,578499,500,0,2509,2042,2048,2048,1,VCY,kV,42.440870000000004,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1159,578999,500,0,2576,2044,2048,2048,1,VCY,kV,48.608536,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1160,579499,500,0,2628,2042,2048,2048,1,VCY,kV,53.43275,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1161,579999,500,0,2670,2040,2048,2048,1,VCY,kV,57.249375,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1162,580499,500,0,2693,2040,2048,2048,1,VCY,kV,59.386685,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1163,580999,500,0,2690,2040,2048,2048,1,VCY,kV,59.142421,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1164,581499,500,0,2657,2038,2048,2048,1,VCY,kV,56.119654000000004,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1165,581999,500,0,2609,2046,2048,2048,1,VCY,kV,51.692369,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1166,582499,500,0,2544,2044,2048,2048,1,VCY,kV,45.646835,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1167,582999,500,0,2466,2042,2048,2048,1,VCY,kV,38.47158,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1168,583499,500,0,2374,2044,2048,2048,1,VCY,kV,30.044472000000003,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1169,583999,500,0,2272,2036,2048,2048,1,VCY,kV,20.609775,188.571808,2,ICW,A,-9.159852,1604.500742,,,,,,,,,,
1170,584499,500,0,2167,2042,2048,2048,1,VCY,kV,10.961347,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1171,584999,500,0,2060,2042,2048,2048,1,VCY,kV,1.129721,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1172,585499,500,0,1948,2042,2048,2048,1,VCY,kV,-9.190433,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1173,585999,500,0,1840,2044,2048,2048,1,VCY,kV,-19.174724,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1174,586499,500,0,1740,2044,2048,2048,1,VCY,kV,-28.365157,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1175,586999,500,0,1660,2042,2048,2048,1,VCY,kV,-35.72361,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1176,587499,500,0,1598,2042,2048,2048,1,VCY,kV,-41.433281,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1177,587999,500,0,1550,2040,2048,2048,1,VCY,kV,-45.830033,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1178,588499,500,0,1508,2044,2048,2048,1,VCY,kV,-49.677191,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1179,588999,500,0,1490,2048,2048,2048,1,VCY,kV,-51.356506,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1180,589499,500,0,1494,2044,2048,2048,1,VCY,kV,-51.020643,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1181,589999,500,0,1526,2044,2048,2048,1,VCY,kV,-48.058942,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1182,590499,500,0,1570,2040,2048,2048,1,VCY,kV,-43.998053,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1183,590999,500,0,1629,2038,2048,2048,1,VCY,kV,-38.624245,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1184,591499,500,0,1700,2040,2048,2048,1,VCY,kV,-32.05965,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1185,591999,500,0,1783,2044,2048,2048,1,VCY,kV,-24.4264,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1186,592499,500,0,1872,2042,2048,2048,1,VCY,kV,-16.213023,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1187,592999,500,0,1964,2040,2048,2048,1,VCY,kV,-7.724849,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1188,593499,500,0,2059,2044,2048,2048,1,VCY,kV,1.007589,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1189,593999,500,0,2159,2040,2048,2048,1,VCY,kV,10.198022,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1190,594499,500,0,2252,2042,2048,2048,1,VCY,kV,18.777795,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1191,594999,500,0,2336,2044,2048,2048,1,VCY,kV,26.533177000000002,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1192,595499,500,0,2396,2044,2048,2048,1,VCY,kV,32.05965,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1193,595999,500,0,2445,2038,2048,2048,1,VCY,kV,36.578534000000005,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1194,596499,500,0,2484,2040,2048,2048,1,VCY,kV,40.181428000000004,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1195,596999,500,0,2513,2042,2048,2048,1,VCY,kV,42.807266,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1196,597499,500,0,2520,2040,2048,2048,1,VCY,kV,43.417926,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1197,597999,500,0,2505,2038,2048,2048,1,VCY,kV,42.043941000000004,188.571808,2,ICW,A,-7.63321,1604.500742,,,,,,,,,,
1198,598499,500,0,2468,2042,2048,2048,1,VCY,kV,38.685311,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1199,598999,500,0,2421,2042,2048,2048,1,VCY,kV,34.380158,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1200,599499,500,0,2362,2042,2048,2048,1,VCY,kV,28.914751000000003,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1201,599999,500,0,2293,2044,2048,2048,1,VCY,kV,22.533354,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1202,600499,500,0,2212,2042,2048,2048,1,VCY,kV,15.144368,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1203,600999,500,0,2131,2044,2048,2048,1,VCY,kV,7.63325,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1204,601499,500,0,2051,2046,2048,2048,1,VCY,kV,0.244264,188.571808,2,ICW,A,-1.526642,1604.500742,,,,,,,,,,
1205,601999,500,0,1964,2042,2048,2048,1,VCY,kV,-7.694316000000001,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1206,602499,500,0,1876,2042,2048,2048,1,VCY,kV,-15.816094000000001,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1207,602999,500,0,1798,2042,2048,2048,1,VCY,kV,-23.052415,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1208,603499,500,0,1734,2042,2048,2048,1,VCY,kV,-28.945284,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1209,603999,500,0,1691,2042,2048,2048,1,VCY,kV,-32.914574,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1210,604499,500,0,1660,2042,2048,2048,1,VCY,kV,-35.754143,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1211,604999,500,0,1632,2044,2048,2048,1,VCY,kV,-38.318915000000004,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1212,605499,500,0,1621,2042,2048,2048,1,VCY,kV,-39.326504,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1213,605999,500,0,1631,2044,2048,2048,1,VCY,kV,-38.441047000000005,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1214,606499,500,0,1666,2044,2048,2048,1,VCY,kV,-35.204549,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1215,606999,500,0,1712,2048,2048,2048,1,VCY,kV,-30.899396,188.571808,2,ICW,A,0.0,1604.500742,,,,,,,,,,
1216,607499,500,0,1769,2042,2048,2048,1,VCY,kV,-25.678253,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1217,607999,500,0,1835,2040,2048,2048,1,VCY,kV,-19.571653,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1218,608499,500,0,1911,2042,2048,2048,1,VCY,kV,-12.610129,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1219,608999,500,0,1992,2040,2048,2048,1,VCY,kV,-5.129544,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1220,609499,500,0,2075,2042,2048,2048,1,VCY,kV,2.473173,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
1221,609999,500,0,2154,2044,2048,2048,1,VCY,kV,9.740027,188.571808,2,ICW,A,-3.053284,1604.500742,,,,,,,,,,
1222,610499,500,0,2236,2040,2048,2048,1,VCY,kV,17.342744,188.571808,2,ICW,A,-6.106568,1604.500742,,,,,,,,,,
1223,610999,500,0,2317,2042,2048,2048,1,VCY,kV,24.762263,188.571808,2,ICW,A,-4.579926,1604.500742,,,,,,,,,,
