Grandeza,MAE,RMSE,MaxAbs,Erro_relativo_pico_percent,NRMSE_percent,Corrente_nominal_A,Corrente_falta_permanente_A,Pickup_50_s,Trip_50_s,Atraso_trip_50_s,Pickup_51_s,Trip_51_s,Atraso_trip_51_s
Corrente FDT,32.2057142719316,130.115653261451,1336.538786248,6.63579064002216,6.63579064002216,1298.813843,1966.349273601,0.516342225001326,0.51602634404085,-0.000315880960475634,0.512882753767142,NaN,NaN
