1,1530,932514838,-1703594374,128106899,-768601233,
2,2530,1370795740,-1553241639,358142083,-636094515,
3,3530,1623313931,-1188933155,486407367,-334762397,
4,4530,1654604014,-661834940,494888334,93073914,
5,5530,1460271213,-45976371,382393900,587326035,
6,6530,1067609227,572147008,164723433,1078577771,
7,7530,531766138,1105721699,-127551731,1497834274,
8,8530,-72000433,1479808646,-453382522,1786212131,
9,9530,-658893310,1641868378,-767006953,1903209710,
10,10530,-1146485171,1569140236,-1024377404,1832394885,
11,11530,-1466295017,1271838600,-1189346935,1583713447,
12,12530,-1573406737,791718610,-1238746077,1192091962,
13,13530,-1452776597,196211730,-1165636906,712532450,
14,14530,-1121346801,-431044923,-980287304,212387721,
15,15530,-625665827,-1001955029,-708729183,-238098498,
16,16530,-35350446,-1436335925,-389101981,-575656622,
17,17530,566691262,-1673180153,-66296433,-752877736,
18,18530,1095904370,-1679223480,214350405,-744871585,
19,19530,1477962376,-1453617353,413422504,-552762676,
20,20530,1659206503,-1028047384,502960777,-203532040,
21,21530,1614181389,-462283591,470389833,253771818,
22,22530,1349210868,164214127,320284229,754921974,
23,23530,901509074,763456089,73725732,1229533398,
24,24530,333954481,1251280512,-234657167,1610948260,
25,25530,-273741547,1559173885,-561553005,1845598078,
26,26530,-836229895,1643893550,-861050279,1900526864,
27,27530,-1274510797,1493540814,-1091085463,1768020147,
28,28530,-1527028988,1129232330,-1219350747,1466688029,
29,29530,-1558319071,602134115,-1227831714,1038851718,
30,30530,-1363986270,-13724453,-1115337280,544599597,
31,31530,-971324284,-631847832,-897666813,53347861,
32,32530,-435481195,-1165422523,-605391649,-365908642,
33,33530,168285376,-1539509470,-279560858,-654286499,
34,34530,755178253,-1701569202,34063573,-771284078,
35,35530,1242770113,-1628841061,291434024,-700469253,
36,36530,1562579960,-1331539425,456403555,-451787815,
37,37530,1669691679,-851419434,505802697,-60166330,
38,38530,1549061540,-255912555,432693526,419393182,
39,39530,1217631744,371344099,247343924,919537911,
40,40530,721950770,942254204,-24214197,1370024130,
41,41530,131635389,1376635100,-343841399,1707582254,
42,42530,-470406319,1613479328,-666646947,1884803368,
43,43530,-999619427,1619522655,-947293785,1876797217,
44,44530,-1381677433,1393916528,-1146365884,1684688308,
45,45530,-1562921560,968346560,-1235904157,1335457672,
46,46530,-1517896446,402582766,-1203333213,878153814,
47,47530,-1252925925,-223914951,-1053227609,377003657,
48,48530,-805224131,-823156913,-806669112,-97607766,
49,49530,-237669538,-1310981337,-498286213,-479022628,
50,50530,370026490,-1618874709,-171390375,-713672446,
51,51530,932514838,-1703594374,128106899,-768601233,
52,52530,1370795740,-1553241639,358142083,-636094515,
53,53530,1623313931,-1188933155,486407367,-334762397,
54,54530,1654604014,-661834940,494888334,93073914,
55,55530,1460271213,-45976371,382393900,587326035,
56,56530,1067609227,572147008,164723433,1078577771,
57,57530,531766138,1105721699,-127551731,1497834274,
58,58530,-72000433,1479808646,-453382522,1786212131,
59,59530,-658893310,1641868378,-767006953,1903209710,
60,60530,-1146485171,1569140236,-1024377404,1832394885,
61,61530,-1466295017,1271838600,-1189346935,1583713447,
62,62530,-1573406737,791718610,-1238746077,1192091962,
63,63530,-1452776597,196211730,-1165636906,712532450,
64,64530,-1121346801,-431044923,-980287304,212387721,
65,65530,-625665827,-1001955029,-708729183,-238098498,
66,66530,-35350446,-1436335925,-389101981,-575656622,
67,67530,566691262,-1673180153,-66296433,-752877736,
68,68530,1095904370,-1679223480,214350405,-744871585,
69,69530,1477962376,-1453617353,413422504,-552762676,
70,70530,1659206503,-1028047384,502960777,-203532040,
71,71530,1614181389,-462283591,470389833,253771818,
72,72530,1349210868,164214127,320284229,754921974,
73,73530,901509074,763456089,73725732,1229533398,
74,74530,333954481,1251280512,-234657167,1610948260,
75,75530,-273741547,1559173885,-561553005,1845598078,
76,76530,-836229895,1643893550,-861050279,1900526864,
77,77530,-1274510797,1493540814,-1091085463,1768020147,
78,78530,-1527028988,1129232330,-1219350747,1466688029,
79,79530,-1558319071,602134115,-1227831714,1038851718,
80,80530,-1363986270,-13724453,-1115337280,544599597,
81,81530,-971324284,-631847832,-897666813,53347861,
82,82530,-435481195,-1165422523,-605391649,-365908642,
83,83530,168285376,-1539509470,-279560858,-654286499,
84,84530,755178253,-1701569202,34063573,-771284078,
85,85530,1242770113,-1628841061,291434024,-700469253,
86,86530,1562579960,-1331539425,456403555,-451787815,
87,87530,1669691679,-851419434,505802697,-60166330,
88,88530,1549061540,-255912555,432693526,419393182,
89,89530,1217631744,371344099,247343924,919537911,
90,90530,721950770,942254204,-24214197,1370024130,
91,91530,131635389,1376635100,-343841399,1707582254,
92,92530,-470406319,1613479328,-666646947,1884803368,
93,93530,-999619427,1619522655,-947293785,1876797217,
94,94530,-1381677433,1393916528,-1146365884,1684688308,
95,95530,-1562921560,968346560,-1235904157,1335457672,
96,96530,-1517896446,402582766,-1203333213,878153814,
97,97530,-1252925925,-223914951,-1053227609,377003657,
98,98530,-805224131,-823156913,-806669112,-97607766,
99,99530,-237669538,-1310981337,-498286213,-479022628,
100,100530,370026490,-1618874709,-171390375,-713672446,
101,101530,932514838,-1703594374,128106899,-768601233,
102,102530,1370795740,-1553241639,358142083,-636094515,
103,103530,1623313931,-1188933155,486407367,-334762397,
104,104530,1654604014,-661834940,494888334,93073914,
105,105530,1460271213,-45976371,382393900,587326035,
106,106530,1067609227,572147008,164723433,1078577771,
107,107530,531766138,1105721699,-127551731,1497834274,
108,108530,-72000433,1479808646,-453382522,1786212131,
109,109530,-658893310,1641868378,-767006953,1903209710,
110,110530,-1146485171,1569140236,-1024377404,1832394885,
111,111530,-1466295017,1271838600,-1189346935,1583713447,
112,112530,-1573406737,791718610,-1238746077,1192091962,
113,113530,-1452776597,196211730,-1165636906,712532450,
114,114530,-1121346801,-431044923,-980287304,212387721,
115,115530,-625665827,-1001955029,-708729183,-238098498,
116,116530,-35350446,-1436335925,-389101981,-575656622,
117,117530,566691262,-1673180153,-66296433,-752877736,
118,118530,1095904370,-1679223480,214350405,-744871585,
119,119530,1477962376,-1453617353,413422504,-552762676,
120,120530,1659206503,-1028047384,502960777,-203532040,
121,121530,1614181389,-462283591,470389833,253771818,
122,122530,1349210868,164214127,320284229,754921974,
123,123530,901509074,763456089,73725732,1229533398,
124,124530,333954481,1251280512,-234657167,1610948260,
125,125530,-273741547,1559173885,-561553005,1845598078,
126,126530,-836229895,1643893550,-861050279,1900526864,
127,127530,-1274510797,1493540814,-1091085463,1768020147,
128,128530,-1527028988,1129232330,-1219350747,1466688029,
129,129530,-1558319071,602134115,-1227831714,1038851718,
130,130530,-1363986270,-13724453,-1115337280,544599597,
131,131530,-971324284,-631847832,-897666813,53347861,
132,132530,-435481195,-1165422523,-605391649,-365908642,
133,133530,168285376,-1539509470,-279560858,-654286499,
134,134530,755178253,-1701569202,34063573,-771284078,
135,135530,1242770113,-1628841061,291434024,-700469253,
136,136530,1562579960,-1331539425,456403555,-451787815,
137,137530,1669691679,-851419434,505802697,-60166330,
138,138530,1549061540,-255912555,432693526,419393182,
139,139530,1217631744,371344099,247343924,919537911,
140,140530,721950770,942254204,-24214197,1370024130,
141,141530,131635389,1376635100,-343841399,1707582254,
142,142530,-470406319,1613479328,-666646947,1884803368,
143,143530,-999619427,1619522655,-947293785,1876797217,
144,144530,-1381677433,1393916528,-1146365884,1684688308,
145,145530,-1562921560,968346560,-1235904157,1335457672,
146,146530,-1517896446,402582766,-1203333213,878153814,
147,147530,-1252925925,-223914951,-1053227609,377003657,
148,148530,-805224131,-823156913,-806669112,-97607766,
149,149530,-237669538,-1310981337,-498286213,-479022628,
150,150530,370026490,-1618874709,-171390375,-713672446,
151,151530,932514838,-1703594374,128106899,-768601233,
152,152530,1370795740,-1553241639,358142083,-636094515,
153,153530,1623313931,-1188933155,486407367,-334762397,
154,154530,1654604014,-661834940,494888334,93073914,
155,155530,1460271213,-45976371,382393900,587326035,
156,156530,1067609227,572147008,164723433,1078577771,
157,157530,531766138,1105721699,-127551731,1497834274,
158,158530,-72000433,1479808646,-453382522,1786212131,
159,159530,-658893310,1641868378,-767006953,1903209710,
160,160530,-1146485171,1569140236,-1024377404,1832394885,
161,161530,-1466295017,1271838600,-1189346935,1583713447,
162,162530,-1573406737,791718610,-1238746077,1192091962,
163,163530,-1452776597,196211730,-1165636906,712532450,
164,164530,-1121346801,-431044923,-980287304,212387721,
165,165530,-625665827,-1001955029,-708729183,-238098498,
166,166530,-35350446,-1436335925,-389101981,-575656622,
167,167530,566691262,-1673180153,-66296433,-752877736,
168,168530,1095904370,-1679223480,214350405,-744871585,
169,169530,1477962376,-1453617353,413422504,-552762676,
170,170530,1659206503,-1028047384,502960777,-203532040,
171,171530,1614181389,-462283591,470389833,253771818,
172,172530,1349210868,164214127,320284229,754921974,
173,173530,901509074,763456089,73725732,1229533398,
174,174530,333954481,1251280512,-234657167,1610948260,
175,175530,-273741547,1559173885,-561553005,1845598078,
176,176530,-836229895,1643893550,-861050279,1900526864,
177,177530,-1274510797,1493540814,-1091085463,1768020147,
178,178530,-1527028988,1129232330,-1219350747,1466688029,
