Grandeza,MAE,RMSE,MaxAbs,Erro_relativo_pico_percent,NRMSE_percent,Pickup_21Z1_ohm,Pickup_21Z2_ohm,Trip_21Z1_s,Trip_21Z2_s,Bloqueio_67_s
Impedância FDT,10.2528331743114,36.8696425072442,214.827971315026,15.3987104325983,17.1849702453109,41.699968,62.549952,0.549,NaN,NaN
