time_us,adc_raw
453984,0
454485,0
454984,0
455484,0
455985,0
456484,0
456984,0
457484,0
457984,0
458485,0
458984,0
459484,0
459984,0
460484,0
460984,0
461485,0
461984,0
462484,0
462984,0
463484,0
463984,0
464485,0
464984,0
465485,0
465984,0
466484,0
466985,0
467485,0
467984,0
468484,0
468984,0
469484,0
469984,0
470485,0
470984,0
471485,0
471985,0
472484,0
472984,0
473484,0
473984,0
474484,0
474984,0
475484,0
475984,0
476485,0
476985,0
477484,0
477985,0
478484,0
478985,0
479484,0
479984,0
480485,0
480985,0
481484,0
481985,0
482484,0
482985,0
483485,0
483984,0
484485,0
484985,0
485484,0
485984,0
486485,0
486984,0
487484,0
487985,0
488484,0
488985,0
489484,0
489984,0
490485,0
490985,0
491484,0
491984,0
492485,0
492984,0
493484,0
1371485,0
1371985,0
1372484,0
1372985,0
1373484,0
1373985,0
1374484,0
1374984,0
1375484,0
1375984,0
1376485,0
1376985,0
1377485,0
1377985,0
1378485,0
1378985,0
1379484,0
1379984,0
1380485,0
1380985,0
1381484,0
1381984,0
1382484,0
1382984,0
1383484,0
1383984,0
1384485,0
1384984,0
1385484,0
1385984,0
1386485,0
1386984,0
1387484,0
1387984,0
1388484,0
1388984,0
1389485,0
1389984,0
1390484,0
1390985,0
1391484,0
1391984,0
1392484,0
1392984,0
1393485,0
1393985,0
1394484,0
1394984,0
1395485,0
1395984,0
1396484,0
1396985,0
1397484,0
1397985,0
1398484,0
1398985,0
1399484,0
1399984,0
1400485,0
1400985,0
1401484,0
1401984,0
1402485,0
1402985,0
1403484,0
1403984,0
1404485,0
1404984,0
1405484,0
1405984,0
1406484,0
1406985,0
1407484,0
1407985,0
1408484,0
1408985,0
1409484,0
1409984,0
1410485,0
1410985,0
1411484,0
1411984,0
1412485,0
1412984,0
1413484,0
1413984,0
1414484,0
1414985,0
1415484,0
1415984,0
1416485,0
1416984,0
1417484,0
1417984,0
1418484,0
1418984,0
1419485,0
1419984,0
1420484,0
1420984,0
1421485,0
1421985,0
1422484,0
1422984,0
1423484,0
1423984,0
1424484,0
1424984,0
1425484,0
1425985,0
1426484,0
1426984,0
1427484,0
1427984,0
1428485,0
1428985,0
1429484,0
1429984,0
1430484,0
1430985,0
1431485,0
1431984,0
1432484,0
1432984,0
1433484,0
1433985,0
1434484,0
1434984,0
1435484,0
1435984,0
1436484,0
1436984,0
1437484,0
1437984,0
1438484,0
1438984,0
1439484,0
1439984,0
1440484,0
1440984,0
1441485,0
1441985,0
1442484,0
1442984,0
1443484,0
1443985,0
1444484,0
1444984,0
1445484,0
1445984,0
1446484,0
1446985,0
1447484,0
1447984,0
1448485,0
1448985,0
1449484,0
1449985,0
1450484,0
1450984,0
1451485,0
1451984,0
1452485,0
1452984,0
1453485,0
1453984,0
1454484,0
1454984,0
1455484,0
1455984,0
1456485,0
1456985,0
1457484,0
1457985,0
1458484,0
1458984,0
1459485,0
1459984,0
1460485,0
1460985,0
1461484,0
1461984,0
1462485,0
1462985,0
1463484,0
1463985,0
1464484,0
1464984,0
1465485,0
1465984,0
1466485,0
1466985,0
1467484,0
1467984,0
1468484,0
1468985,0
1469484,0
1469984,0
1470485,0
1470985,0
1471485,0
1471985,0
1472485,0
1472985,0
1473484,0
1473984,0
1474484,0
1474985,0
1475484,0
1475984,0
1476485,0
1476984,0
1477485,0
1477984,0
1478485,0
1478985,0
1479484,0
1479984,0
1480485,0
1480985,0
1481484,0
1481984,0
1482485,0
1482984,0
1483484,0
1483985,0
1484484,0
1484984,0
1485484,0
1485984,0
1486484,0
1486984,0
1487484,0
1487984,0
1488484,0
1488984,0
1489485,0
1489985,0
1490484,0
1490984,0
1491484,0
1491984,0
1492485,0
1492985,0
1493484,0
1493984,0
1494484,0
1494984,0
1495484,0
1495984,0
1496484,0
1496984,0
1497485,0
1497984,0
1498484,0
1498985,0
1499484,0
1499984,0
1500484,0
1500984,0
1501484,0
1501984,0
1502484,0
1502985,0
1503484,0
1503984,0
1504484,0
1504985,0
1505484,0
1505984,0
1506485,0
1506985,0
1507484,0
1507984,0
1508485,0
1508985,0
1509484,0
1509984,0
1510485,0
1510985,0
1511484,0
1511984,0
1512485,0
1512985,0
1513484,0
1513985,0
1514484,0
1514984,0
1515485,0
1515984,0
1516484,0
1516984,0
1517484,0
1517984,0
1518484,0
1518984,0
1519485,0
1519985,0
1520485,0
1520984,0
1521484,0
1521984,0
1522484,0
1522984,0
1523485,0
1523985,0
1524484,0
1524984,0
1525485,0
1525984,0
1526485,0
1526985,0
1527484,0
1527984,0
1528485,0
1528985,0
1529484,0
1529985,0
1530484,0
1530984,0
1531485,0
1531984,0
1532484,0
1532985,0
1533484,0
1533984,0
1534485,0
1534985,0
1535484,0
1535985,0
1536484,0
1536984,0
1537485,0
1537985,0
1538484,0
1538985,0
1539484,0
1539984,0
1540484,0
1540984,0
1541484,0
1541984,0
1542484,0
1542984,0
1543485,0
1543984,0
1544484,0
1544985,0
1545484,0
1545984,0
1546484,0
1546984,0
1547484,0
1547984,0
1548484,0
1548984,0
1549485,0
1549984,0
1550484,0
1550984,0
1551484,0
1551984,0
1552484,0
1552985,0
1553484,0
1553984,0
1554485,0
1554984,0
1555485,0
1555984,0
1556485,0
1556985,0
1557484,0
1557985,0
1558484,0
1558985,0
1559484,0
1559984,0
1560484,0
1560984,0
1561484,0
1561984,0
1562485,0
1562985,0
1563484,0
1563985,0
1564484,0
1564984,0
1565484,0
1565984,0
1566484,0
1566985,0
1567484,0
1567984,0
1568485,0
1568985,0
1569484,0
1569984,0
1570485,0
1570985,0
1571484,0
1571984,0
1572484,0
1572984,0
1573485,0
1573984,0
1574484,12
1574985,0
1575484,0
1575984,0
1576485,0
1576985,0
1577484,0
1577985,0
1578484,0
1578984,0
1579485,0
1579985,0
1580484,0
1580985,0
1581484,0
1581984,0
1582485,0
1582984,0
1583484,0
1583985,0
1584484,0
1584985,0
1585484,0
1585984,0
1586485,0
1586985,0
1587484,0
1587984,0
1588484,0
1588984,0
1589485,0
1589984,0
1590484,0
1590984,0
1591485,0
1591985,0
1592485,0
1592985,0
1593484,0
1593984,0
1594484,0
1594984,0
1595484,0
1595984,0
1596484,0
1596984,0
1597485,0
1597985,0
1598484,0
1598984,0
1599484,0
1599985,0
1600484,0
1600985,0
1601484,0
1601985,0
1602484,0
1602984,0
1603485,0
1603985,0
1604484,0
1604984,0
1605484,0
1605985,0
1606484,0
1606985,0
1607484,0
1607984,0
1608484,0
1608984,0
1609485,0
1609985,0
1610484,0
1610984,0
1611485,0
1611985,0
1612485,0
1612984,0
1613484,0
1613985,0
1614484,0
1614984,0
1615485,0
1615985,0
1616484,0
1616984,0
1617484,0
1617985,0
1618484,0
1618984,0
1619485,0
1619984,0
1620484,0
1620985,0
1621484,0
1621984,0
1622485,0
1622985,0
1623484,0
1623984,0
1624484,0
1624984,0
1625484,0
1625985,0
1626484,0
1626985,0
1627484,0
1627984,0
1628485,0
1628984,0
1629484,0
1629985,0
1630485,0
1630985,0
1631484,0
1631984,0
1632485,0
1632984,0
