dev_t_s,dev_t_us,seq,adc_34,adc_35,v_inst,i_inst,v1_mag,i1_mag,v1_angle_deg,i1_angle_deg,vi_angle_deg,fourier_valid,f_est_hz,norm_ready,norm_gain_v,norm_gain_i,oc_51_pickup,oc_50_pickup,oc_51_timer_s,oc_51_active,oc_50_trip,oc_51_trip,oc_trip,dist_line_z_ohm,dist_z1_ohm,dist_z2_ohm,dist_line_angle_deg,dist_z_mag_ohm,dist_z_angle_deg,dist_r_ohm,dist_x_ohm,dist_fault_pct,dist_z2_timer_s,dist_z1_trip,dist_z2_trip,dist_trip,dir67_direction,dir67_angle_deg,dir67_window_deg,dir67_power_w,dir67_prefault_power_w,dir67_power_min_w,dir67_permit,dir67_block_active,uv_pickup,ov_pickup,uv_timer_s,ov_timer_s,uv_trip,ov_trip,voltage_trip_code,cycle_id,cycle_update,quality_flags
33.220573425,33220573,10785,2309,2423,35939.066406250,48.438617706,215732.468750000,44.858383179,-31.590012,-15.066086,16.523926,1,60.816154,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,468,1,0
33.237701416,33237699,10809,2462,2431,180039.406250000,124.952835083,212845.671875000,52.035274506,-31.516998,-37.290604,-5.773605,1,58.390751,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,469,1,0
33.254138947,33254141,10832,2358,2426,82179.945312500,77.296928406,220913.812500000,47.240036011,-26.097504,8.082825,34.180328,1,60.819851,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,470,1,0
33.270572662,33270573,10855,2306,2426,33258.996093750,77.597854614,214680.343750000,48.608936310,-31.215317,-12.059204,19.156113,1,60.856865,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,471,1,0
33.286998749,33287001,10878,2278,2421,6922.314453125,30.101594925,217397.656250000,47.201469421,-36.531311,-34.647552,1.883759,1,60.871681,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,472,1,0
33.304126740,33304128,10902,2362,2431,85978.062500000,125.759559631,213536.796875000,43.218036652,-36.312683,-23.371765,12.940918,1,58.387341,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,473,1,0
33.320564270,33320566,10925,2303,2427,30469.527343750,87.693885803,218006.546875000,47.970870972,-32.137466,-4.384872,27.752594,1,60.834652,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,474,1,0
33.336994171,33336994,10948,2275,2419,4126.437500000,11.476356506,220737.578125000,53.582099915,-36.735535,-18.083069,18.652466,1,60.871681,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,475,1,0
33.354118347,33354119,10972,2354,2432,78516.859375000,135.849945068,220738.671875000,50.189460754,-37.222641,-29.146896,8.075745,1,58.394161,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,476,1,0
33.370555878,33370554,10995,2303,2427,30530.287109375,88.278793335,221025.703125000,49.523780823,-31.865250,-18.289520,13.575729,1,60.845757,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,477,1,0
33.386974335,33386976,11018,2278,2424,6998.541503906,59.789230347,220214.109375000,41.632274628,-36.445068,-15.564728,20.880341,1,60.893921,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,478,1,0
33.404106140,33404106,11042,2344,2423,69112.640625000,50.480144501,215117.187500000,48.852447510,-36.719589,-13.737488,22.982101,1,58.377117,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,479,1,0
33.420543671,33420543,11065,2298,2429,25837.509765625,107.830841064,218051.546875000,46.524120331,-32.282196,-17.331818,14.950378,1,60.838352,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,480,1,0
33.437675476,33437677,11089,2440,2428,159549.078125000,98.462417603,214599.515625000,47.353225708,-32.407532,-17.738373,14.669159,1,58.363487,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,481,1,0
33.454116821,33454117,11112,2336,2431,61653.527343750,127.279754639,218879.234375000,43.862613678,-27.411331,-9.393448,18.017883,1,60.827251,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,482,1,0
33.470535278,33470536,11135,2284,2428,12738.011718750,98.756286621,217543.687500000,45.678493500,-33.035828,-15.026871,18.008957,1,60.905048,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,483,1,0
33.487659454,33487658,11159,2424,2434,144566.203125000,156.075897217,214397.484375000,56.527629852,-32.983765,-6.533356,26.450409,1,58.404392,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,484,1,0
33.504096985,33504098,11182,2327,2432,53279.832031250,136.947708130,219195.609375000,55.927436829,-27.998047,-13.205688,14.792358,1,60.827251,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,485,1,0
33.520530701,33520530,11205,2286,2428,14717.129882812,98.947013855,220631.406250000,44.537147522,-33.490814,-10.580795,22.910019,1,60.856865,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,486,1,0
33.536960602,33536959,11228,2277,2420,6217.457519531,22.648956299,221908.750000000,46.839679718,-38.115662,-20.213348,17.902313,1,60.867977,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,487,1,0
33.553382874,33553385,11251,2273,2419,2382.411132812,13.209889412,228127.843750000,45.085388184,-42.448898,-28.871094,13.577805,1,60.879093,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,488,1,0
33.570510864,33570511,11275,2297,2426,24882.791015625,80.020851135,218558.671875000,42.754226685,-43.518524,-32.704620,10.813904,1,58.390751,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,489,1,0
33.586952209,33586950,11298,2274,2419,3129.213867188,13.277705193,227251.078125000,50.304897308,-39.425720,-27.387894,12.037827,1,60.830952,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,490,1,0
33.604064941,33604065,11322,2316,2426,42547.832031250,80.197448730,219237.234375000,41.328971863,-39.813065,-10.666824,29.146240,1,58.428280,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,491,1,0
33.620498657,33620500,11345,2298,2423,25530.373046875,51.666915894,223280.593750000,38.641361237,-35.144043,-28.982346,6.161697,1,60.845757,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,492,1,0
33.636917114,33636916,11368,2278,2418,6618.660156250,4.026543617,231253.109375000,52.087966919,-40.306213,-29.269730,11.036484,1,60.916180,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,493,1,0
33.654041290,33654038,11392,2297,2426,24484.931640625,80.458824158,230079.515625000,52.370220184,-40.700287,-33.472717,7.227570,1,58.404392,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,494,1,0
33.670463562,33670464,11415,2277,2418,5702.123046875,4.220100403,224547.375000000,41.295394897,-37.208450,-12.956741,24.251709,1,60.879093,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,495,1,0
33.687583923,33687583,11439,2353,2429,77270.609375000,109.271919250,220808.203125000,50.963581085,-36.908478,-15.034454,21.874023,1,58.414627,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,496,1,0
33.704021454,33704020,11462,2298,2431,25522.429687500,128.411422729,222032.671875000,49.463291168,-32.449799,-14.386780,18.063019,1,60.838352,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,497,1,0
33.720436096,33720437,11485,2278,2421,6687.780273438,33.054393768,221725.468750000,49.580513000,-36.896667,-21.070831,15.825836,1,60.912468,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,498,1,0
33.737564087,33737564,11509,2341,2430,65971.437500000,119.069847107,217431.343750000,48.156822205,-37.442413,-12.276093,25.166321,1,58.387341,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,499,1,0
33.754005432,33754003,11532,2294,2425,21738.804687500,71.483161926,217323.468750000,46.799037933,-32.980148,-12.233047,20.747101,1,60.830952,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,500,1,0
33.771129608,33771128,11556,2420,2429,140367.015625000,109.763587952,214995.828125000,42.042724609,-33.066208,-16.927078,16.139130,1,58.394161,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,501,1,0
33.787559509,33787562,11579,2328,2425,53748.621093750,71.524131775,214503.062500000,40.541431427,-28.946030,-20.539078,8.406952,1,60.849457,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,502,1,0
33.804000854,33804002,11602,2295,2417,22722.929687500,-4.802183151,220348.750000000,42.502937317,-33.545685,-20.092300,13.453384,1,60.827251,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,503,1,0
33.821128845,33821129,11626,2411,2433,131950.406250000,147.997390747,217101.375000000,39.854389191,-34.128021,-10.815155,23.312866,1,58.387341,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,504,1,0
33.837577820,33837577,11649,2328,2427,53836.136718750,90.730041504,220297.015625000,44.504776001,-29.579407,-16.821716,12.757690,1,60.797665,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,505,1,0
33.854007721,33854007,11672,2298,2425,25576.080078125,71.673896790,219952.906250000,41.679748535,-32.677917,-24.024643,8.653275,1,60.864273,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,506,1,0
33.870426178,33870429,11695,2280,2417,8523.223632812,-4.667965412,226573.781250000,50.319004059,-38.953964,-27.445877,11.508087,1,60.893921,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,507,1,0
33.886856079,33886857,11718,2274,2415,2816.083496094,-23.663362503,232300.140625000,46.249710083,-42.634644,-16.638275,25.996368,1,60.871681,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,508,1,0
33.903991699,33903993,11742,2293,2424,20672.181640625,62.404365540,228796.093750000,50.631923676,-43.506866,-33.308289,10.198578,1,58.356674,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,509,1,0
33.921142578,33921142,11766,2397,2430,118591.421875000,119.684425354,218161.718750000,38.734085083,-34.280075,-31.219574,3.060501,1,58.312439,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,510,1,0
33.936885834,33936885,11788,2275,2425,3749.761230469,71.973411560,228672.703125000,48.319435120,-33.786896,-23.509003,10.277893,1,63.520294,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,511,1,0
33.954006195,33954006,11812,2281,2426,9331.481445312,81.504310608,227255.609375000,49.533409119,-45.491119,-32.891708,12.599411,1,58.407803,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,512,1,0
33.971153259,33971153,11836,2381,2431,103481.734375000,129.191299438,218182.218750000,45.094329834,-35.522369,-12.631180,22.891190,1,58.319241,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,513,1,0
33.987598419,33987598,11859,2318,2428,44210.199218750,100.583068848,219670.562500000,51.482448578,-30.423889,-25.858078,4.565811,1,60.808758,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,514,1,0
34.004028320,34004027,11882,2288,2424,15979.685546875,62.525867462,222060.078125000,56.397075653,-35.316452,-15.616119,19.700333,1,60.867977,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,515,1,0
34.021167755,34021169,11906,2395,2428,116736.054687500,100.718696594,217415.328125000,40.522850037,-35.038727,-21.789459,13.249268,1,58.336250,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,516,1,0
34.037616730,34037618,11929,2320,2427,46150.156250000,91.299407959,220114.218750000,43.507480621,-29.828522,-18.645691,11.182831,1,60.793968,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,517,1,0
34.054046631,34054049,11952,2282,2427,10406.465820312,91.252784729,222831.406250000,44.661392212,-34.711319,-23.447525,11.263794,1,60.860569,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,518,1,0
34.071178436,34071179,11976,2386,2431,108343.406250000,129.524734497,220174.187500000,53.233112335,-35.588043,-22.815430,12.772614,1,58.377117,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,519,1,0
34.087623596,34087623,11999,2312,2427,38731.042968750,91.497207642,221179.484375000,56.578845978,-30.693436,-6.110703,24.582733,1,60.812454,1,1.516002059,0.829075456,1428.850708008,1558.746337891,0.000000000,0,0,0,0,52.124961853,41.699970245,62.549957275,86.636002,284.474761963,14.476501,275.442749023,71.113838196,545.755310059,0.000000000,0,0,0,forward,86.636002,90.000000,483037056.000000000,483037056.000000000,10000.000000000,0,0,230622.312500000,281871.718750000,0.000000000,0.000000000,0,0,NONE,520,1,0
