sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI,state
0,0,0,1655,2233,1465,2085,1.346000,1.821000,0,0,LOOP
1,500,500,1822,2115,1657,1967,1.470000,1.727000,0,0,LOOP
2,1000,500,1996,1994,1822,1841,1.607000,1.625000,0,0,LOOP
3,1500,500,2177,1872,1989,1725,1.744000,1.532000,0,0,LOOP
4,2000,500,2358,1760,2160,1612,1.881000,1.439000,0,0,LOOP
5,2500,500,2525,1660,2318,1522,2.004000,1.365000,0,0,LOOP
6,3000,500,2673,1579,2451,1421,2.115000,1.281000,0,0,LOOP
7,3500,500,2796,1513,2559,1363,2.204000,1.237000,0,0,LOOP
8,4000,500,2893,1456,2668,1300,2.287000,1.189000,0,0,LOOP
9,4500,500,2961,1419,2736,1278,2.339000,1.158000,0,0,LOOP
10,5000,500,3003,1411,2774,1253,2.375000,1.148000,0,0,LOOP
11,5500,500,3007,1420,2775,1267,2.380000,1.160000,0,0,LOOP
12,6000,500,2979,1465,2753,1313,2.356000,1.198000,0,0,LOOP
13,6500,500,2913,1528,2694,1390,2.306000,1.250000,0,0,LOOP
14,7000,500,2815,1595,2596,1420,2.229000,1.300000,0,0,LOOP
15,7500,500,2690,1685,2470,1533,2.138000,1.377000,0,0,LOOP
16,8000,500,2544,1781,2333,1628,2.026000,1.456000,0,0,LOOP
17,8500,500,2385,1905,2185,1744,1.898000,1.565000,0,0,LOOP
18,9000,500,2218,2026,2031,1874,1.771000,1.646000,0,0,LOOP
19,9500,500,2039,2144,1867,1997,1.637000,1.736000,0,0,LOOP
20,10000,500,1858,2266,1691,2115,1.499000,1.844000,0,0,LOOP
21,10500,500,1679,2367,1517,2213,1.367000,1.921000,0,0,LOOP
22,11000,500,1518,2466,1365,2315,1.234000,2.011000,0,0,LOOP
23,11500,500,1377,2541,1227,2394,1.129000,2.073000,0,0,LOOP
24,12000,500,1265,2603,1117,2450,1.045000,2.115000,0,0,LOOP
25,12500,500,1176,2653,1035,2496,0.977000,2.153000,0,0,LOOP
26,13000,500,1115,2685,974,2523,0.928000,2.188000,0,0,LOOP
27,13500,500,1087,2684,951,2534,0.903000,2.180000,0,0,LOOP
28,14000,500,1094,2662,952,2507,0.912000,2.162000,0,0,LOOP
29,14500,500,1133,2605,985,2450,0.939000,2.117000,0,0,LOOP
30,15000,500,1211,2548,1072,2379,1.002000,2.071000,0,0,LOOP
31,15500,500,1319,2475,1168,2319,1.083000,2.022000,0,0,LOOP
32,16000,500,1451,2385,1294,2230,1.183000,1.939000,0,0,LOOP
0,16500,500,1655,2233,1488,2082,1.340000,1.819000,0,0,LOOP
1,17000,500,1822,2115,1652,1950,1.477000,1.729000,0,0,LOOP
2,17500,500,1996,1994,1817,1850,1.607000,1.625000,0,0,LOOP
3,18000,500,2177,1872,1985,1722,1.738000,1.525000,0,0,LOOP
4,18500,500,2358,1760,2160,1610,1.882000,1.440000,0,0,LOOP
5,19000,500,2525,1660,2314,1520,2.005000,1.359000,0,0,LOOP
6,19500,500,2673,1579,2448,1423,2.114000,1.297000,0,0,LOOP
7,20000,500,2796,1513,2559,1355,2.204000,1.237000,0,0,LOOP
8,20500,500,2893,1456,2668,1301,2.290000,1.191000,0,0,LOOP
9,21000,500,2961,1419,2727,1267,2.336000,1.164000,0,0,LOOP
10,21500,500,3003,1411,2768,1263,2.375000,1.160000,0,0,LOOP
11,22000,500,3007,1420,2779,1263,2.372000,1.164000,0,0,LOOP
12,22500,500,2979,1465,2752,1305,2.360000,1.199000,0,0,LOOP
13,23000,500,2913,1528,2684,1375,2.307000,1.242000,0,0,LOOP
14,23500,500,2815,1595,2594,1453,2.235000,1.305000,0,0,LOOP
15,24000,500,2690,1685,2471,1530,2.129000,1.371000,0,0,LOOP
16,24500,500,2544,1781,2335,1629,2.026000,1.453000,0,0,LOOP
17,25000,500,2385,1905,2190,1747,1.904000,1.561000,0,0,LOOP
18,25500,500,2218,2026,2028,1872,1.777000,1.650000,0,0,LOOP
19,26000,500,2039,2144,1861,1989,1.640000,1.748000,0,0,LOOP
20,26500,500,1858,2266,1688,2113,1.500000,1.846000,0,0,LOOP
21,27000,500,1679,2367,1517,2209,1.367000,1.929000,0,0,LOOP
22,27500,500,1518,2466,1361,2315,1.237000,1.999000,0,0,LOOP
23,28000,500,1377,2541,1227,2384,1.127000,2.067000,0,0,LOOP
24,28500,500,1265,2603,1119,2450,1.045000,2.115000,0,0,LOOP
25,29000,500,1176,2653,1040,2496,0.975000,2.150000,0,0,LOOP
26,29500,500,1115,2685,965,2528,0.919000,2.179000,0,0,LOOP
27,30000,500,1087,2684,944,2527,0.908000,2.178000,0,0,LOOP
28,30500,500,1094,2662,955,2508,0.911000,2.164000,0,0,LOOP
29,31000,500,1133,2605,988,2448,0.938000,2.114000,0,0,LOOP
30,31500,500,1211,2548,1067,2401,1.004000,2.067000,0,0,LOOP
31,32000,500,1319,2475,1168,2319,1.085000,2.007000,0,0,LOOP
32,32500,500,1451,2385,1295,2234,1.186000,1.939000,0,0,LOOP
0,33000,500,1655,2233,1485,2086,1.342000,1.822000,0,0,LOOP
1,33500,500,1822,2115,1657,1968,1.454000,1.717000,0,0,LOOP
2,34000,500,1996,1994,1811,1849,1.603000,1.624000,0,0,LOOP
3,34500,500,2177,1872,1982,1723,1.736000,1.531000,0,0,LOOP
4,35000,500,2358,1760,2159,1616,1.882000,1.431000,0,0,LOOP
5,35500,500,2525,1660,2312,1504,2.002000,1.350000,0,0,LOOP
6,36000,500,2673,1579,2451,1414,2.119000,1.288000,0,0,LOOP
7,36500,500,2796,1513,2559,1357,2.204000,1.236000,0,0,LOOP
8,37000,500,2893,1456,2671,1306,2.284000,1.186000,0,0,LOOP
9,37500,500,2961,1419,2727,1264,2.341000,1.163000,0,0,LOOP
10,38000,500,3003,1411,2775,1259,2.370000,1.150000,0,0,LOOP
11,38500,500,3007,1420,2772,1263,2.379000,1.160000,0,0,LOOP
12,39000,500,2979,1465,2752,1315,2.355000,1.202000,0,0,LOOP
13,39500,500,2913,1528,2690,1374,2.307000,1.238000,0,0,LOOP
14,40000,500,2815,1595,2592,1438,2.237000,1.297000,0,0,LOOP
15,40500,500,2690,1685,2480,1535,2.134000,1.378000,0,0,LOOP
16,41000,500,2544,1781,2336,1620,2.024000,1.453000,0,0,LOOP
17,41500,500,2385,1905,2194,1750,1.906000,1.539000,0,0,LOOP
18,42000,500,2218,2026,2023,1878,1.775000,1.646000,0,0,LOOP
19,42500,500,2039,2144,1859,1988,1.636000,1.749000,0,0,LOOP
20,43000,500,1858,2266,1691,2114,1.498000,1.844000,0,0,LOOP
21,43500,500,1679,2367,1514,2207,1.361000,1.919000,0,0,LOOP
22,44000,500,1518,2466,1360,2295,1.238000,1.995000,0,0,LOOP
23,44500,500,1377,2541,1232,2384,1.131000,2.064000,0,0,LOOP
24,45000,500,1265,2603,1125,2445,1.042000,2.109000,0,0,LOOP
25,45500,500,1176,2653,1040,2502,0.975000,2.149000,0,0,LOOP
26,46000,500,1115,2685,976,2514,0.917000,2.188000,0,0,LOOP
27,46500,500,1087,2684,944,2523,0.906000,2.177000,0,0,LOOP
28,47000,500,1094,2662,949,2503,0.905000,2.161000,0,0,LOOP
29,47500,500,1133,2605,992,2452,0.940000,2.113000,0,0,LOOP
30,48000,500,1211,2548,1062,2388,1.006000,2.073000,0,0,LOOP
31,48500,500,1319,2475,1167,2319,1.086000,2.011000,0,0,LOOP
32,49000,500,1451,2385,1293,2227,1.186000,1.934000,0,0,LOOP
0,49500,500,1655,2233,1487,2087,1.342000,1.820000,0,0,LOOP
1,50000,500,1822,2115,1661,1939,1.475000,1.733000,0,0,LOOP
2,50500,500,1996,1994,1810,1840,1.603000,1.622000,0,0,LOOP
3,51000,500,2177,1872,1985,1715,1.740000,1.527000,0,0,LOOP
4,51500,500,2358,1760,2156,1607,1.881000,1.435000,0,0,LOOP
5,52000,500,2525,1660,2310,1505,2.005000,1.353000,0,0,LOOP
6,52500,500,2673,1579,2460,1420,2.118000,1.292000,0,0,LOOP
7,53000,500,2796,1513,2559,1361,2.204000,1.240000,0,0,LOOP
8,53500,500,2893,1456,2672,1297,2.292000,1.186000,0,0,LOOP
9,54000,500,2961,1419,2731,1264,2.345000,1.159000,0,0,LOOP
10,54500,500,3003,1411,2780,1248,2.372000,1.158000,0,0,LOOP
11,55000,500,3007,1420,2777,1264,2.374000,1.161000,0,0,LOOP
12,55500,500,2979,1465,2749,1309,2.359000,1.196000,0,0,LOOP
13,56000,500,2913,1528,2683,1378,2.305000,1.258000,0,0,LOOP
14,56500,500,2815,1595,2599,1433,2.233000,1.299000,0,0,LOOP
15,57000,500,2690,1685,2474,1535,2.138000,1.372000,0,0,LOOP
16,57500,500,2544,1781,2337,1639,2.022000,1.454000,0,0,LOOP
17,58000,500,2385,1905,2180,1745,1.903000,1.550000,0,0,LOOP
18,58500,500,2218,2026,2033,1875,1.767000,1.650000,0,0,LOOP
19,59000,500,2039,2144,1858,1987,1.639000,1.743000,0,0,LOOP
20,59500,500,1858,2266,1689,2113,1.501000,1.843000,0,0,LOOP
21,60000,500,1679,2367,1514,2206,1.359000,1.922000,0,0,LOOP
22,60500,500,1518,2466,1360,2305,1.240000,2.003000,0,0,LOOP
23,61000,500,1377,2541,1232,2395,1.135000,2.064000,0,0,LOOP
24,61500,500,1265,2603,1121,2448,1.046000,2.113000,0,0,LOOP
25,62000,500,1176,2653,1039,2489,0.966000,2.166000,0,0,LOOP
26,62500,500,1115,2685,973,2525,0.927000,2.192000,0,0,LOOP
27,63000,500,1087,2684,949,2530,0.903000,2.179000,0,0,LOOP
28,63500,500,1094,2662,950,2511,0.910000,2.164000,0,0,LOOP
29,64000,500,1133,2605,983,2436,0.940000,2.117000,0,0,LOOP
30,64500,500,1211,2548,1071,2410,1.004000,2.066000,0,0,LOOP
31,65000,500,1319,2475,1171,2316,1.083000,2.015000,0,0,LOOP
32,65500,500,1451,2385,1299,2231,1.191000,1.938000,0,0,LOOP
0,66000,500,1655,2233,1487,2086,1.339000,1.822000,0,0,LOOP
1,66500,500,1822,2115,1653,1957,1.470000,1.725000,0,0,LOOP
2,67000,500,1996,1994,1812,1840,1.603000,1.622000,0,0,LOOP
3,67500,500,2177,1872,1994,1728,1.736000,1.533000,0,0,LOOP
4,68000,500,2358,1760,2158,1605,1.874000,1.439000,0,0,LOOP
5,68500,500,2525,1660,2315,1503,2.010000,1.354000,0,0,LOOP
6,69000,500,2673,1579,2455,1424,2.118000,1.285000,0,0,LOOP
7,69500,500,2796,1513,2559,1366,2.204000,1.238000,0,0,LOOP
8,70000,500,2893,1456,2672,1300,2.289000,1.186000,0,0,LOOP
9,70500,500,2961,1419,2735,1263,2.343000,1.161000,0,0,LOOP
10,71000,500,3003,1411,2767,1244,2.376000,1.154000,0,0,LOOP
11,71500,500,3007,1420,2765,1264,2.375000,1.160000,0,0,LOOP
12,72000,500,2979,1465,2745,1328,2.358000,1.194000,0,0,LOOP
13,72500,500,2913,1528,2686,1374,2.306000,1.249000,0,0,LOOP
14,73000,500,2815,1595,2594,1433,2.232000,1.295000,0,0,LOOP
15,73500,500,2690,1685,2479,1535,2.139000,1.359000,0,0,LOOP
16,74000,500,2544,1781,2341,1631,2.019000,1.452000,0,0,LOOP
17,74500,500,2385,1905,2191,1749,1.903000,1.553000,0,0,LOOP
18,75000,500,2218,2026,2029,1871,1.774000,1.650000,0,0,LOOP
19,75500,500,2039,2144,1858,1997,1.637000,1.742000,0,0,LOOP
20,76000,500,1858,2266,1685,2114,1.500000,1.846000,0,0,LOOP
21,76500,500,1679,2367,1513,2213,1.359000,1.925000,0,0,LOOP
22,77000,500,1518,2466,1360,2311,1.240000,2.004000,0,0,LOOP
23,77500,500,1377,2541,1231,2389,1.132000,2.059000,0,0,LOOP
24,78000,500,1265,2603,1130,2449,1.047000,2.114000,0,0,LOOP
25,78500,500,1176,2653,1037,2496,0.980000,2.153000,0,0,LOOP
26,79000,500,1115,2685,976,2529,0.927000,2.179000,0,0,LOOP
27,79500,500,1087,2684,946,2514,0.902000,2.179000,0,0,LOOP
28,80000,500,1094,2662,957,2499,0.911000,2.176000,0,0,LOOP
29,80500,500,1133,2605,982,2448,0.932000,2.115000,0,0,LOOP
30,81000,500,1211,2548,1072,2391,1.003000,2.071000,0,0,LOOP
31,81500,500,1319,2475,1167,2321,1.083000,2.004000,0,0,LOOP
32,82000,500,1451,2385,1301,2227,1.184000,1.932000,0,0,LOOP
0,82500,500,1655,2233,1491,2085,1.344000,1.820000,0,0,LOOP
1,83000,500,1822,2115,1654,1962,1.475000,1.725000,0,0,LOOP
2,83500,500,1996,1994,1819,1839,1.599000,1.630000,0,0,LOOP
3,84000,500,2177,1872,1981,1714,1.738000,1.525000,0,0,LOOP
4,84500,500,2358,1760,2159,1616,1.873000,1.438000,0,0,LOOP
5,85000,500,2525,1660,2317,1504,2.003000,1.352000,0,0,LOOP
6,85500,500,2673,1579,2459,1424,2.115000,1.290000,0,0,LOOP
7,86000,500,2796,1513,2559,1360,2.221000,1.226000,0,0,LOOP
8,86500,500,2893,1456,2669,1297,2.287000,1.189000,0,0,LOOP
9,87000,500,2961,1419,2735,1264,2.345000,1.158000,0,0,LOOP
10,87500,500,3003,1411,2775,1254,2.372000,1.153000,0,0,LOOP
11,88000,500,3007,1420,2773,1274,2.374000,1.165000,0,0,LOOP
12,88500,500,2979,1465,2736,1311,2.355000,1.197000,0,0,LOOP
13,89000,500,2913,1528,2683,1373,2.304000,1.243000,0,0,LOOP
14,89500,500,2815,1595,2593,1446,2.230000,1.298000,0,0,LOOP
15,90000,500,2690,1685,2470,1535,2.134000,1.368000,0,0,LOOP
16,90500,500,2544,1781,2335,1627,2.025000,1.445000,0,0,LOOP
17,91000,500,2385,1905,2189,1749,1.906000,1.553000,0,0,LOOP
18,91500,500,2218,2026,2032,1872,1.772000,1.650000,0,0,LOOP
19,92000,500,2039,2144,1856,1989,1.627000,1.739000,0,0,LOOP
20,92500,500,1858,2266,1687,2111,1.496000,1.845000,0,0,LOOP
21,93000,500,1679,2367,1515,2213,1.359000,1.922000,0,0,LOOP
22,93500,500,1518,2466,1361,2310,1.238000,2.001000,0,0,LOOP
23,94000,500,1377,2541,1235,2361,1.135000,2.063000,0,0,LOOP
24,94500,500,1265,2603,1129,2442,1.047000,2.114000,0,0,LOOP
25,95000,500,1176,2653,1040,2497,0.977000,2.150000,0,0,LOOP
26,95500,500,1115,2685,976,2528,0.929000,2.179000,0,0,LOOP
27,96000,500,1087,2684,944,2533,0.903000,2.183000,0,0,LOOP
28,96500,500,1094,2662,942,2496,0.908000,2.165000,0,0,LOOP
29,97000,500,1133,2605,988,2449,0.940000,2.113000,0,0,LOOP
30,97500,500,1211,2548,1072,2397,1.002000,2.067000,0,0,LOOP
31,98000,500,1319,2475,1171,2322,1.079000,2.013000,0,0,LOOP
32,98500,500,1451,2385,1296,2219,1.186000,1.947000,0,0,LOOP
0,99000,500,1655,2233,1492,2081,1.339000,1.819000,0,0,LOOP
1,99500,500,1822,2115,1656,1963,1.471000,1.722000,0,0,LOOP
2,100000,500,1996,1994,1810,1840,1.601000,1.624000,0,0,LOOP
3,100500,500,2177,1872,1994,1715,1.739000,1.525000,0,0,LOOP
4,101000,500,2358,1760,2169,1614,1.882000,1.443000,0,0,LOOP
5,101500,500,2525,1660,2319,1510,2.009000,1.349000,0,0,LOOP
6,102000,500,2673,1579,2448,1424,2.117000,1.284000,0,0,LOOP
7,102500,500,2796,1513,2559,1338,2.204000,1.223000,0,0,LOOP
8,103000,500,2893,1456,2662,1302,2.290000,1.191000,0,0,LOOP
9,103500,500,2961,1419,2735,1265,2.343000,1.160000,0,0,LOOP
10,104000,500,3003,1411,2777,1258,2.378000,1.160000,0,0,LOOP
11,104500,500,3007,1420,2769,1254,2.381000,1.163000,0,0,LOOP
12,105000,500,2979,1465,2747,1303,2.357000,1.192000,0,0,LOOP
13,105500,500,2913,1528,2685,1375,2.308000,1.251000,0,0,LOOP
14,106000,500,2815,1595,2597,1434,2.229000,1.301000,0,0,LOOP
15,106500,500,2690,1685,2465,1524,2.138000,1.367000,0,0,LOOP
16,107000,500,2544,1781,2334,1619,2.024000,1.460000,0,0,LOOP
17,107500,500,2385,1905,2190,1750,1.900000,1.553000,0,0,LOOP
18,108000,500,2218,2026,2023,1872,1.775000,1.650000,0,0,LOOP
19,108500,500,2039,2144,1865,2000,1.637000,1.743000,0,0,LOOP
20,109000,500,1858,2266,1683,2117,1.500000,1.856000,0,0,LOOP
21,109500,500,1679,2367,1520,2214,1.365000,1.923000,0,0,LOOP
22,110000,500,1518,2466,1362,2310,1.238000,2.004000,0,0,LOOP
23,110500,500,1377,2541,1227,2377,1.126000,2.065000,0,0,LOOP
24,111000,500,1265,2603,1111,2462,1.048000,2.114000,0,0,LOOP
25,111500,500,1176,2653,1038,2497,0.976000,2.160000,0,0,LOOP
26,112000,500,1115,2685,977,2529,0.923000,2.183000,0,0,LOOP
27,112500,500,1087,2684,948,2521,0.903000,2.167000,0,0,LOOP
28,113000,500,1094,2662,951,2509,0.910000,2.167000,0,0,LOOP
29,113500,500,1133,2605,991,2448,0.935000,2.116000,0,0,LOOP
30,114000,500,1211,2548,1069,2392,1.006000,2.068000,0,0,LOOP
31,114500,500,1319,2475,1174,2323,1.081000,2.009000,0,0,LOOP
32,115000,500,1451,2385,1296,2234,1.187000,1.943000,0,0,LOOP
0,115500,500,1655,2233,1483,2080,1.340000,1.825000,0,0,LOOP
1,116000,500,1822,2115,1648,1966,1.470000,1.719000,0,0,LOOP
2,116500,500,1996,1994,1815,1846,1.603000,1.624000,0,0,LOOP
3,117000,500,2177,1872,1983,1727,1.740000,1.526000,0,0,LOOP
4,117500,500,2358,1760,2161,1613,1.886000,1.446000,0,0,LOOP
5,118000,500,2525,1660,2318,1507,2.006000,1.357000,0,0,LOOP
6,118500,500,2673,1579,2460,1429,2.119000,1.291000,0,0,LOOP
7,119000,500,2796,1513,2559,1365,2.204000,1.251000,0,0,LOOP
8,119500,500,2893,1456,2663,1303,2.290000,1.191000,0,0,LOOP
9,120000,500,2961,1419,2734,1266,2.341000,1.160000,0,0,LOOP
10,120500,500,3003,1411,2771,1261,2.372000,1.155000,0,0,LOOP
11,121000,500,3007,1420,2771,1262,2.374000,1.160000,0,0,LOOP
12,121500,500,2979,1465,2753,1306,2.352000,1.195000,0,0,LOOP
13,122000,500,2913,1528,2687,1371,2.308000,1.250000,0,0,LOOP
14,122500,500,2815,1595,2600,1445,2.230000,1.302000,0,0,LOOP
15,123000,500,2690,1685,2473,1535,2.131000,1.393000,0,0,LOOP
16,123500,500,2544,1781,2335,1648,2.017000,1.453000,0,0,LOOP
17,124000,500,2385,1905,2185,1751,1.906000,1.555000,0,0,LOOP
18,124500,500,2218,2026,2027,1840,1.771000,1.649000,0,0,LOOP
19,125000,500,2039,2144,1859,1995,1.628000,1.749000,0,0,LOOP
20,125500,500,1858,2266,1690,2099,1.497000,1.835000,0,0,LOOP
21,126000,500,1679,2367,1515,2215,1.362000,1.931000,0,0,LOOP
22,126500,500,1518,2466,1363,2314,1.238000,2.001000,0,0,LOOP
23,127000,500,1377,2541,1224,2391,1.134000,2.067000,0,0,LOOP
24,127500,500,1265,2603,1122,2448,1.049000,2.109000,0,0,LOOP
25,128000,500,1176,2653,1038,2491,0.972000,2.153000,0,0,LOOP
26,128500,500,1115,2685,969,2529,0.927000,2.178000,0,0,LOOP
27,129000,500,1087,2684,954,2531,0.907000,2.174000,0,0,LOOP
28,129500,500,1094,2662,947,2499,0.907000,2.155000,0,0,LOOP
29,130000,500,1133,2605,992,2448,0.936000,2.113000,0,0,LOOP
30,130500,500,1211,2548,1072,2396,1.004000,2.067000,0,0,LOOP
31,131000,500,1319,2475,1169,2329,1.081000,2.001000,0,0,LOOP
32,131500,500,1451,2385,1296,2225,1.184000,1.936000,0,0,LOOP
0,132000,500,1655,2233,1488,2076,1.341000,1.822000,0,0,LOOP
1,132500,500,1822,2115,1648,1959,1.470000,1.723000,0,0,LOOP
2,133000,500,1996,1994,1813,1841,1.606000,1.624000,0,0,LOOP
3,133500,500,2177,1872,1987,1713,1.739000,1.532000,0,0,LOOP
4,134000,500,2358,1760,2162,1606,1.882000,1.440000,0,0,LOOP
5,134500,500,2525,1660,2320,1509,2.010000,1.354000,0,0,LOOP
6,135000,500,2673,1579,2457,1428,2.114000,1.289000,0,0,LOOP
7,135500,500,2796,1513,2559,1370,2.204000,1.245000,0,0,LOOP
8,136000,500,2893,1456,2671,1312,2.292000,1.192000,0,0,LOOP
9,136500,500,2961,1419,2736,1263,2.341000,1.159000,0,0,LOOP
10,137000,500,3003,1411,2770,1253,2.377000,1.159000,0,0,LOOP
11,137500,500,3007,1420,2784,1266,2.381000,1.172000,0,0,LOOP
12,138000,500,2979,1465,2743,1321,2.359000,1.196000,0,0,LOOP
13,138500,500,2913,1528,2685,1373,2.305000,1.251000,0,0,LOOP
14,139000,500,2815,1595,2598,1439,2.229000,1.305000,0,0,LOOP
15,139500,500,2690,1685,2480,1520,2.129000,1.379000,0,0,LOOP
16,140000,500,2544,1781,2331,1627,2.026000,1.445000,0,0,LOOP
17,140500,500,2385,1905,2192,1750,1.903000,1.553000,0,0,LOOP
18,141000,500,2218,2026,2032,1872,1.778000,1.650000,0,0,LOOP
19,141500,500,2039,2144,1866,2001,1.628000,1.751000,0,0,LOOP
20,142000,500,1858,2266,1683,2106,1.503000,1.853000,0,0,LOOP
21,142500,500,1679,2367,1519,2218,1.363000,1.926000,0,0,LOOP
22,143000,500,1518,2466,1360,2307,1.238000,2.001000,0,0,LOOP
23,143500,500,1377,2541,1227,2398,1.132000,2.075000,0,0,LOOP
24,144000,500,1265,2603,1130,2435,1.049000,2.141000,0,0,LOOP
25,144500,500,1176,2653,1031,2498,0.979000,2.157000,0,0,LOOP
26,145000,500,1115,2685,976,2532,0.924000,2.176000,0,0,LOOP
27,145500,500,1087,2684,943,2605,0.903000,2.178000,0,0,LOOP
28,146000,500,1094,2662,949,2495,0.905000,2.158000,0,0,LOOP
29,146500,500,1133,2605,983,2455,0.934000,2.114000,0,0,LOOP
30,147000,500,1211,2548,1072,2395,1.001000,2.071000,0,0,LOOP
31,147500,500,1319,2475,1171,2320,1.085000,2.002000,0,0,LOOP
32,148000,500,1451,2385,1293,2234,1.184000,1.935000,0,0,LOOP
0,148500,500,1655,2233,1489,2085,1.339000,1.820000,0,0,LOOP
1,149000,500,1822,2115,1654,1963,1.475000,1.720000,0,0,LOOP
2,149500,500,1996,1994,1812,1846,1.599000,1.624000,0,0,LOOP
3,150000,500,2177,1872,1987,1693,1.736000,1.534000,0,0,LOOP
4,150500,500,2358,1760,2159,1600,1.882000,1.431000,0,0,LOOP
5,151000,500,2525,1660,2318,1508,2.004000,1.353000,0,0,LOOP
6,151500,500,2673,1579,2451,1422,2.113000,1.289000,0,0,LOOP
7,152000,500,2796,1513,2559,1371,2.204000,1.246000,0,0,LOOP
8,152500,500,2893,1456,2667,1302,2.295000,1.193000,0,0,LOOP
9,153000,500,2961,1419,2735,1264,2.345000,1.161000,0,0,LOOP
10,153500,500,3003,1411,2778,1257,2.376000,1.155000,0,0,LOOP
11,154000,500,3007,1420,2775,1269,2.373000,1.168000,0,0,LOOP
12,154500,500,2979,1465,2746,1311,2.357000,1.196000,0,0,LOOP
13,155000,500,2913,1528,2688,1375,2.304000,1.248000,0,0,LOOP
14,155500,500,2815,1595,2594,1433,2.234000,1.304000,0,0,LOOP
15,156000,500,2690,1685,2473,1503,2.137000,1.368000,0,0,LOOP
16,156500,500,2544,1781,2337,1627,2.025000,1.460000,0,0,LOOP
17,157000,500,2385,1905,2181,1753,1.906000,1.553000,0,0,LOOP
18,157500,500,2218,2026,2027,1872,1.777000,1.651000,0,0,LOOP
19,158000,500,2039,2144,1863,1991,1.640000,1.746000,0,0,LOOP
20,158500,500,1858,2266,1680,2118,1.495000,1.845000,0,0,LOOP
21,159000,500,1679,2367,1514,2210,1.363000,1.930000,0,0,LOOP
22,159500,500,1518,2466,1364,2309,1.238000,2.005000,0,0,LOOP
23,160000,500,1377,2541,1229,2378,1.126000,2.077000,0,0,LOOP
24,160500,500,1265,2603,1115,2448,1.045000,2.113000,0,0,LOOP
25,161000,500,1176,2653,1041,2496,0.984000,2.153000,0,0,LOOP
26,161500,500,1115,2685,975,2531,0.928000,2.181000,0,0,LOOP
27,162000,500,1087,2684,946,2527,0.907000,2.180000,0,0,LOOP
28,162500,500,1094,2662,957,2500,0.911000,2.159000,0,0,LOOP
29,163000,500,1133,2605,983,2445,0.941000,2.113000,0,0,LOOP
30,163500,500,1211,2548,1071,2393,1.005000,2.070000,0,0,LOOP
31,164000,500,1319,2475,1170,2295,1.083000,2.011000,0,0,LOOP
32,164500,500,1451,2385,1295,2224,1.185000,1.936000,0,0,LOOP
0,165000,500,1655,2233,1492,2073,1.349000,1.814000,0,0,LOOP
1,165500,500,1822,2115,1648,1967,1.472000,1.723000,0,0,LOOP
2,166000,500,1996,1994,1818,1847,1.601000,1.624000,0,0,LOOP
3,166500,500,2177,1872,1979,1719,1.740000,1.528000,0,0,LOOP
4,167000,500,2358,1760,2160,1599,1.882000,1.446000,0,0,LOOP
5,167500,500,2525,1660,2322,1503,2.006000,1.355000,0,0,LOOP
6,168000,500,2673,1579,2462,1420,2.114000,1.289000,0,0,LOOP
7,168500,500,2796,1513,2559,1355,2.223000,1.236000,0,0,LOOP
8,169000,500,2893,1456,2666,1289,2.285000,1.189000,0,0,LOOP
9,169500,500,2961,1419,2730,1264,2.341000,1.160000,0,0,LOOP
10,170000,500,3003,1411,2772,1260,2.372000,1.153000,0,0,LOOP
11,170500,500,3007,1420,2778,1276,2.374000,1.163000,0,0,LOOP
12,171000,500,2979,1465,2745,1298,2.354000,1.205000,0,0,LOOP
13,171500,500,2913,1528,2688,1376,2.307000,1.250000,0,0,LOOP
14,172000,500,2815,1595,2594,1435,2.231000,1.303000,0,0,LOOP
15,172500,500,2690,1685,2474,1520,2.128000,1.378000,0,0,LOOP
16,173000,500,2544,1781,2332,1633,2.013000,1.452000,0,0,LOOP
17,173500,500,2385,1905,2178,1755,1.906000,1.547000,0,0,LOOP
18,174000,500,2218,2026,2023,1872,1.777000,1.650000,0,0,LOOP
19,174500,500,2039,2144,1856,1993,1.643000,1.738000,0,0,LOOP
20,175000,500,1858,2266,1686,2111,1.505000,1.845000,0,0,LOOP
21,175500,500,1679,2367,1517,2224,1.366000,1.925000,0,0,LOOP
22,176000,500,1518,2466,1361,2308,1.238000,2.007000,0,0,LOOP
23,176500,500,1377,2541,1226,2387,1.129000,2.064000,0,0,LOOP
24,177000,500,1265,2603,1118,2458,1.044000,2.116000,0,0,LOOP
25,177500,500,1176,2653,1039,2496,0.977000,2.145000,0,0,LOOP
26,178000,500,1115,2685,969,2529,0.924000,2.179000,0,0,LOOP
27,178500,500,1087,2684,945,2525,0.910000,2.171000,0,0,LOOP
28,179000,500,1094,2662,955,2496,0.913000,2.173000,0,0,LOOP
29,179500,500,1133,2605,991,2446,0.941000,2.107000,0,0,LOOP
30,180000,500,1211,2548,1069,2390,1.006000,2.067000,0,0,LOOP
31,180500,500,1319,2475,1168,2320,1.085000,2.009000,0,0,LOOP
32,181000,500,1451,2385,1300,2226,1.186000,1.936000,0,0,LOOP
0,181500,500,1655,2233,1488,2080,1.342000,1.820000,0,0,LOOP
1,182000,500,1822,2115,1649,1959,1.469000,1.723000,0,0,LOOP
2,182500,500,1996,1994,1808,1840,1.603000,1.622000,0,0,LOOP
3,183000,500,2177,1872,1984,1712,1.732000,1.535000,0,0,LOOP
4,183500,500,2358,1760,2161,1600,1.882000,1.434000,0,0,LOOP
