sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI,state
26,673000,500,1115,2685,975,2535,0.915000,2.174000,0,0,LOOP
27,673500,500,1087,2684,957,2512,0.906000,2.179000,0,0,LOOP
28,674000,500,1094,2662,955,2510,0.915000,2.162000,0,0,LOOP
29,674500,500,1133,2605,991,2453,0.942000,2.115000,0,0,LOOP
30,675000,500,1211,2548,1067,2395,1.005000,2.063000,0,0,LOOP
31,675500,500,1319,2475,1169,2322,1.081000,2.009000,0,0,LOOP
32,676000,500,1451,2385,1293,2226,1.186000,1.935000,0,0,LOOP
0,676500,500,1655,2233,1490,2082,1.341000,1.816000,0,0,LOOP
1,677000,500,1822,2115,1648,1968,1.473000,1.725000,0,0,LOOP
2,677500,500,1996,1994,1812,1839,1.599000,1.625000,0,0,LOOP
3,678000,500,2177,1872,1987,1719,1.737000,1.526000,0,0,LOOP
4,678500,500,2358,1760,2155,1610,1.879000,1.440000,0,0,LOOP
5,679000,500,2525,1660,2314,1505,2.002000,1.353000,0,0,LOOP
6,679500,500,2673,1579,2454,1421,2.120000,1.292000,0,0,LOOP
7,680000,500,2796,1513,2559,1361,2.204000,1.238000,0,0,LOOP
8,680500,500,2893,1456,2663,1302,2.287000,1.187000,0,0,LOOP
9,681000,500,2961,1419,2721,1265,2.339000,1.163000,0,0,LOOP
10,681500,500,3003,1411,2770,1262,2.372000,1.158000,0,0,LOOP
11,682000,500,3007,1420,2781,1270,2.379000,1.152000,0,0,LOOP
12,682500,500,2979,1465,2752,1310,2.355000,1.198000,0,0,LOOP
13,683000,500,2913,1528,2681,1371,2.305000,1.250000,0,0,LOOP
14,683500,500,2815,1595,2588,1437,2.230000,1.306000,0,0,LOOP
15,684000,500,2690,1685,2474,1535,2.125000,1.369000,0,0,LOOP
16,684500,500,2544,1781,2336,1631,2.025000,1.452000,0,0,LOOP
17,685000,500,2385,1905,2187,1749,1.900000,1.557000,0,0,LOOP
18,685500,500,2218,2026,2023,1878,1.772000,1.646000,0,0,LOOP
19,686000,500,2039,2144,1865,1998,1.639000,1.744000,0,0,LOOP
20,686500,500,1858,2266,1687,2112,1.501000,1.846000,0,0,LOOP
21,687000,500,1679,2367,1520,2211,1.363000,1.923000,0,0,LOOP
22,687500,500,1518,2466,1360,2307,1.239000,2.007000,0,0,LOOP
23,688000,500,1377,2541,1221,2387,1.135000,2.067000,0,0,LOOP
24,688500,500,1265,2603,1122,2450,1.049000,2.114000,0,0,LOOP
25,689000,500,1176,2653,1039,2493,0.975000,2.153000,0,0,LOOP
26,689500,500,1115,2685,975,2534,0.929000,2.186000,0,0,LOOP
27,690000,500,1087,2684,945,2523,0.903000,2.192000,0,0,LOOP
28,690500,500,1094,2662,957,2507,0.915000,2.161000,0,0,LOOP
29,691000,500,1133,2605,991,2448,0.941000,2.114000,0,0,LOOP
30,691500,500,1211,2548,1069,2394,1.001000,2.063000,0,0,LOOP
31,692000,500,1319,2475,1161,2315,1.084000,1.998000,0,0,LOOP
32,692500,500,1451,2385,1294,2229,1.182000,1.938000,0,0,LOOP
0,693000,500,1655,2233,1488,2087,1.338000,1.819000,0,0,LOOP
1,693500,500,1822,2115,1648,1968,1.472000,1.723000,0,0,LOOP
2,694000,500,1996,1994,1811,1845,1.603000,1.630000,0,0,LOOP
3,694500,500,2177,1872,1983,1715,1.745000,1.538000,0,0,LOOP
4,695000,500,2358,1760,2154,1607,1.881000,1.433000,0,0,LOOP
5,695500,500,2525,1660,2313,1503,2.009000,1.359000,0,0,LOOP
6,696000,500,2673,1579,2458,1424,2.119000,1.289000,0,0,LOOP
7,696500,500,2796,1513,2587,1341,2.204000,1.237000,0,0,LOOP
8,697000,500,2893,1456,2663,1299,2.284000,1.186000,0,0,LOOP
9,697500,500,2961,1419,2727,1264,2.345000,1.160000,0,0,LOOP
10,698000,500,3003,1411,2770,1255,2.374000,1.143000,0,0,LOOP
11,698500,500,3007,1420,2787,1264,2.377000,1.165000,0,0,LOOP
12,699000,500,2979,1465,2755,1308,2.360000,1.197000,0,0,LOOP
13,699500,500,2913,1528,2689,1375,2.308000,1.250000,0,0,LOOP
14,700000,500,2815,1595,2608,1443,2.239000,1.293000,0,0,LOOP
15,700500,500,2690,1685,2477,1521,2.133000,1.379000,0,0,LOOP
16,701000,500,2544,1781,2341,1627,2.026000,1.457000,0,0,LOOP
17,701500,500,2385,1905,2187,1754,1.906000,1.550000,0,0,LOOP
18,702000,500,2218,2026,2032,1873,1.771000,1.676000,0,0,LOOP
19,702500,500,2039,2144,1857,2000,1.635000,1.741000,0,0,LOOP
20,703000,500,1858,2266,1683,2114,1.497000,1.839000,0,0,LOOP
21,703500,500,1679,2367,1517,2214,1.362000,1.925000,0,0,LOOP
22,704000,500,1518,2466,1355,2314,1.238000,2.009000,0,0,LOOP
23,704500,500,1377,2541,1231,2382,1.129000,2.057000,0,0,LOOP
24,705000,500,1265,2603,1118,2444,1.047000,2.114000,0,0,LOOP
25,705500,500,1176,2653,1034,2493,0.980000,2.153000,0,0,LOOP
26,706000,500,1115,2685,976,2522,0.925000,2.174000,0,0,LOOP
27,706500,500,1087,2684,944,2525,0.900000,2.190000,0,0,LOOP
28,707000,500,1094,2662,955,2510,0.907000,2.163000,0,0,LOOP
29,707500,500,1133,2605,983,2451,0.937000,2.118000,0,0,LOOP
30,708000,500,1211,2548,1068,2395,1.005000,2.065000,0,0,LOOP
31,708500,500,1319,2475,1168,2307,1.092000,2.007000,0,0,LOOP
32,709000,500,1451,2385,1295,2226,1.187000,1.946000,0,0,LOOP
0,709500,500,1655,2233,1488,2079,1.342000,1.819000,0,0,LOOP
1,710000,500,1822,2115,1648,1963,1.470000,1.723000,0,0,LOOP
2,710500,500,1996,1994,1808,1850,1.603000,1.629000,0,0,LOOP
3,711000,500,2177,1872,1983,1725,1.735000,1.528000,0,0,LOOP
4,711500,500,2358,1760,2160,1612,1.875000,1.440000,0,0,LOOP
5,712000,500,2525,1660,2318,1503,2.004000,1.354000,0,0,LOOP
6,712500,500,2673,1579,2455,1453,2.118000,1.277000,0,0,LOOP
7,713000,500,2796,1513,2579,1360,2.204000,1.228000,0,0,LOOP
8,713500,500,2893,1456,2667,1302,2.292000,1.192000,0,0,LOOP
9,714000,500,2961,1419,2735,1264,2.345000,1.160000,0,0,LOOP
10,714500,500,3003,1411,2787,1260,2.372000,1.150000,0,0,LOOP
11,715000,500,3007,1420,2774,1271,2.370000,1.163000,0,0,LOOP
12,715500,500,2979,1465,2746,1305,2.359000,1.195000,0,0,LOOP
13,716000,500,2913,1528,2687,1379,2.303000,1.248000,0,0,LOOP
14,716500,500,2815,1595,2591,1436,2.226000,1.298000,0,0,LOOP
15,717000,500,2690,1685,2469,1527,2.138000,1.371000,0,0,LOOP
16,717500,500,2544,1781,2335,1629,2.023000,1.451000,0,0,LOOP
17,718000,500,2385,1905,2189,1749,1.901000,1.553000,0,0,LOOP
18,718500,500,2218,2026,2025,1875,1.771000,1.661000,0,0,LOOP
19,719000,500,2039,2144,1859,1989,1.639000,1.746000,0,0,LOOP
20,719500,500,1858,2266,1686,2110,1.499000,1.843000,0,0,LOOP
21,720000,500,1679,2367,1519,2210,1.359000,1.922000,0,0,LOOP
22,720500,500,1518,2466,1366,2309,1.236000,2.006000,0,0,LOOP
23,721000,500,1377,2541,1222,2384,1.126000,2.051000,0,0,LOOP
24,721500,500,1265,2603,1129,2454,1.040000,2.114000,0,0,LOOP
25,722000,500,1176,2653,1037,2496,0.980000,2.153000,0,0,LOOP
26,722500,500,1115,2685,976,2526,0.924000,2.167000,0,0,LOOP
27,723000,500,1087,2684,939,2534,0.905000,2.177000,0,0,LOOP
28,723500,500,1094,2662,954,2501,0.906000,2.160000,0,0,LOOP
29,724000,500,1133,2605,986,2450,0.936000,2.114000,0,0,LOOP
30,724500,500,1211,2548,1072,2388,1.005000,2.067000,0,0,LOOP
31,725000,500,1319,2475,1165,2320,1.081000,2.004000,0,0,LOOP
32,725500,500,1451,2385,1296,2236,1.186000,1.947000,0,0,LOOP
0,726000,500,1655,2233,1493,2079,1.341000,1.819000,0,0,LOOP
1,726500,500,1822,2115,1648,1961,1.472000,1.723000,0,0,LOOP
2,727000,500,1996,1994,1811,1847,1.599000,1.624000,0,0,LOOP
3,727500,500,2177,1872,1985,1727,1.739000,1.538000,0,0,LOOP
4,728000,500,2358,1760,2154,1611,1.880000,1.441000,0,0,LOOP
5,728500,500,2525,1660,2315,1505,2.010000,1.359000,0,0,LOOP
6,729000,500,2673,1579,2455,1450,2.114000,1.291000,0,0,LOOP
7,729500,500,2796,1513,2585,1360,2.204000,1.247000,0,0,LOOP
8,730000,500,2893,1456,2672,1299,2.293000,1.187000,0,0,LOOP
9,730500,500,2961,1419,2729,1264,2.346000,1.164000,0,0,LOOP
10,731000,500,3003,1411,2768,1262,2.371000,1.163000,0,0,LOOP
11,731500,500,3007,1420,2775,1290,2.373000,1.161000,0,0,LOOP
12,732000,500,2979,1465,2749,1309,2.355000,1.195000,0,0,LOOP
13,732500,500,2913,1528,2687,1377,2.309000,1.247000,0,0,LOOP
14,733000,500,2815,1595,2605,1441,2.231000,1.301000,0,0,LOOP
15,733500,500,2690,1685,2475,1527,2.130000,1.375000,0,0,LOOP
16,734000,500,2544,1781,2336,1638,2.022000,1.456000,0,0,LOOP
17,734500,500,2385,1905,2190,1744,1.903000,1.525000,0,0,LOOP
18,735000,500,2218,2026,2029,1872,1.775000,1.650000,0,0,LOOP
19,735500,500,2039,2144,1864,1990,1.637000,1.744000,0,0,LOOP
20,736000,500,1858,2266,1679,2115,1.499000,1.839000,0,0,LOOP
21,736500,500,1679,2367,1517,2215,1.358000,1.901000,0,0,LOOP
22,737000,500,1518,2466,1361,2306,1.238000,2.001000,0,0,LOOP
23,737500,500,1377,2541,1226,2386,1.133000,2.063000,0,0,LOOP
24,738000,500,1265,2603,1119,2423,1.047000,2.101000,0,0,LOOP
25,738500,500,1176,2653,1042,2505,0.981000,2.142000,0,0,LOOP
26,739000,500,1115,2685,974,2531,0.924000,2.179000,0,0,LOOP
27,739500,500,1087,2684,946,2529,0.907000,2.179000,0,0,LOOP
28,740000,500,1094,2662,951,2510,0.914000,2.153000,0,0,LOOP
29,740500,500,1133,2605,992,2437,0.944000,2.112000,0,0,LOOP
30,741000,500,1211,2548,1069,2390,1.003000,2.070000,0,0,LOOP
31,741500,500,1319,2475,1165,2311,1.084000,2.011000,0,0,LOOP
32,742000,500,1451,2385,1292,2219,1.189000,1.931000,0,0,LOOP
0,742500,500,1655,2233,1489,2085,1.349000,1.819000,0,0,LOOP
1,743000,500,1822,2115,1655,1963,1.472000,1.727000,0,0,LOOP
2,743500,500,1996,1994,1812,1839,1.601000,1.624000,0,0,LOOP
3,744000,500,2177,1872,1983,1719,1.736000,1.524000,0,0,LOOP
4,744500,500,2358,1760,2166,1610,1.881000,1.432000,0,0,LOOP
5,745000,500,2525,1660,2319,1508,2.004000,1.354000,0,0,LOOP
6,745500,500,2673,1579,2450,1424,2.113000,1.289000,0,0,LOOP
7,746000,500,2796,1513,2559,1359,2.204000,1.239000,0,0,LOOP
8,746500,500,2893,1456,2661,1309,2.287000,1.172000,0,0,LOOP
9,747000,500,2961,1419,2725,1259,2.342000,1.160000,0,0,LOOP
10,747500,500,3003,1411,2769,1258,2.376000,1.155000,0,0,LOOP
11,748000,500,3007,1420,2773,1259,2.374000,1.160000,0,0,LOOP
12,748500,500,2979,1465,2750,1315,2.362000,1.187000,0,0,LOOP
13,749000,500,2913,1528,2678,1361,2.302000,1.249000,0,0,LOOP
14,749500,500,2815,1595,2592,1443,2.231000,1.301000,0,0,LOOP
15,750000,500,2690,1685,2471,1527,2.131000,1.372000,0,0,LOOP
16,750500,500,2544,1781,2317,1629,2.016000,1.456000,0,0,LOOP
17,751000,500,2385,1905,2187,1751,1.908000,1.553000,0,0,LOOP
18,751500,500,2218,2026,2027,1872,1.772000,1.652000,0,0,LOOP
19,752000,500,2039,2144,1856,1989,1.641000,1.745000,0,0,LOOP
20,752500,500,1858,2266,1688,2110,1.498000,1.833000,0,0,LOOP
21,753000,500,1679,2367,1517,2197,1.367000,1.923000,0,0,LOOP
22,753500,500,1518,2466,1360,2309,1.238000,2.003000,0,0,LOOP
23,754000,500,1377,2541,1229,2385,1.133000,2.063000,0,0,LOOP
24,754500,500,1265,2603,1121,2462,1.049000,2.114000,0,0,LOOP
25,755000,500,1176,2653,1038,2501,0.977000,2.154000,0,0,LOOP
26,755500,500,1115,2685,975,2527,0.925000,2.179000,0,0,LOOP
27,756000,500,1087,2684,947,2528,0.905000,2.177000,0,0,LOOP
28,756500,500,1094,2662,951,2501,0.911000,2.153000,0,0,LOOP
29,757000,500,1133,2605,983,2451,0.932000,2.114000,0,0,LOOP
30,757500,500,1211,2548,1063,2384,1.004000,2.063000,0,0,LOOP
31,758000,500,1319,2475,1173,2320,1.083000,2.009000,0,0,LOOP
32,758500,500,1451,2385,1298,2234,1.186000,1.939000,0,0,LOOP
0,759000,500,1655,2233,1491,2064,1.340000,1.827000,0,0,LOOP
1,759500,500,1822,2115,1643,1961,1.470000,1.717000,0,0,LOOP
2,760000,500,1996,1994,1815,1838,1.603000,1.624000,0,0,LOOP
3,760500,500,2177,1872,1979,1725,1.740000,1.534000,0,0,LOOP
4,761000,500,2358,1760,2153,1625,1.874000,1.444000,0,0,LOOP
5,761500,500,2525,1660,2311,1505,2.002000,1.366000,0,0,LOOP
6,762000,500,2673,1579,2448,1424,2.112000,1.289000,0,0,LOOP
7,762500,500,2796,1513,2559,1360,2.204000,1.226000,0,0,LOOP
8,763000,500,2893,1456,2672,1293,2.289000,1.194000,0,0,LOOP
9,763500,500,2961,1419,2731,1251,2.338000,1.160000,0,0,LOOP
10,764000,500,3003,1411,2775,1257,2.372000,1.150000,0,0,LOOP
11,764500,500,3007,1420,2772,1264,2.373000,1.160000,0,0,LOOP
12,765000,500,2979,1465,2743,1304,2.353000,1.201000,0,0,LOOP
13,765500,500,2913,1528,2678,1366,2.295000,1.249000,0,0,LOOP
14,766000,500,2815,1595,2590,1437,2.229000,1.299000,0,0,LOOP
15,766500,500,2690,1685,2480,1531,2.129000,1.376000,0,0,LOOP
16,767000,500,2544,1781,2325,1616,2.013000,1.458000,0,0,LOOP
17,767500,500,2385,1905,2183,1757,1.899000,1.542000,0,0,LOOP
18,768000,500,2218,2026,2028,1872,1.769000,1.652000,0,0,LOOP
19,768500,500,2039,2144,1856,1993,1.637000,1.745000,0,0,LOOP
20,769000,500,1858,2266,1691,2127,1.499000,1.828000,0,0,LOOP
21,769500,500,1679,2367,1520,2211,1.362000,1.916000,0,0,LOOP
22,770000,500,1518,2466,1367,2310,1.239000,2.006000,0,0,LOOP
23,770500,500,1377,2541,1230,2386,1.134000,2.063000,0,0,LOOP
24,771000,500,1265,2603,1120,2442,1.049000,2.113000,0,0,LOOP
25,771500,500,1176,2653,1040,2512,0.976000,2.151000,0,0,LOOP
26,772000,500,1115,2685,978,2525,0.928000,2.175000,0,0,LOOP
27,772500,500,1087,2684,950,2527,0.904000,2.179000,0,0,LOOP
28,773000,500,1094,2662,959,2493,0.911000,2.171000,0,0,LOOP
29,773500,500,1133,2605,987,2467,0.940000,2.123000,0,0,LOOP
30,774000,500,1211,2548,1057,2399,1.006000,2.064000,0,0,LOOP
31,774500,500,1319,2475,1172,2323,1.085000,2.002000,0,0,LOOP
32,775000,500,1451,2385,1306,2226,1.186000,1.935000,0,0,LOOP
0,775500,500,1655,2233,1487,2096,1.340000,1.807000,0,0,LOOP
1,776000,500,1822,2115,1648,1959,1.470000,1.739000,0,0,LOOP
2,776500,500,1996,1994,1808,1841,1.599000,1.614000,0,0,LOOP
3,777000,500,2177,1872,1982,1715,1.738000,1.527000,0,0,LOOP
4,777500,500,2358,1760,2137,1609,1.873000,1.436000,0,0,LOOP
5,778000,500,2525,1660,2308,1495,2.004000,1.367000,0,0,LOOP
6,778500,500,2673,1579,2449,1427,2.117000,1.288000,0,0,LOOP
7,779000,500,2796,1513,2559,1360,2.204000,1.238000,0,0,LOOP
8,779500,500,2893,1456,2665,1306,2.283000,1.192000,0,0,LOOP
9,780000,500,2961,1419,2734,1267,2.336000,1.164000,0,0,LOOP
10,780500,500,3003,1411,2767,1255,2.372000,1.153000,0,0,LOOP
11,781000,500,3007,1420,2769,1264,2.373000,1.182000,0,0,LOOP
12,781500,500,2979,1465,2750,1309,2.353000,1.191000,0,0,LOOP
13,782000,500,2913,1528,2684,1375,2.305000,1.247000,0,0,LOOP
14,782500,500,2815,1595,2595,1440,2.233000,1.306000,0,0,LOOP
15,783000,500,2690,1685,2471,1531,2.133000,1.377000,0,0,LOOP
16,783500,500,2544,1781,2340,1627,2.022000,1.450000,0,0,LOOP
17,784000,500,2385,1905,2177,1745,1.901000,1.547000,0,0,LOOP
18,784500,500,2218,2026,2023,1863,1.771000,1.650000,0,0,LOOP
19,785000,500,2039,2144,1853,1987,1.636000,1.744000,0,0,LOOP
20,785500,500,1858,2266,1682,2113,1.504000,1.853000,0,0,LOOP
21,786000,500,1679,2367,1517,2217,1.366000,1.922000,0,0,LOOP
22,786500,500,1518,2466,1366,2318,1.239000,2.001000,0,0,LOOP
23,787000,500,1377,2541,1232,2387,1.134000,2.062000,0,0,LOOP
24,787500,500,1265,2603,1119,2445,1.041000,2.114000,0,0,LOOP
25,788000,500,1176,2653,1034,2480,0.977000,2.164000,0,0,LOOP
26,788500,500,1115,2685,977,2530,0.927000,2.169000,0,0,LOOP
27,789000,500,1087,2684,945,2530,0.903000,2.180000,0,0,LOOP
28,789500,500,1094,2662,950,2494,0.914000,2.154000,0,0,LOOP
29,790000,500,1133,2605,998,2448,0.941000,2.122000,0,0,LOOP
30,790500,500,1211,2548,1072,2402,1.006000,2.080000,0,0,LOOP
31,791000,500,1319,2475,1169,2320,1.084000,2.011000,0,0,LOOP
32,791500,500,1451,2385,1293,2231,1.188000,1.934000,0,0,LOOP
0,792000,500,1655,2233,1487,2090,1.342000,1.823000,0,0,LOOP
1,792500,500,1822,2115,1649,1972,1.470000,1.724000,0,0,LOOP
2,793000,500,1996,1994,1808,1809,1.604000,1.624000,0,0,LOOP
3,793500,500,2177,1872,1984,1721,1.736000,1.523000,0,0,LOOP
4,794000,500,2358,1760,2155,1600,1.877000,1.446000,0,0,LOOP
5,794500,500,2525,1660,2307,1495,2.009000,1.353000,0,0,LOOP
6,795000,500,2673,1579,2448,1424,2.114000,1.288000,0,0,LOOP
7,795500,500,2796,1513,2559,1354,2.204000,1.238000,0,0,LOOP
8,796000,500,2893,1456,2674,1306,2.287000,1.191000,0,0,LOOP
9,796500,500,2961,1419,2738,1278,2.334000,1.181000,0,0,LOOP
10,797000,500,3003,1411,2766,1255,2.372000,1.160000,0,0,LOOP
11,797500,500,3007,1420,2773,1267,2.372000,1.160000,0,0,LOOP
12,798000,500,2979,1465,2759,1297,2.348000,1.191000,0,0,LOOP
13,798500,500,2913,1528,2689,1360,2.306000,1.249000,0,0,LOOP
14,799000,500,2815,1595,2602,1442,2.228000,1.298000,0,0,LOOP
15,799500,500,2690,1685,2480,1527,2.130000,1.377000,0,0,LOOP
16,800000,500,2544,1781,2331,1635,2.024000,1.453000,0,0,LOOP
17,800500,500,2385,1905,2180,1759,1.897000,1.546000,0,0,LOOP
18,801000,500,2218,2026,2032,1875,1.771000,1.663000,0,0,LOOP
19,801500,500,2039,2144,1855,1984,1.639000,1.746000,0,0,LOOP
20,802000,500,1858,2266,1685,2096,1.496000,1.848000,0,0,LOOP
21,802500,500,1679,2367,1517,2206,1.359000,1.923000,0,0,LOOP
22,803000,500,1518,2466,1360,2318,1.238000,1.994000,0,0,LOOP
23,803500,500,1377,2541,1230,2385,1.133000,2.063000,0,0,LOOP
24,804000,500,1265,2603,1114,2448,1.049000,2.107000,0,0,LOOP
25,804500,500,1176,2653,1035,2483,0.979000,2.173000,0,0,LOOP
26,805000,500,1115,2685,983,2526,0.927000,2.181000,0,0,LOOP
27,805500,500,1087,2684,950,2528,0.907000,2.179000,0,0,LOOP
28,806000,500,1094,2662,954,2507,0.908000,2.148000,0,0,LOOP
29,806500,500,1133,2605,989,2442,0.946000,2.117000,0,0,LOOP
30,807000,500,1211,2548,1072,2390,1.005000,2.074000,0,0,LOOP
31,807500,500,1319,2475,1168,2311,1.087000,2.002000,0,0,LOOP
32,808000,500,1451,2385,1296,2235,1.184000,1.939000,0,0,LOOP
0,808500,500,1655,2233,1486,2081,1.340000,1.816000,0,0,LOOP
1,809000,500,1822,2115,1655,1959,1.470000,1.720000,0,0,LOOP
2,809500,500,1996,1994,1809,1844,1.601000,1.627000,0,0,LOOP
3,810000,500,2177,1872,1985,1743,1.736000,1.527000,0,0,LOOP
4,810500,500,2358,1760,2159,1603,1.877000,1.440000,0,0,LOOP
5,811000,500,2525,1660,2301,1501,1.999000,1.356000,0,0,LOOP
6,811500,500,2673,1579,2448,1424,2.114000,1.289000,0,0,LOOP
7,812000,500,2796,1513,2559,1385,2.204000,1.238000,0,0,LOOP
8,812500,500,2893,1456,2672,1261,2.294000,1.186000,0,0,LOOP
9,813000,500,2961,1419,2722,1266,2.341000,1.160000,0,0,LOOP
10,813500,500,3003,1411,2768,1243,2.372000,1.153000,0,0,LOOP
11,814000,500,3007,1420,2777,1280,2.373000,1.162000,0,0,LOOP
12,814500,500,2979,1465,2743,1321,2.347000,1.189000,0,0,LOOP
13,815000,500,2913,1528,2689,1377,2.308000,1.246000,0,0,LOOP
14,815500,500,2815,1595,2590,1424,2.225000,1.299000,0,0,LOOP
15,816000,500,2690,1685,2467,1557,2.128000,1.376000,0,0,LOOP
16,816500,500,2544,1781,2327,1627,2.022000,1.467000,0,0,LOOP
17,817000,500,2385,1905,2192,1737,1.903000,1.549000,0,0,LOOP
18,817500,500,2218,2026,2015,1872,1.771000,1.653000,0,0,LOOP
19,818000,500,2039,2144,1860,2000,1.636000,1.744000,0,0,LOOP
20,818500,500,1858,2266,1689,2112,1.511000,1.845000,0,0,LOOP
21,819000,500,1679,2367,1520,2215,1.362000,1.926000,0,0,LOOP
22,819500,500,1518,2466,1360,2302,1.238000,2.011000,0,0,LOOP
23,820000,500,1377,2541,1223,2387,1.129000,2.063000,0,0,LOOP
24,820500,500,1265,2603,1120,2452,1.044000,2.113000,0,0,LOOP
25,821000,500,1176,2653,1039,2490,0.976000,2.163000,0,0,LOOP
26,821500,500,1115,2685,971,2537,0.928000,2.170000,0,0,LOOP
27,822000,500,1087,2684,954,2533,0.907000,2.177000,0,0,LOOP
28,822500,500,1094,2662,955,2503,0.910000,2.164000,0,0,LOOP
29,823000,500,1133,2605,998,2464,0.940000,2.114000,0,0,LOOP
30,823500,500,1211,2548,1067,2382,1.006000,2.071000,0,0,LOOP
31,824000,500,1319,2475,1169,2317,1.083000,2.010000,0,0,LOOP
32,824500,500,1451,2385,1294,2219,1.186000,1.938000,0,0,LOOP
0,825000,500,1655,2233,1489,2076,1.342000,1.814000,0,0,LOOP
1,825500,500,1822,2115,1660,1975,1.472000,1.715000,0,0,LOOP
2,826000,500,1996,1994,1813,1841,1.598000,1.624000,0,0,LOOP
3,826500,500,2177,1872,1983,1725,1.735000,1.526000,0,0,LOOP
4,827000,500,2358,1760,2159,1606,1.874000,1.431000,0,0,LOOP
5,827500,500,2525,1660,2313,1517,2.002000,1.348000,0,0,LOOP
6,828000,500,2673,1579,2450,1418,2.114000,1.286000,0,0,LOOP
7,828500,500,2796,1513,2559,1360,2.204000,1.237000,0,0,LOOP
8,829000,500,2893,1456,2665,1313,2.289000,1.186000,0,0,LOOP
9,829500,500,2961,1419,2733,1258,2.345000,1.156000,0,0,LOOP
10,830000,500,3003,1411,2768,1263,2.368000,1.158000,0,0,LOOP
11,830500,500,3007,1420,2779,1261,2.377000,1.160000,0,0,LOOP
12,831000,500,2979,1465,2736,1314,2.350000,1.201000,0,0,LOOP
13,831500,500,2913,1528,2685,1360,2.295000,1.244000,0,0,LOOP
14,832000,500,2815,1595,2596,1447,2.225000,1.300000,0,0,LOOP
15,832500,500,2690,1685,2473,1534,2.128000,1.372000,0,0,LOOP
16,833000,500,2544,1781,2347,1628,2.021000,1.450000,0,0,LOOP
17,833500,500,2385,1905,2176,1760,1.894000,1.555000,0,0,LOOP
18,834000,500,2218,2026,2029,1860,1.770000,1.662000,0,0,LOOP
19,834500,500,2039,2144,1854,1986,1.636000,1.746000,0,0,LOOP
20,835000,500,1858,2266,1684,2108,1.502000,1.848000,0,0,LOOP
21,835500,500,1679,2367,1520,2194,1.367000,1.925000,0,0,LOOP
22,836000,500,1518,2466,1365,2300,1.242000,2.007000,0,0,LOOP
23,836500,500,1377,2541,1232,2390,1.135000,2.063000,0,0,LOOP
24,837000,500,1265,2603,1121,2471,1.045000,2.117000,0,0,LOOP
25,837500,500,1176,2653,1037,2502,0.976000,2.158000,0,0,LOOP
26,838000,500,1115,2685,979,2531,0.925000,2.166000,0,0,LOOP
27,838500,500,1087,2684,949,2522,0.903000,2.178000,0,0,LOOP
28,839000,500,1094,2662,951,2512,0.911000,2.163000,0,0,LOOP
29,839500,500,1133,2605,999,2442,0.944000,2.117000,0,0,LOOP
30,840000,500,1211,2548,1071,2394,1.008000,2.076000,0,0,LOOP
31,840500,500,1319,2475,1169,2320,1.087000,2.011000,0,0,LOOP
32,841000,500,1451,2385,1299,2229,1.185000,1.941000,0,0,LOOP
0,841500,500,1655,2233,1487,2082,1.342000,1.819000,0,0,LOOP
1,842000,500,1822,2115,1643,1957,1.471000,1.727000,0,0,LOOP
2,842500,500,1996,1994,1798,1840,1.599000,1.624000,0,0,LOOP
3,843000,500,2177,1872,1986,1719,1.736000,1.529000,0,0,LOOP
4,843500,500,2358,1760,2158,1616,1.884000,1.437000,0,0,LOOP
5,844000,500,2525,1660,2315,1514,2.002000,1.365000,0,0,LOOP
6,844500,500,2673,1579,2451,1429,2.116000,1.289000,0,0,LOOP
7,845000,500,2796,1513,2559,1360,2.204000,1.237000,0,0,LOOP
8,845500,500,2893,1456,2667,1303,2.286000,1.193000,0,0,LOOP
9,846000,500,2961,1419,2731,1264,2.338000,1.168000,0,0,LOOP
10,846500,500,3003,1411,2768,1232,2.372000,1.153000,0,0,LOOP
11,847000,500,3007,1420,2771,1269,2.376000,1.160000,0,0,LOOP
12,847500,500,2979,1465,2752,1312,2.350000,1.191000,0,0,LOOP
13,848000,500,2913,1528,2686,1392,2.308000,1.246000,0,0,LOOP
14,848500,500,2815,1595,2588,1440,2.228000,1.298000,0,0,LOOP
15,849000,500,2690,1685,2469,1531,2.134000,1.369000,0,0,LOOP
16,849500,500,2544,1781,2333,1629,2.019000,1.462000,0,0,LOOP
17,850000,500,2385,1905,2189,1758,1.902000,1.548000,0,0,LOOP
18,850500,500,2218,2026,2019,1866,1.772000,1.646000,0,0,LOOP
19,851000,500,2039,2144,1853,1975,1.636000,1.742000,0,0,LOOP
20,851500,500,1858,2266,1686,2112,1.499000,1.843000,0,0,LOOP
21,852000,500,1679,2367,1520,2207,1.363000,1.934000,0,0,LOOP
22,852500,500,1518,2466,1360,2293,1.238000,1.997000,0,0,LOOP
23,853000,500,1377,2541,1229,2375,1.132000,2.063000,0,0,LOOP
24,853500,500,1265,2603,1120,2441,1.049000,2.114000,0,0,LOOP
25,854000,500,1176,2653,1037,2494,0.976000,2.153000,0,0,LOOP
26,854500,500,1115,2685,969,2533,0.919000,2.175000,0,0,LOOP
27,855000,500,1087,2684,947,2530,0.903000,2.183000,0,0,LOOP
28,855500,500,1094,2662,955,2501,0.911000,2.161000,0,0,LOOP
29,856000,500,1133,2605,981,2453,0.940000,2.113000,0,0,LOOP
30,856500,500,1211,2548,1068,2387,1.003000,2.077000,0,0,LOOP
