sample,t_us,dt_us,dacV_code,dacI_code,adcV_raw,adcI_raw,adcV_V,adcI_V,clipV,clipI
315,157500,500,2218,2026,2062,1874,1.805000,1.654000,0,0
316,158000,500,2039,2144,1882,1992,1.657000,1.748000,0,0
317,158500,500,1858,2266,1704,2114,1.519000,1.848000,0,0
318,159000,500,1679,2367,1520,2219,1.367000,1.930000,0,0
319,159500,500,1518,2466,1361,2317,1.238000,2.009000,0,0
320,160000,500,1377,2541,1217,2390,1.124000,2.067000,0,0
321,160500,500,1265,2603,1106,2449,1.034000,2.117000,0,0
322,161000,500,1176,2653,1008,2499,0.956000,2.157000,0,0
323,161500,500,1115,2685,949,2533,0.911000,2.181000,0,0
324,162000,500,1087,2684,923,2534,0.889000,2.183000,0,0
325,162500,500,1094,2662,931,2511,0.893000,2.164000,0,0
326,163000,500,1133,2605,971,2453,0.923000,2.117000,0,0
327,163500,500,1211,2548,1053,2398,0.990000,2.075000,0,0
328,164000,500,1319,2475,1162,2322,1.078000,2.015000,0,0
329,164500,500,1451,2385,1291,2234,1.185000,1.942000,0,0
330,165000,500,1655,2233,1495,2085,1.346000,1.823000,0,0
331,165500,500,1822,2115,1666,1966,1.485000,1.727000,0,0
332,166000,500,1996,1994,1840,1842,1.624000,1.627000,0,0
333,166500,500,2177,1872,2014,1722,1.766000,1.533000,0,0
334,167000,500,2358,1760,2199,1613,1.912000,1.441000,0,0
335,167500,500,2525,1660,2367,1508,2.048000,1.356000,0,0
336,168000,500,2673,1579,2511,1425,2.165000,1.290000,0,0
337,168500,500,2796,1513,2640,1360,2.269000,1.238000,0,0
338,169000,500,2893,1456,2736,1300,2.345000,1.191000,0,0
339,169500,500,2961,1419,2803,1264,2.400000,1.160000,0,0
340,170000,500,3003,1411,2848,1258,2.436000,1.153000,0,0
341,170500,500,3007,1420,2850,1266,2.440000,1.162000,0,0
342,171000,500,2979,1465,2821,1313,2.420000,1.200000,0,0
343,171500,500,2913,1528,2754,1375,2.362000,1.250000,0,0
344,172000,500,2815,1595,2656,1449,2.283000,1.303000,0,0
345,172500,500,2690,1685,2528,1535,2.178000,1.377000,0,0
346,173000,500,2544,1781,2384,1631,2.063000,1.459000,0,0
347,173500,500,2385,1905,2224,1755,1.935000,1.556000,0,0
348,174000,500,2218,2026,2064,1872,1.804000,1.652000,0,0
349,174500,500,2039,2144,1881,1995,1.659000,1.748000,0,0
350,175000,500,1858,2266,1706,2117,1.513000,1.848000,0,0
351,175500,500,1679,2367,1520,2218,1.367000,1.929000,0,0
352,176000,500,1518,2466,1360,2313,1.238000,2.007000,0,0
353,176500,500,1377,2541,1217,2390,1.126000,2.068000,0,0
354,177000,500,1265,2603,1106,2451,1.034000,2.117000,0,0
355,177500,500,1176,2653,1017,2505,0.953000,2.158000,0,0
356,178000,500,1115,2685,950,2534,0.911000,2.184000,0,0
357,178500,500,1087,2684,924,2537,0.888000,2.183000,0,0
358,179000,500,1094,2662,934,2512,0.892000,2.166000,0,0
359,179500,500,1133,2605,971,2454,0.925000,2.119000,0,0
360,180000,500,1211,2548,1054,2397,0.990000,2.075000,0,0
361,180500,500,1319,2475,1162,2322,1.081000,2.013000,0,0
362,181000,500,1451,2385,1296,2234,1.184000,1.944000,0,0
363,181500,500,1655,2233,1494,2086,1.349000,1.821000,0,0
364,182000,500,1822,2115,1666,1965,1.484000,1.726000,0,0
365,182500,500,1996,1994,1840,1843,1.624000,1.625000,0,0
366,183000,500,2177,1872,2019,1725,1.768000,1.528000,0,0
367,183500,500,2358,1760,2198,1613,1.912000,1.441000,0,0
368,184000,500,2525,1660,2365,1507,2.047000,1.357000,0,0
369,184500,500,2673,1579,2509,1426,2.166000,1.290000,0,0
370,185000,500,2796,1513,2637,1360,2.259000,1.238000,0,0
371,185500,500,2893,1456,2719,1303,2.346000,1.190000,0,0
372,186000,500,2961,1419,2802,1264,2.398000,1.160000,0,0
373,186500,500,3003,1411,2846,1258,2.435000,1.158000,0,0
374,187000,500,3007,1420,2850,1264,2.438000,1.161000,0,0
375,187500,500,2979,1465,2821,1311,2.420000,1.201000,0,0
376,188000,500,2913,1528,2753,1382,2.362000,1.250000,0,0
377,188500,500,2815,1595,2657,1442,2.283000,1.305000,0,0
378,189000,500,2690,1685,2528,1535,2.178000,1.377000,0,0
379,189500,500,2544,1781,2384,1634,2.063000,1.455000,0,0
380,190000,500,2385,1905,2221,1755,1.935000,1.556000,0,0
381,190500,500,2218,2026,2062,1874,1.805000,1.652000,0,0
382,191000,500,2039,2144,1882,1994,1.657000,1.748000,0,0
383,191500,500,1858,2266,1705,2115,1.514000,1.848000,0,0
384,192000,500,1679,2367,1520,2218,1.367000,1.929000,0,0
385,192500,500,1518,2466,1361,2315,1.238000,2.009000,0,0
386,193000,500,1377,2541,1230,2389,1.123000,2.068000,0,0
387,193500,500,1265,2603,1106,2455,1.032000,2.117000,0,0
388,194000,500,1176,2653,1017,2502,0.954000,2.157000,0,0
389,194500,500,1115,2685,951,2537,0.908000,2.184000,0,0
390,195000,500,1087,2684,926,2533,0.888000,2.183000,0,0
391,195500,500,1094,2662,931,2512,0.894000,2.165000,0,0
392,196000,500,1133,2605,969,2454,0.926000,2.118000,0,0
393,196500,500,1211,2548,1054,2398,0.990000,2.074000,0,0
394,197000,500,1319,2475,1162,2322,1.078000,2.011000,0,0
395,197500,500,1451,2385,1293,2234,1.185000,1.946000,0,0
396,198000,500,1655,2233,1497,2087,1.346000,1.822000,0,0
397,198500,500,1822,2115,1667,1966,1.484000,1.727000,0,0
398,199000,500,1996,1994,1840,1841,1.625000,1.627000,0,0
399,199500,500,2177,1872,2015,1724,1.767000,1.529000,0,0
400,200000,500,2358,1760,2199,1614,1.912000,1.440000,0,0
401,200500,500,2525,1660,2366,1510,2.046000,1.359000,0,0
402,201000,500,2673,1579,2512,1425,2.166000,1.291000,0,0
403,201500,500,2796,1513,2639,1360,2.269000,1.238000,0,0
404,202000,500,2893,1456,2735,1302,2.346000,1.190000,0,0
405,202500,500,2961,1419,2803,1264,2.402000,1.160000,0,0
406,203000,500,3003,1411,2847,1258,2.436000,1.156000,0,0
407,203500,500,3007,1420,2851,1264,2.439000,1.162000,0,0
408,204000,500,2979,1465,2823,1310,2.415000,1.198000,0,0
409,204500,500,2913,1528,2754,1374,2.362000,1.251000,0,0
410,205000,500,2815,1595,2657,1447,2.283000,1.304000,0,0
411,205500,500,2690,1685,2530,1534,2.179000,1.379000,0,0
412,206000,500,2544,1781,2384,1632,2.063000,1.456000,0,0
